Phase,Magnitude
0.005,15.174018528645481
0.015,15.179050195186468
0.025,15.188234451392367
0.035,15.20030175933837
0.045,15.213971211295544
0.055,15.228070076179668
0.065,15.241632013212003
0.07500000000000001,15.253964426879403
0.08499999999999999,15.26467946683592
0.095,15.273687726757737
0.10500000000000001,15.281158189338507
0.11499999999999999,15.28745184191763
0.125,15.293039181046836
0.135,15.298413216911987
0.14500000000000002,15.304009450486394
0.155,15.310142699401888
0.165,15.316967852080513
0.175,15.324468042154852
0.185,15.332469856898905
0.195,15.34068154788038
0.20500000000000002,15.348747275988998
0.215,15.356308563623108
0.225,15.363063555453579
0.235,15.368815436793472
0.245,15.373503276269213
0.255,15.377211343311966
0.265,15.380156187521967
0.275,15.382653992619044
0.28500000000000003,15.385073483700372
0.295,15.3877816003692
0.305,15.39109000330912
0.315,15.39521016831343
0.325,15.400223415455784
0.335,15.406069948819583
0.34500000000000003,15.412558186507562
0.355,15.419392749065759
0.365,15.426216860823573
0.375,15.432662964794597
0.385,15.438404317713662
0.395,15.443200341326435
0.405,15.446929532420217
0.41500000000000004,15.44960560712293
0.425,15.451374988579266
0.435,15.452496382518888
0.445,15.453305643983507
0.455,15.45417107692013
0.465,15.455445466127617
0.475,15.457421376640678
0.485,15.460295564022307
0.495,15.464146849226534
0.505,15.468929764862803
0.515,15.474483991340938
0.525,15.480557413305831
0.535,15.486838856054614
0.545,15.49299545409421
0.555,15.498709299038655
0.5650000000000001,15.503708525841748
0.575,15.507789214106884
0.585,15.510826188181937
0.595,15.512772708161133
0.605,15.513650840358144
0.615,15.513535690247561
0.625,15.51253745189795
0.635,15.510785257427775
0.645,15.508416101931024
0.655,15.505570799544833
0.665,15.502397223753462
0.675,15.499059296294496
0.685,15.495748632304938
0.6950000000000001,15.492694713813105
0.7050000000000001,15.490169162552672
0.715,15.488480217134219
0.725,15.487954857127448
0.735,15.488907992989757
0.745,15.491600478495268
0.755,15.49619004868739
0.765,15.502681264046734
0.775,15.510881804626859
0.785,15.520372745520314
0.795,15.530499624613256
0.805,15.540389207068335
0.8150000000000001,15.548994039531454
0.8250000000000001,15.555163493261597
0.835,15.557736444392933
0.845,15.555647504258829
0.855,15.548036250151071
0.865,15.534347594398932
0.875,15.51441150988067
0.885,15.488491872568082
0.895,15.457297066852131
0.905,15.421948927560052
0.915,15.3839111176866
0.925,15.34488262458368
0.935,15.306666136856942
0.9450000000000001,15.27102412478278
0.9550000000000001,15.239537089802974
0.965,15.213478444297786
0.975,15.193718804106847
0.985,15.180669304357895
0.995,15.174269253104418
1.005,15.174018528645481
1.015,15.179050195186468
1.025,15.188234451392367
1.035,15.20030175933837
1.045,15.213971211295544
1.055,15.228070076179668
1.065,15.241632013212003
1.075,15.253964426879403
1.085,15.26467946683592
1.095,15.273687726757737
1.105,15.281158189338507
1.115,15.28745184191763
1.125,15.293039181046836
1.135,15.298413216911987
1.145,15.304009450486394
1.155,15.310142699401888
1.165,15.316967852080513
1.175,15.324468042154852
1.185,15.332469856898905
1.195,15.34068154788038
1.205,15.348747275988998
1.215,15.356308563623108
1.225,15.363063555453579
1.2349999999999999,15.368815436793472
1.245,15.373503276269213
1.255,15.377211343311966
1.2650000000000001,15.380156187521967
1.275,15.382653992619044
1.2850000000000001,15.385073483700372
1.295,15.3877816003692
1.305,15.39109000330912
1.315,15.39521016831343
1.325,15.400223415455784
1.335,15.406069948819583
1.345,15.412558186507562
1.355,15.419392749065759
1.365,15.426216860823573
1.375,15.432662964794597
1.385,15.438404317713662
1.395,15.443200341326435
1.405,15.446929532420217
1.415,15.44960560712293
1.425,15.451374988579266
1.435,15.452496382518888
1.445,15.453305643983507
1.455,15.45417107692013
1.465,15.455445466127617
1.475,15.457421376640678
1.4849999999999999,15.460295564022307
1.495,15.464146849226534
1.505,15.468929764862803
1.5150000000000001,15.474483991340938
1.525,15.480557413305831
1.5350000000000001,15.486838856054614
1.545,15.49299545409421
1.5550000000000002,15.498709299038655
1.565,15.503708525841748
1.575,15.507789214106884
1.585,15.510826188181937
1.595,15.512772708161133
1.605,15.513650840358144
1.615,15.513535690247561
1.625,15.51253745189795
1.635,15.510785257427775
1.645,15.508416101931024
1.655,15.505570799544833
1.665,15.502397223753462
1.675,15.499059296294496
1.685,15.495748632304938
1.695,15.492694713813105
1.705,15.490169162552672
1.7149999999999999,15.488480217134219
1.725,15.487954857127448
1.7349999999999999,15.488907992989757
1.745,15.491600478495268
1.755,15.49619004868739
1.7650000000000001,15.502681264046734
1.775,15.510881804626859
1.7850000000000001,15.520372745520314
1.795,15.530499624613256
1.8050000000000002,15.540389207068335
1.815,15.548994039531454
1.8250000000000002,15.555163493261597
1.835,15.557736444392933
1.845,15.555647504258829
1.855,15.548036250151071
1.865,15.534347594398932
1.875,15.51441150988067
1.885,15.488491872568082
1.895,15.457297066852131
1.905,15.421948927560052
1.915,15.3839111176866
1.925,15.34488262458368
1.935,15.306666136856942
1.945,15.27102412478278
1.955,15.239537089802974
1.9649999999999999,15.213478444297786
1.975,15.193718804106847
1.9849999999999999,15.180669304357895
1.995,15.174269253104418
