wave,fluxNorm
4636.32,0.56192
4636.38,0.5889
4636.44,0.73952
4636.5,0.811
4636.56,0.92433
4636.62,0.95569
4636.68,0.93237
4636.74,0.96511
4636.8,0.95233
4636.86,0.94531
4636.92,0.95111
4636.98,0.92361
4637.04,0.91517
4637.1,0.86978
4637.16,0.83214
4637.22,0.82743
4637.28,0.83424
4637.34,0.82495
4637.4,0.73912
4637.46,0.66768
4637.52,0.51231
4637.58,0.60911
4637.64,0.65921
4637.7,0.79093
4637.76,0.7374
4637.82,0.75219
4637.88,0.65812
4637.94,0.54465
4638.06,0.59346
4638.12,0.70967
4638.18,0.78737
4638.24,0.93278
4638.3,0.98594
4638.36,0.99671
4638.42,0.96539
4638.48,0.89925
4638.54,0.93183
4638.6,0.86964
4638.66,0.84632
4638.72,0.89032
4638.78,0.87616
4638.84,0.87273
4638.9,0.87869
4638.96,0.88261
4639.02,0.90768
4639.08,0.93446
4639.14,0.96565
4639.2,0.96011
4639.26,0.85079
4639.32,0.82794
4639.38,0.84934
4639.44,0.80122
4639.5,0.76091
4639.56,0.78801
4639.62,0.817
4639.68,0.78208
4639.74,0.87105
4639.8,0.84555
4639.86,0.84799
4639.92,0.83804
4639.98,0.81752
4640.04,0.84104
4640.1,0.83564
4640.16,0.81426
4640.22,0.79888
4640.28,0.73979
4640.34,0.79245
4640.4,0.77612
4640.46,0.83972
4640.52,0.85101
4640.58,0.88174
4640.64,0.88253
4640.7,0.92084
4640.76,0.88945
4640.82,0.89755
4640.88,0.82229
4640.94,0.84544
4641.06,0.85648
4641.12,0.79927
4641.18,0.81751
4641.24,0.81738
4641.3,0.85111
4641.36,0.80206
4641.42,0.87558
4641.48,0.98308
4641.54,0.9672
4641.6,0.98387
4641.66,0.9754
4641.72,1.00781
4641.78,1.05396
4641.84,0.98532
4641.9,0.95409
4641.96,0.93565
4642.02,0.9233
4642.08,0.90353
4642.14,0.85693
4642.2,0.76191
4642.26,0.74024
4642.32,0.78875
4642.38,0.86141
4642.44,0.91255
4642.5,0.96736
4642.56,0.92533
4642.62,0.92879
4642.68,0.89394
4642.74,0.91193
4642.8,0.92829
4642.86,0.93198
4642.92,0.94871
4642.98,0.91485
4643.04,0.92977
4643.1,0.93172
4643.16,0.88699
4643.22,0.88666
4643.28,0.88597
4643.34,0.74915
4643.4,0.64867
4643.46,0.50467
4643.52,0.61827
4643.58,0.695
4643.64,0.76427
4643.7,0.82355
4643.76,0.84717
4643.82,0.85461
4643.88,0.88488
4643.94,0.88606
4644.06,0.88774
4644.12,0.894
4644.18,0.87588
4644.24,0.89551
4644.3,0.89149
4644.36,0.87881
4644.42,0.80724
4644.48,0.82114
4644.54,0.85016
4644.6,0.86046
4644.66,0.89389
4644.72,0.8907
4644.78,0.90196
4644.84,0.92887
4644.9,0.92027
4644.96,0.93855
4645.02,0.89626
4645.08,0.9014
4645.14,0.83862
4645.2,0.89613
4645.26,0.79508
4645.32,0.7354
4645.38,0.78945
4645.44,0.83526
4645.5,0.87136
4645.56,0.85258
4645.62,0.85548
4645.68,0.86128
4645.74,0.83786
4645.8,0.79646
4645.86,0.78385
4645.92,0.7797
4645.98,0.75793
4646.04,0.61845
4646.1,0.53654
4646.16,0.42887
4646.22,0.4271
4646.28,0.59737
4646.34,0.6771
4646.4,0.77679
4646.46,0.78634
4646.52,0.84141
4646.58,0.79948
4646.64,0.74541
4646.7,0.71033
4646.76,0.73852
4646.82,0.7735
4646.88,0.79935
4646.94,0.88788
4647.06,0.88554
4647.12,0.88086
4647.18,0.8334
4647.24,0.68401
4647.3,0.62825
4647.36,0.48904
4647.42,0.38671
4647.48,0.44455
4647.54,0.59298
4647.6,0.65009
4647.66,0.81354
4647.72,0.80672
4647.78,0.79964
4647.84,0.80481
4647.9,0.78884
4647.96,0.6682
4648.02,0.67087
4648.08,0.70067
4648.14,0.81475
4648.2,0.87374
4648.26,0.85444
4648.32,0.83359
4648.38,0.87726
4648.44,0.85638
4648.5,0.78949
4648.56,0.66069
4648.62,0.53735
4648.68,0.44154
4648.74,0.46987
4648.8,0.48531
4648.86,0.58286
4648.92,0.50892
4648.98,0.53682
4649.04,0.64972
4649.1,0.77984
4649.16,0.85127
4649.22,0.93653
4649.28,0.98277
4649.34,0.91101
4649.4,0.91048
4649.46,0.84471
4649.52,0.8673
4649.58,0.85255
4649.64,0.78497
4649.7,0.87343
4649.76,0.79659
4649.82,0.78029
4649.88,0.78734
4649.94,0.81882
4650.06,0.87435
4650.12,0.84322
4650.18,0.83716
4650.24,0.86081
4650.3,0.81437
4650.36,0.85722
4650.42,0.93109
4650.48,0.93069
4650.54,0.88505
4650.6,0.941
4650.66,0.94271
4650.72,0.93665
4650.78,0.96303
4650.84,0.94847
4650.9,0.96013
4650.96,0.9709
4651.02,0.91343
4651.08,0.89881
4651.14,0.78907
4651.2,0.65971
4651.26,0.58621
4651.32,0.54336
4651.38,0.6415
4651.44,0.70918
4651.5,0.80659
4651.56,0.88474
4651.62,0.94817
4651.68,0.93618
4651.74,0.94408
4651.8,0.98229
4651.86,0.97408
4651.92,0.89251
4651.98,0.81136
4652.04,0.677
4652.1,0.54517
4652.16,0.49198
4652.22,0.54694
4652.28,0.6683
4652.34,0.75752
4652.4,0.92382
4652.46,0.93607
4652.52,0.96038
4652.58,0.97441
4652.64,0.98728
4652.7,0.9669
4652.76,0.92369
4652.82,0.94029
4652.88,0.97865
4652.94,0.99265
4653.06,0.97216
4653.12,0.90719
4653.18,0.92536
4653.24,0.92829
4653.3,0.9139
4653.36,0.87126
4653.42,0.81655
4653.48,0.90073
4653.54,0.90399
4653.6,0.92888
4653.66,0.96053
4653.72,0.98365
4653.78,0.9189
4653.84,0.94825
4653.9,0.97044
4653.96,0.94103
4654.02,0.91027
4654.08,0.88821
4654.14,0.851
4654.2,0.78559
4654.26,0.76244
4654.32,0.70734
4654.38,0.64207
4654.44,0.47303
4654.5,0.36225
4654.56,0.29823
4654.62,0.34549
4654.68,0.391
4654.74,0.58675
4654.8,0.7078
4654.86,0.85451
4654.92,0.87519
4654.98,0.95097
4655.04,0.93338
4655.1,0.92887
4655.16,0.91247
4655.22,0.90038
4655.28,0.91448
4655.34,0.86666
4655.4,0.84898
4655.46,0.73302
4655.52,0.77389
4655.58,0.68392
4655.64,0.645
4655.7,0.60353
4655.76,0.5815
4655.82,0.57502
4655.88,0.72324
4655.94,0.7562
4656.06,0.88223
4656.12,0.81521
4656.18,0.82908
4656.24,0.82766
4656.3,0.82437
4656.36,0.79292
4656.42,0.721
4656.48,0.64423
4656.54,0.63956
4656.6,0.70743
4656.66,0.7775
4656.72,0.77098
4656.78,0.70677
4656.84,0.62981
4656.9,0.48896
4656.96,0.39817
4657.02,0.27906
4657.08,0.36066
4657.14,0.30418
4657.2,0.37479
4657.26,0.51043
4657.32,0.81013
4657.38,0.77147
4657.44,0.83648
4657.5,0.79432
4657.56,0.88805
4657.62,0.89661
4657.68,0.87171
4657.74,0.96342
4657.8,0.97314
4657.86,0.99352
4657.92,1.0029
4657.98,0.92295
4658.04,1.00761
4658.1,1.01087
4658.16,0.95301
4658.22,0.89209
4658.28,0.88494
4658.34,0.82494
4658.4,0.89993
4658.46,0.86709
4658.52,0.90967
4658.58,0.92495
4658.64,0.89222
4658.7,0.97955
4658.76,0.96262
4658.82,0.88919
4658.88,0.95762
4658.94,1.00774
4659.06,1.01524
4659.12,0.9694
4659.18,0.95567
4659.24,1.00124
4659.3,0.93463
4659.36,0.91833
4659.42,0.90749
4659.48,0.92106
4659.54,0.94819
4659.6,0.95125
4659.66,0.97029
4659.72,0.99834
4659.78,0.97677
4659.84,1.00265
4659.9,0.94848
4659.96,0.97163
4660.02,0.97917
4660.08,0.95648
4660.14,0.92319
4660.2,0.96001
4660.26,0.92675
4660.32,0.92151
4660.38,0.84738
4660.44,0.76506
4660.5,0.81785
4660.56,0.78794
4660.62,0.77596
4660.68,0.84541
4660.74,0.75989
4660.8,0.80829
4660.86,0.75597
4660.92,0.81172
4660.98,0.86233
4661.04,0.9111
4661.1,0.96517
4661.16,0.93533
4661.22,0.88571
4661.28,0.84659
4661.34,0.8508
4661.4,0.83908
4661.46,0.76798
4661.52,0.7284
4661.58,0.80526
4661.64,0.86341
4661.7,0.82567
4661.76,0.88238
4661.82,0.81586
4661.88,0.74443
4661.94,0.7419
4662.06,0.79307
4662.12,0.84078
4662.18,0.87684
4662.24,0.94438
4662.3,0.91211
4662.36,0.90289
4662.42,0.77351
4662.48,0.66072
4662.54,0.66293
4662.6,0.68344
4662.66,0.57027
4662.72,0.58545
4662.78,0.61811
4662.84,0.72905
4662.9,0.78651
4662.96,0.84453
4663.02,0.85378
4663.08,0.86043
4663.14,0.81298
4663.2,0.78081
4663.26,0.72565
4663.32,0.69243
4663.38,0.67
4663.44,0.67412
4663.5,0.66773
4663.56,0.66394
4663.62,0.53529
4663.68,0.44447
4663.74,0.44217
4663.8,0.53736
4663.86,0.65031
4663.92,0.78199
4663.98,0.90425
4664.04,0.89642
4664.1,0.92984
4664.16,0.92167
4664.22,0.9251
4664.28,0.87801
4664.34,0.91788
4664.4,0.93316
4664.46,0.86437
4664.52,0.86111
4664.58,0.85617
4664.64,0.80043
4664.7,0.68534
4664.76,0.68995
4664.82,0.66575
4664.88,0.75436
4664.94,0.79591
4665.06,0.88636
4665.12,0.9377
4665.18,0.91146
4665.24,0.90059
4665.3,0.92416
4665.36,0.84945
4665.42,0.90358
4665.48,0.88323
4665.54,0.88481
4665.6,0.84543
4665.66,0.76192
4665.72,0.71642
4665.78,0.71948
4665.84,0.67562
4665.9,0.68342
4665.96,0.70729
4666.02,0.73387
4666.08,0.69672
4666.14,0.73782
4666.2,0.76436
4666.26,0.79258
4666.32,0.82929
4666.38,0.75375
4666.44,0.71523
4666.5,0.59267
4666.56,0.53679
4666.62,0.42111
4666.68,0.35983
4666.74,0.3573
4666.8,0.41097
4666.86,0.4764
4666.92,0.51897
4666.98,0.62204
4667.04,0.7007
4667.1,0.6955
4667.16,0.68229
4667.22,0.62098
4667.28,0.57548
4667.34,0.5032
4667.4,0.45891
4667.46,0.37379
4667.52,0.40369
4667.58,0.43336
4667.64,0.55364
4667.7,0.58696
4667.76,0.63797
4667.82,0.70086
4667.88,0.69823
4667.94,0.67211
4668.06,0.47142
4668.12,0.44363
4668.18,0.45344
4668.24,0.59246
4668.3,0.73566
4668.36,0.81297
4668.42,0.78703
4668.48,0.66371
4668.54,0.61073
4668.6,0.63981
4668.66,0.68215
4668.72,0.76424
4668.78,0.86467
4668.84,0.84501
4668.9,0.82999
4668.96,0.87092
4669.02,0.78791
4669.08,0.69328
4669.14,0.61326
4669.2,0.55482
4669.26,0.58053
4669.32,0.60879
4669.38,0.63042
4669.44,0.68287
4669.5,0.70753
4669.56,0.71932
4669.62,0.7777
4669.68,0.74375
4669.74,0.81942
4669.8,0.83779
4669.86,0.84381
4669.92,0.81187
4669.98,0.76568
4670.04,0.62284
4670.1,0.47806
4670.16,0.37125
4670.22,0.31623
4670.28,0.30434
4670.34,0.22818
4670.4,0.32061
4670.46,0.33868
4670.52,0.47368
4670.58,0.61207
4670.64,0.80541
4670.7,0.93956
4670.76,0.89352
4670.82,0.89533
4670.88,0.9681
4670.94,0.98809
4671.06,0.92849
4671.12,1.02266
4671.18,0.97857
4671.24,0.94268
4671.3,0.86797
4671.36,0.95756
4671.42,0.84258
4671.48,0.78088
4671.54,0.81311
4671.6,0.80725
4671.66,0.80004
4671.72,0.85045
4671.78,0.90474
4671.84,0.86352
4671.9,0.85163
4671.96,0.90151
4672.02,0.87257
4672.08,0.91837
4672.14,0.88808
4672.2,0.84705
4672.26,0.79467
4672.32,0.70728
4672.38,0.75127
4672.44,0.78946
4672.5,0.8726
4672.56,0.9429
4672.62,0.96308
4672.68,0.93832
4672.74,0.92627
4672.8,0.86565
4672.86,0.76164
4672.92,0.78416
4672.98,0.78399
4673.04,0.73003
4673.1,0.64202
4673.16,0.56234
4673.22,0.52134
4673.28,0.57936
4673.34,0.73977
4673.4,0.82976
4673.46,0.90657
4673.52,0.91862
4673.58,0.91773
4673.64,0.89626
4673.7,0.93268
4673.76,0.90318
4673.82,0.88787
4673.88,0.90163
4673.94,0.93831
4674.06,0.8121
4674.12,0.79488
4674.18,0.7884
4674.24,0.7907
4674.3,0.8093
4674.36,0.87212
4674.42,0.88272
4674.48,0.82046
4674.54,0.77256
4674.6,0.72834
4674.66,0.72551
4674.72,0.70038
4674.78,0.81029
4674.84,0.8579
4674.9,0.87706
4674.96,0.94508
4675.02,0.90458
4675.08,0.89645
4675.14,0.79547
4675.2,0.86981
4675.26,0.93625
4675.32,0.91637
4675.38,0.89757
4675.44,0.91666
4675.5,0.89243
4675.56,0.78875
4675.62,0.80416
4675.68,0.79474
4675.74,0.85743
4675.8,0.89489
4675.86,0.90306
4675.92,0.93121
4675.98,0.94737
4676.04,0.93944
4676.1,0.88393
4676.16,0.96094
4676.22,0.94675
4676.28,0.90846
4676.34,0.92808
4676.4,0.91474
4676.46,0.94424
4676.52,0.95922
4676.58,0.96926
4676.64,0.90246
4676.7,0.96172
4676.76,0.89311
4676.82,0.87727
4676.88,0.78887
4676.94,0.77823
4677.06,0.87269
4677.12,0.90864
4677.18,0.93564
4677.24,0.94726
4677.3,0.90966
4677.36,0.92217
4677.42,0.89218
4677.48,0.86982
4677.54,0.85972
4677.6,0.87621
4677.66,0.84029
4677.72,0.86409
4677.78,0.90018
4677.84,0.88404
4677.9,0.92596
4677.96,0.85807
4678.02,0.82231
4678.08,0.78066
4678.14,0.69898
4678.2,0.63059
4678.26,0.67448
4678.32,0.76779
4678.38,0.88404
4678.44,0.86837
4678.5,0.84904
4678.56,0.82135
4678.62,0.78013
4678.68,0.71211
4678.74,0.62279
4678.8,0.5227
4678.86,0.45056
4678.92,0.48151
4678.98,0.57379
4679.04,0.65215
4679.1,0.68251
4679.16,0.6727
4679.22,0.68768
4679.28,0.75408
4679.34,0.81134
4679.4,0.88788
4679.46,0.91649
4679.52,1.03781
4679.58,1.01269
4679.64,0.98425
4679.7,1.02435
4679.76,1.03103
4679.82,0.99955
4679.88,0.93532
4679.94,0.93137
4680.06,0.70956
4680.12,0.59334
4680.18,0.53537
4680.24,0.61929
4680.3,0.62742
4680.36,0.62001
4680.42,0.67977
4680.48,0.65873
4680.54,0.66432
4680.6,0.68763
4680.66,0.77386
4680.72,0.77192
4680.78,0.73652
4680.84,0.76912
4680.9,0.78591
4680.96,0.86946
4681.02,0.89458
4681.08,0.93969
4681.14,0.95437
4681.2,0.93952
4681.26,1.00349
4681.32,0.91967
4681.38,0.93231
4681.44,0.82192
4681.5,0.9033
4681.56,0.87795
4681.62,0.9862
4681.68,0.8768
4681.74,0.88095
4681.8,0.81688
4681.86,0.69404
4681.92,0.61016
4681.98,0.56044
4682.04,0.55547
4682.1,0.55975
4682.16,0.59847
4682.22,0.52587
4682.28,0.47353
4682.34,0.51023
4682.4,0.53371
4682.46,0.63751
4682.52,0.71946
4682.58,0.82948
4682.64,0.87317
4682.7,0.83643
4682.76,0.93595
4682.82,0.90793
4682.88,0.92219
4682.94,0.97177
4683.06,0.97085
4683.12,0.94523
4683.18,0.9528
4683.24,0.9341
4683.3,0.88528
4683.36,0.89032
4683.42,0.86355
4683.48,0.77189
4683.54,0.70009
4683.6,0.67741
4683.66,0.77927
4683.72,0.82799
4683.78,0.88126
4683.84,0.92429
4683.9,0.94858
4683.96,0.91576
4684.02,0.92745
4684.08,0.88231
4684.14,0.87339
4684.2,0.87536
4684.26,0.86338
4684.32,0.81781
4684.38,0.85307
4684.44,0.83536
4684.5,0.80593
4684.56,0.72859
4684.62,0.7654
4684.68,0.77774
4684.74,0.77965
4684.8,0.80918
4684.86,0.85781
4684.92,0.81287
4684.98,0.87071
4685.04,0.80944
4685.1,0.7863
4685.16,0.67256
4685.22,0.6876
4685.28,0.64918
4685.34,0.72085
4685.4,0.84543
4685.46,0.90294
4685.52,0.97632
4685.58,0.95522
4685.64,0.96223
4685.7,0.97625
4685.76,0.98856
4685.82,0.97283
4685.88,0.96249
4685.94,0.88898
4686.06,0.85895
4686.12,0.76081
4686.18,0.68407
4686.24,0.6978
4686.3,0.70662
4686.36,0.82583
4686.42,0.87142
4686.48,0.9718
4686.54,0.95076
4686.6,0.94135
4686.66,0.89934
4686.72,0.95116
4686.78,0.89858
4686.84,0.95089
4686.9,0.95873
4686.96,0.94747
4687.02,0.98733
4687.08,0.89562
4687.14,0.86895
4687.2,0.8939
4687.26,0.80288
4687.32,0.75659
4687.38,0.76344
4687.44,0.83705
4687.5,0.89894
4687.56,0.95089
4687.62,0.9176
4687.68,0.95813
4687.74,0.91642
4687.8,0.95915
4687.86,0.91553
4687.92,0.93231
4687.98,0.93966
4688.04,0.83753
4688.1,0.77607
4688.16,0.81831
4688.22,0.82785
4688.28,0.784
4688.34,0.82647
4688.4,0.83799
4688.46,0.82716
4688.52,0.86462
4688.58,0.87555
4688.64,0.80609
4688.7,0.81919
4688.76,0.87173
4688.82,0.90047
4688.88,0.92855
4688.94,0.90143
4689.06,0.94096
4689.12,0.89872
4689.18,0.92015
4689.24,0.90136
4689.3,0.85843
4689.36,0.78047
4689.42,0.76615
4689.48,0.71414
4689.54,0.74712
4689.6,0.85583
4689.66,0.86336
4689.72,0.85869
4689.78,0.99514
4689.84,0.99649
4689.9,0.88403
4689.96,0.88558
4690.02,0.84595
4690.08,0.75469
4690.14,0.65912
4690.2,0.77842
4690.26,0.79149
4690.32,0.85049
4690.38,0.85529
4690.44,0.83129
4690.5,0.82296
4690.56,0.96613
4690.62,0.90717
4690.68,0.9868
4690.74,0.94855
4690.8,0.96926
4690.86,0.98976
4690.92,0.98351
4690.98,0.92452
4691.04,0.92386
4691.1,0.83836
4691.16,0.84534
4691.22,0.7402
4691.28,0.65006
4691.34,0.44198
4691.4,0.42868
4691.46,0.50192
4691.52,0.54613
4691.58,0.59064
4691.64,0.68311
4691.7,0.75948
4691.76,0.89775
4691.82,0.88994
4691.88,0.92115
4691.94,0.89662
4692.06,0.91374
4692.12,0.9012
4692.18,0.91848
4692.24,0.92793
4692.3,0.93257
4692.36,0.93886
4692.42,0.89228
4692.48,0.85728
4692.54,0.77518
4692.6,0.80461
4692.66,0.81277
4692.72,0.80981
4692.78,0.82406
4692.84,0.86353
4692.9,0.9273
4692.96,0.88723
4693.02,0.91149
4693.08,0.89796
4693.14,0.87436
4693.2,0.86462
4693.26,0.90251
4693.32,0.97825
4693.38,0.96801
4693.44,0.94754
4693.5,0.95451
4693.56,0.97308
4693.62,0.90342
4693.68,0.84519
4693.74,0.91761
4693.8,0.88094
4693.86,0.85948
4693.92,0.84292
4693.98,0.8207
4694.04,0.77563
4694.1,0.73145
4694.16,0.77533
4694.22,0.83952
4694.28,0.89729
4694.34,0.93522
4694.4,0.90519
4694.46,0.93943
4694.52,0.90381
4694.58,0.96155
4694.64,0.88123
4694.7,0.88133
4694.76,0.88465
4694.82,0.78955
4694.88,0.7904
4694.94,0.83224
4695.06,0.8544
4695.12,0.84906
4695.18,0.86588
4695.24,0.95575
4695.3,0.8644
4695.36,0.85742
4695.42,0.8408
4695.48,0.82723
4695.54,0.85535
4695.6,0.91295
4695.66,0.87477
4695.72,0.90383
4695.78,0.90864
4695.84,0.91272
4695.9,0.9484
4695.96,0.93365
4696.02,1.00176
4696.08,0.90495
4696.14,0.90732
4696.2,0.87364
4696.26,0.83052
4696.32,0.8108
4696.38,0.91969
4696.44,0.92206
4696.5,0.9695
4696.56,0.98793
4696.62,0.97545
4696.68,0.92512
4696.74,0.95991
4696.8,0.96716
4696.86,0.90619
4696.92,0.89707
4696.98,0.90007
4697.04,0.83789
4697.1,0.85227
4697.16,0.87923
4697.22,0.90461
4697.28,0.85296
4697.34,0.87706
4697.4,0.84463
4697.46,0.86106
4697.52,0.8361
4697.58,0.82027
4697.64,0.82636
4697.7,0.87393
4697.76,0.93212
4697.82,0.95263
4697.88,0.9206
4697.94,0.94634
4698.06,0.95608
4698.12,0.86006
4698.18,0.76954
4698.24,0.63362
4698.3,0.60426
4698.36,0.55367
4698.42,0.56127
4698.48,0.56739
4698.54,0.53994
4698.6,0.45626
4698.66,0.50785
4698.72,0.54037
4698.78,0.61325
4698.84,0.77325
4698.9,0.82138
4698.96,0.97257
4699.02,0.87737
4699.08,0.95061
4699.14,0.88649
4699.2,0.83375
4699.26,0.71528
4699.32,0.65699
4699.38,0.69813
4699.44,0.74007
4699.5,0.83036
4699.56,0.85149
4699.62,0.91157
4699.68,0.91193
4699.74,0.90268
4699.8,0.92987
4699.86,0.98651
4699.92,0.93187
4699.98,0.91854
4700.04,0.84352
4700.1,0.76525
4700.16,0.68901
4700.22,0.71508
4700.28,0.79398
4700.34,0.86478
4700.4,0.91149
4700.46,0.9737
4700.52,0.95017
4700.58,0.95389
4700.64,0.9761
4700.7,0.94664
4700.76,1.01419
4700.82,0.97054
4700.88,0.94388
4700.94,0.8393
4701.06,0.79427
4701.12,0.79611
4701.18,0.84276
4701.24,0.83558
4701.3,0.75885
4701.36,0.68673
4701.42,0.68044
4701.48,0.6393
4701.54,0.65184
4701.6,0.69371
4701.66,0.79176
4701.72,0.84446
4701.78,0.89002
4701.84,0.94374
4701.9,0.91579
4701.96,0.9017
4702.02,0.92425
4702.08,0.93139
4702.14,0.95588
4702.2,0.97783
4702.26,0.9095
4702.32,0.90766
4702.38,0.94492
4702.44,0.90117
4702.5,0.98172
4702.56,0.92194
4702.62,0.89992
4702.68,0.84208
4702.74,0.79873
4702.8,0.67872
4702.86,0.57362
4702.92,0.4413
4702.98,0.35108
4703.04,0.3543
4703.1,0.46112
4703.16,0.60637
4703.22,0.77391
4703.28,0.80903
4703.34,0.91588
4703.4,0.90254
4703.46,0.9191
4703.52,0.82555
4703.58,0.80682
4703.64,0.74794
4703.7,0.77335
4703.76,0.71137
4703.82,0.6695
4703.88,0.69728
4703.94,0.80616
4704.06,0.9394
4704.12,0.9452
4704.18,0.98726
4704.24,0.95151
4704.3,0.86554
4704.36,0.8269
4704.42,0.8136
4704.48,0.79935
4704.54,0.8078
4704.6,0.91277
4704.66,0.90052
4704.72,0.94967
4704.78,0.94098
4704.84,0.82265
4704.9,0.71337
4704.96,0.68743
4705.02,0.67644
4705.08,0.78831
4705.14,0.83894
4705.2,0.87583
4705.26,0.89901
4705.32,0.90246
4705.38,0.86527
4705.44,0.83275
4705.5,0.80174
4705.56,0.89183
4705.62,0.91506
4705.68,0.96078
4705.74,0.96157
4705.8,0.94623
4705.86,0.94804
4705.92,0.954
4705.98,0.9568
4706.04,0.94284
4706.1,0.91651
4706.16,0.97901
4706.22,1.01282
4706.28,0.95261
4706.34,0.97687
4706.4,0.89932
4706.46,0.82754
4706.52,0.731
4706.58,0.67639
4706.64,0.77329
4706.7,0.82852
4706.76,0.86321
4706.82,0.93681
4706.88,0.95412
4706.94,0.94721
4707.06,0.80933
4707.12,0.71707
4707.18,0.58038
4707.24,0.47834
4707.3,0.44201
4707.36,0.47156
4707.42,0.4949
4707.48,0.56313
4707.54,0.65348
4707.6,0.72839
4707.66,0.84461
4707.72,0.89085
4707.78,0.93756
4707.84,0.86758
4707.9,0.84721
4707.96,0.72684
4708.02,0.65535
4708.08,0.73257
4708.14,0.81423
4708.2,0.87916
4708.26,0.97899
4708.32,0.90204
4708.38,0.8709
4708.44,0.7716
4708.5,0.66163
4708.56,0.5335
4708.62,0.4396
4708.68,0.40171
4708.74,0.49473
4708.8,0.5644
4708.86,0.68194
4708.92,0.68161
4708.98,0.6197
4709.04,0.54357
4709.1,0.54308
4709.16,0.6457
4709.22,0.76146
4709.28,0.8258
4709.34,0.89515
4709.4,0.92922
4709.46,0.90028
4709.52,0.94231
4709.58,0.81744
4709.64,0.74131
4709.7,0.6351
4709.76,0.66469
4709.82,0.76616
4709.88,0.85111
4709.94,0.89175
4710.06,0.84959
4710.12,0.70434
4710.18,0.62061
4710.24,0.5379
4710.3,0.51763
4710.36,0.59724
4710.42,0.69967
4710.48,0.849
4710.54,0.94296
4710.6,0.95892
4710.66,0.94457
4710.72,0.94958
4710.78,1.0159
4710.84,1.0153
4710.9,0.91439
4710.96,0.95813
4711.02,0.92107
4711.08,0.96629
4711.14,1.00157
4711.2,0.97873
4711.26,1.03412
4711.32,0.98538
4711.38,0.93624
4711.44,0.88509
4711.5,0.89566
4711.56,0.81617
4711.62,0.80179
4711.68,0.87209
4711.74,0.89184
4711.8,0.93716
4711.86,0.94091
4711.92,0.91435
4711.98,0.85675
4712.04,0.84023
4712.1,0.77842
4712.16,0.83924
4712.22,0.81903
4712.28,0.84773
4712.34,0.87992
4712.4,0.8816
4712.46,0.8758
4712.52,0.88867
4712.58,0.8522
4712.64,0.83278
4712.7,0.85566
4712.76,0.86981
4712.82,0.86138
4712.88,0.86076
4712.94,0.78845
4713.06,0.67799
4713.12,0.70663
4713.18,0.67898
4713.24,0.7507
4713.3,0.7948
4713.36,0.82741
4713.42,0.88672
4713.48,0.90472
4713.54,0.98039
4713.6,0.9743
4713.66,0.92615
4713.72,0.89287
4713.78,0.89073
4713.84,0.86753
4713.9,0.80259
4713.96,0.72528
4714.02,0.7131
4714.08,0.67716
4714.14,0.62375
4714.2,0.63912
4714.26,0.58613
4714.32,0.47143
4714.38,0.4111
4714.44,0.35426
4714.5,0.4713
4714.56,0.56766
4714.62,0.65718
4714.68,0.7781
4714.74,0.86597
4714.8,0.8743
4714.86,0.82207
4714.92,0.81325
4714.98,0.78639
4715.04,0.77514
4715.1,0.81779
4715.16,0.8583
4715.22,0.80913
4715.28,0.83204
4715.34,0.82924
4715.4,0.92373
4715.46,0.91063
4715.52,0.82638
4715.58,0.76207
4715.64,0.68347
4715.7,0.58059
4715.76,0.54281
4715.82,0.56522
4715.88,0.68729
4715.94,0.7854
4716.06,0.88123
4716.12,0.95255
4716.18,1.00406
4716.24,0.9594
4716.3,0.92224
4716.36,0.93757
4716.42,0.91503
4716.48,0.87856
4716.54,0.92563
4716.6,0.93912
4716.66,0.91825
4716.72,0.93191
4716.78,0.96798
4716.84,0.96196
4716.9,0.86842
4716.96,0.90574
4717.02,0.91193
4717.08,0.89317
4717.14,0.88465
4717.2,0.89363
4717.26,0.84604
4717.32,0.93177
4717.38,0.88102
4717.44,0.85473
4717.5,0.84094
4717.56,0.79687
4717.62,0.75395
4717.68,0.81303
4717.74,0.82323
4717.8,0.83037
4717.86,0.78801
4717.92,0.92064
4717.98,0.98071
4718.04,0.92726
4718.1,0.91676
4718.16,0.8794
4718.22,0.91913
4718.28,0.80328
4718.34,0.73124
4718.4,0.66532
4718.46,0.67806
4718.52,0.77201
4718.58,0.81967
4718.64,0.90145
4718.7,0.91188
4718.76,0.98718
4718.82,0.96404
4718.88,0.96204
4718.94,0.93541
4719.06,0.99991
4719.12,1.01762
4719.18,0.95167
4719.24,0.9437
4719.3,0.90085
4719.36,0.81338
4719.42,0.70102
4719.48,0.6095
4719.54,0.57589
4719.6,0.67709
4719.66,0.70596
4719.72,0.7828
4719.78,0.82591
4719.84,0.7358
4719.9,0.7747
4719.96,0.81433
4720.02,0.79636
4720.08,0.76029
4720.14,0.76322
4720.2,0.77983
4720.26,0.81827
4720.32,0.95666
4720.38,0.9667
4720.44,0.99644
4720.5,0.9691
4720.56,0.97446
4720.62,0.97515
4720.68,0.9457
4720.74,0.94981
4720.8,0.91042
4720.86,0.83107
4720.92,0.7797
4720.98,0.71128
4721.04,0.69262
4721.1,0.76429
4721.16,0.82267
4721.22,0.82343
4721.28,0.91982
4721.34,0.92927
4721.4,0.93937
4721.46,0.95707
4721.52,0.95754
4721.58,0.95905
4721.64,0.96115
4721.7,0.98001
4721.76,0.96316
4721.82,0.90297
4721.88,0.8977
4721.94,0.81395
