wavelength,flux,error
3608.27880859375,557.7327880859375,21.040210723876953
3609.10888671875,628.2774658203125,21.567676544189453
3609.939208984375,587.38134765625,20.944738388061523
3610.771728515625,532.7030029296875,20.290983200073242
3611.602294921875,611.5399780273438,20.990474700927734
3612.43505859375,603.5481567382812,21.01337242126465
3613.26611328125,576.8283081054688,20.599191665649414
3614.099365234375,583.374755859375,20.455690383911133
3614.9306640625,607.3585815429688,20.959278106689453
3615.762451171875,619.9848022460938,21.048351287841797
3616.59619140625,620.283447265625,20.940738677978516
3617.42822265625,577.6016235351562,20.120906829833984
3618.262451171875,563.5621948242188,19.906217575073242
3619.0947265625,596.5274658203125,20.274703979492188
3619.92919921875,596.97119140625,19.7895450592041
3620.761962890625,516.1986694335938,19.068103790283203
3621.596923828125,583.29248046875,19.669111251831055
3622.43017578125,607.5597534179688,20.074203491210938
3623.263427734375,580.2860107421875,19.779277801513672
3624.098876953125,583.9763793945312,19.822900772094727
3624.9326171875,612.09716796875,19.995227813720703
3625.7685546875,581.8201293945312,19.8682918548584
3626.602783203125,603.4349975585938,20.004411697387695
3627.43896484375,594.9806518554688,19.73835563659668
3628.2734375,588.0496215820312,20.014781951904297
3629.108154296875,588.5469970703125,19.45293617248535
3629.945068359375,583.4644165039062,19.490619659423828
3630.780029296875,573.7379760742188,19.073884963989258
3631.617431640625,557.310546875,18.656496047973633
3632.452880859375,549.9960327148438,18.38797950744629
3633.290283203125,559.313232421875,18.423730850219727
3634.126220703125,554.4608154296875,18.2146053314209
3634.962158203125,532.4337768554688,17.92035484313965
3635.800537109375,539.5092163085938,18.023523330688477
3636.636962890625,570.179931640625,18.555837631225586
3637.4755859375,567.7346801757812,18.42046356201172
3638.312255859375,558.310302734375,18.55821418762207
3639.1513671875,570.102294921875,18.60053253173828
3639.988525390625,600.1283569335938,19.264171600341797
3640.825927734375,615.8446655273438,19.404525756835938
3641.665283203125,594.38671875,19.25979232788086
3642.503173828125,603.6957397460938,19.037321090698242
3643.343017578125,590.4823608398438,18.95815658569336
3644.18115234375,576.4583129882812,18.408315658569336
3645.021484375,578.6073608398438,18.429834365844727
3645.860107421875,563.1372680664062,18.138324737548828
3646.698974609375,580.1109619140625,18.059858322143555
3647.539794921875,563.2183227539062,17.97425079345703
3648.37890625,554.8480834960938,17.498273849487305
3649.22021484375,555.2333374023438,17.70616340637207
3650.0595703125,552.177001953125,17.447351455688477
3650.9013671875,562.0233154296875,17.647310256958008
3651.7412109375,577.3256225585938,17.688756942749023
3652.581298828125,558.9483032226562,17.411832809448242
3653.423583984375,556.473876953125,17.229206085205078
3654.26416015625,570.8155517578125,17.503662109375
3655.106689453125,586.7796020507812,17.699432373046875
3655.947509765625,598.108642578125,17.76738739013672
3656.790771484375,559.4938354492188,17.524417877197266
3657.6318359375,588.93701171875,17.572307586669922
3658.473388671875,581.2180786132812,17.44159698486328
3659.31689453125,555.27001953125,17.04753303527832
3660.15869140625,554.83203125,16.579877853393555
3661.0029296875,547.7313842773438,16.547414779663086
3661.844970703125,554.7456665039062,16.394987106323242
3662.689453125,522.6127319335938,15.961976051330566
3663.531982421875,525.3243408203125,15.987881660461426
3664.374755859375,561.1016235351562,16.455034255981445
3665.2197265625,565.5709838867188,16.460010528564453
3666.06298828125,531.6809692382812,16.346324920654297
3666.908447265625,604.7308349609375,16.928625106811523
3667.751953125,581.4517822265625,16.956159591674805
3668.59765625,566.1569213867188,16.46422576904297
3669.441650390625,571.6156616210938,16.432907104492188
3670.285888671875,561.7843627929688,16.188758850097656
3671.132080078125,549.5397338867188,15.883954048156738
3671.976806640625,521.6370239257812,15.394224166870117
3672.823486328125,512.9922485351562,15.378255844116211
3673.66845703125,551.3003540039062,15.569450378417969
3674.515625,559.3458862304688,15.802639961242676
3675.36083984375,524.9476318359375,15.26061725616455
3676.206298828125,541.5990600585938,15.407486915588379
3677.05419921875,537.5651245117188,15.290261268615723
3677.89990234375,515.713134765625,15.033259391784668
3678.748046875,525.1212768554688,14.926581382751465
3679.594482421875,534.8701782226562,15.1131010055542
3680.44287109375,522.7509155273438,14.839875221252441
3681.28955078125,523.1831665039062,14.786596298217773
3682.136474609375,515.3359375,14.618871688842773
3682.985595703125,518.36962890625,14.62115478515625
3683.832763671875,523.5767822265625,14.667612075805664
3684.682373046875,524.4883422851562,14.694435119628906
3685.530029296875,527.122314453125,14.693937301635742
3686.3798828125,537.1251831054688,14.879955291748047
3687.227783203125,530.1251831054688,14.625165939331055
3688.078125,498.8874206542969,14.388409614562988
3688.926513671875,522.9561157226562,14.28361701965332
3689.775146484375,530.6273803710938,14.491409301757812
3690.6259765625,489.59246826171875,13.692543029785156
3691.47509765625,496.2970886230469,13.756682395935059
3692.326416015625,501.5252380371094,13.886886596679688
3693.17578125,516.4933471679688,14.041265487670898
3694.02734375,528.1821899414062,14.363740921020508
3694.877197265625,533.79296875,14.326148986816406
3695.727294921875,533.2708129882812,14.362737655639648
3696.579345703125,523.298095703125,14.121295928955078
3697.429931640625,516.88818359375,13.984654426574707
3698.282470703125,514.6600952148438,14.009071350097656
3699.13330078125,526.1419067382812,14.10187816619873
3699.986328125,538.9821166992188,14.252554893493652
3700.83740234375,530.7803955078125,14.126845359802246
3701.688720703125,503.1110534667969,13.670391082763672
3702.54248046875,510.1868896484375,13.712900161743164
3703.394287109375,521.4935302734375,13.908720016479492
3704.248291015625,521.4846801757812,13.923874855041504
3705.100341796875,516.8056640625,13.789656639099121
3705.954833984375,512.3507690429688,13.690903663635254
3706.807373046875,500.39727783203125,13.41286849975586
