wavelength,flux,error
3821.202392578125,4.783051490783691,3.054076910018921
3822.08154296875,10.467585563659668,3.304614782333374
3822.962890625,14.206241607666016,3.4528744220733643
3823.84228515625,16.48886489868164,3.4465548992156982
3824.72412109375,8.718986511230469,3.199100971221924
3825.60400390625,11.517334938049316,3.187546730041504
3826.484130859375,7.284221649169922,3.071641445159912
3827.366455078125,10.273916244506836,3.0766849517822266
3828.246826171875,14.334959030151367,3.222804546356201
3829.129638671875,10.382206916809082,3.312526226043701
3830.010498046875,10.33863639831543,3.513554811477661
3830.893798828125,11.730530738830566,3.6312296390533447
3831.775146484375,7.489258289337158,3.5416524410247803
3832.656494140625,12.626877784729004,3.4741148948669434
3833.540283203125,10.878417015075684,3.2956457138061523
3834.42236328125,9.358051300048828,3.2517759799957275
3835.306396484375,11.893403053283691,3.2223753929138184
3836.188720703125,10.963156700134277,3.1475656032562256
3837.073486328125,10.122842788696289,3.1254281997680664
3837.9560546875,10.423660278320312,3.183511734008789
3838.839111328125,8.170636177062988,3.1758055686950684
3839.724365234375,12.224225044250488,3.245999813079834
3840.607666015625,14.613897323608398,3.3414385318756104
3841.4931640625,16.985166549682617,3.455030679702759
3842.376953125,11.238354682922363,3.411984443664551
3843.262939453125,8.172269821166992,3.356539487838745
3844.147216796875,7.444599628448486,3.3283495903015137
3845.031494140625,9.78795051574707,3.2776904106140137
3845.918212890625,9.5015287399292,3.2263948917388916
3846.802978515625,5.908653736114502,3.0922000408172607
3847.68994140625,6.672844886779785,3.0373101234436035
3848.5751953125,7.2541704177856445,2.90972900390625
3849.462646484375,8.913036346435547,2.855701446533203
3850.34814453125,5.852480888366699,2.7778234481811523
3851.23388671875,9.521565437316895,2.914642095565796
3852.1220703125,9.008980751037598,2.881175994873047
3853.00830078125,10.139191627502441,2.9070985317230225
3853.896728515625,7.442955017089844,2.830112934112549
3854.783203125,7.99324893951416,2.7374346256256104
3855.672119140625,12.381440162658691,2.7569119930267334
3856.55908203125,8.651092529296875,2.6227543354034424
3857.4462890625,8.999354362487793,2.6045138835906982
3858.3359375,2.6077685356140137,2.461153030395508
3859.223388671875,7.281283855438232,2.5375614166259766
3860.113525390625,9.770410537719727,2.5969109535217285
3861.00146484375,6.008862495422363,2.5370891094207764
3861.891845703125,5.618536949157715,2.540604829788208
3862.7802734375,1.794386625289917,2.5386056900024414
3863.668701171875,4.746158123016357,2.6844098567962646
3864.559814453125,13.123811721801758,2.9592034816741943
3865.44873046875,8.007497787475586,2.8884634971618652
3866.340087890625,8.616957664489746,2.825061082839966
3867.229736328125,11.895910263061523,2.9657859802246094
3868.121337890625,7.507176876068115,2.8397979736328125
3869.01123046875,10.210183143615723,2.8095643520355225
3869.9013671875,12.179606437683105,2.803877830505371
3870.793701171875,9.676794052124023,2.697859287261963
3871.68408203125,7.35310173034668,2.6327197551727295
3872.576904296875,5.472315788269043,2.606278657913208
3873.4677734375,4.325787544250488,2.6882317066192627
3874.361083984375,7.039051532745361,2.8066372871398926
3875.25244140625,9.202227592468262,2.8805465698242188
3876.143798828125,7.085178375244141,2.7985286712646484
3877.03759765625,6.051517486572266,2.649031400680542
3877.9296875,9.438258171081543,2.6838438510894775
3878.82373046875,11.553231239318848,2.686452627182007
3879.716064453125,11.914704322814941,2.7289822101593018
3880.61083984375,12.415908813476562,2.7271077632904053
3881.503662109375,11.352078437805176,2.6778571605682373
3882.396484375,8.836602210998535,2.6340575218200684
3883.291748046875,9.571211814880371,2.6185338497161865
3884.18505859375,12.994583129882812,2.751603603363037
3885.080810546875,12.862529754638672,2.724586248397827
3885.974609375,15.871138572692871,2.6999614238739014
3886.87060546875,10.517658233642578,2.512143611907959
3887.764892578125,10.944062232971191,2.468114137649536
3888.6591796875,11.491077423095703,2.456899881362915
3889.555908203125,11.9999418258667,2.468047618865967
3890.45068359375,11.574380874633789,2.469210386276245
3891.347900390625,10.155863761901855,2.4630956649780273
3892.242919921875,12.121891975402832,2.569920063018799
3893.140625,13.508278846740723,2.5856549739837646
3894.0361328125,10.141453742980957,2.455986261367798
3894.93408203125,8.41412353515625,2.3728151321411133
3895.830078125,9.350074768066406,2.4259655475616455
3896.726318359375,9.788237571716309,2.521970510482788
3897.625,13.070051193237305,2.7078166007995605
3898.521484375,12.852657318115234,2.8957669734954834
3899.420654296875,9.17475414276123,2.939361095428467
3900.317626953125,10.997535705566406,2.978415012359619
3901.217041015625,18.321165084838867,3.112088441848755
3902.114501953125,19.16651725769043,2.986645460128784
3903.01220703125,13.290008544921875,2.741802453994751
3903.912109375,10.519210815429688,2.6029703617095947
3904.810302734375,5.6936421394348145,2.5534112453460693
3905.710693359375,9.326619148254395,2.6205737590789795
3906.609375,11.457761764526367,2.744321584701538
3907.510009765625,12.23619270324707,2.8518333435058594
3908.408935546875,10.109137535095215,2.8528788089752197
3909.30810546875,8.646900177001953,2.7926437854766846
3910.209716796875,12.72245979309082,2.814608097076416
3911.109130859375,11.603567123413086,2.758117914199829
3912.010986328125,10.915428161621094,2.6961612701416016
3912.9111328125,15.839958190917969,2.7259469032287598
3913.813232421875,8.320106506347656,2.57790470123291
3914.713623046875,8.312170028686523,2.5228958129882812
3915.6142578125,6.151866436004639,2.473433494567871
3916.51708984375,9.48097038269043,2.5030641555786133
3917.418212890625,8.441024780273438,2.4697647094726562
3918.321533203125,7.5251617431640625,2.413728952407837
3919.222900390625,12.551074028015137,2.4873127937316895
3920.126708984375,6.205764293670654,2.264760971069336
3921.028564453125,10.360344886779785,2.2963554859161377
3921.9306640625,6.83856725692749,2.1934049129486084
3922.8349609375,11.356494903564453,2.283095121383667
