mjd,phase,mag,magerr
58263.2915625,0.3335387627594173,18.521026611328125,0.04328138381242752
58263.2915625,0.3335387627594173,18.521026611328125,0.04328138381242752
58249.3819329,0.8638324449711945,18.290813446044922,0.03756871819496155
58249.3819329,0.8638324449711945,18.290813446044922,0.03756871819496155
58306.3013773,0.5615678210160695,18.63494300842285,0.04654698446393013
58306.3013773,0.5615678210160695,18.63494300842285,0.04654698446393013
58249.3453472,0.7547570577298757,18.358322143554688,0.039128825068473816
58249.3453472,0.7547570577298757,18.358322143554688,0.039128825068473816
58261.2504167,0.24813467133208178,18.418659210205078,0.04060203209519386
58261.2504167,0.24813467133208178,18.418659210205078,0.04060203209519386
58249.3730671,0.837400244170567,18.317317962646484,0.03817038610577583
58249.3730671,0.837400244170567,18.317317962646484,0.03817038610577583
58211.4639583,0.8164461344131269,18.25060272216797,0.03246806561946869
58211.4639583,0.8164461344131269,18.25060272216797,0.03246806561946869
58261.2369444,0.20796880489797331,18.341182708740234,0.03872406855225563
58261.2369444,0.20796880489797331,18.341182708740234,0.03872406855225563
58258.3284028,0.5365397709538229,18.7128849029541,0.048965513706207275
58258.3284028,0.5365397709538229,18.7128849029541,0.048965513706207275
58263.2997569,0.3579692739294842,18.59088134765625,0.045247018337249756
58263.2997569,0.3579692739294842,18.59088134765625,0.045247018337249756
58266.4019213,0.6066588736139238,18.657453536987305,0.04722967743873596
58266.4019213,0.6066588736139238,18.657453536987305,0.04722967743873596
58246.3484838,0.8200083515548613,18.31870460510254,0.03820224106311798
58246.3484838,0.8200083515548613,18.31870460510254,0.03820224106311798
58249.3805208,0.8596224570646882,18.351972579956055,0.03476959466934204
58249.3805208,0.8596224570646882,18.351972579956055,0.03476959466934204
58249.3720949,0.8345017594692763,18.278671264648438,0.037297651171684265
58249.3720949,0.8345017594692763,18.278671264648438,0.037297651171684265
58227.3666435,0.22818202336202376,18.402156829833984,0.04019151255488396
58227.3666435,0.22818202336202376,18.402156829833984,0.04019151255488396
58236.4459606,0.29695556592196226,18.44892692565918,0.04137019068002701
58236.4459606,0.29695556592196226,18.44892692565918,0.04137019068002701
58235.3681481,0.08360128357890062,18.268505096435547,0.03707290068268776
58235.3681481,0.08360128357890062,18.268505096435547,0.03707290068268776
58258.3536111,0.611694956838619,18.599416732788086,0.04549515247344971
58258.3536111,0.611694956838619,18.599416732788086,0.04549515247344971
58258.3274884,0.533813609246863,18.738767623901367,0.04980333149433136
58258.3274884,0.533813609246863,18.738767623901367,0.04980333149433136
58327.1741551,0.7909722188778687,18.363906860351562,0.039262015372514725
58327.1741551,0.7909722188778687,18.363906860351562,0.039262015372514725
58236.2951968,0.8474733949697111,18.32368278503418,0.038316935300827026
58236.2951968,0.8474733949697111,18.32368278503418,0.038316935300827026
58227.3675926,0.23101163847604766,18.481374740600586,0.042215898633003235
58227.3675926,0.23101163847604766,18.481374740600586,0.042215898633003235
58262.2851273,0.33298638483393006,18.543947219848633,0.04391373321413994
58262.2851273,0.33298638483393006,18.543947219848633,0.04391373321413994
58232.4513079,0.3874310800456442,18.590818405151367,0.04524518921971321
58232.4513079,0.3874310800456442,18.590818405151367,0.04524518921971321
58227.342963,0.15758176954113878,18.307762145996094,0.037951864302158356
58227.342963,0.15758176954113878,18.307762145996094,0.037951864302158356
58236.4668056,0.35910215449985117,18.745136260986328,0.05001218616962433
58236.4668056,0.35910215449985117,18.745136260986328,0.05001218616962433
58246.3740972,0.896371289039962,18.26572036743164,0.037011682987213135
58246.3740972,0.896371289039962,18.26572036743164,0.037011682987213135
58207.4384954,0.8150651446194388,18.313827514648438,0.038090359419584274
58207.4384954,0.8150651446194388,18.313827514648438,0.038090359419584274
58232.4532176,0.3931245959829539,18.71137809753418,0.04891727492213249
58232.4532176,0.3931245959829539,18.71137809753418,0.04891727492213249
58328.1764931,0.7793093411892187,18.386030197143555,0.0397958979010582
58328.1764931,0.7793093411892187,18.386030197143555,0.0397958979010582
58325.1848843,0.8602265243243892,18.36128044128418,0.03919930383563042
58325.1848843,0.8602265243243892,18.36128044128418,0.03919930383563042
58258.2962269,0.44061161458375864,18.65511703491211,0.04715822637081146
58258.2962269,0.44061161458375864,18.65511703491211,0.04715822637081146
58246.3475694,0.8172821898187976,18.29884147644043,0.03774949535727501
58246.3475694,0.8172821898187976,18.29884147644043,0.03774949535727501
58313.2360301,0.23631066479720175,18.453624725341797,0.041491203010082245
58313.2360301,0.23631066479720175,18.453624725341797,0.041491203010082245
58306.3193981,0.6152944338100497,18.742145538330078,0.049913957715034485
58306.3193981,0.6152944338100497,18.742145538330078,0.049913957715034485
58232.467662,0.43618864900781773,18.65390396118164,0.04712117090821266
58232.467662,0.43618864900781773,18.65390396118164,0.04712117090821266
58243.2338426,0.5341208359459415,18.624956130981445,0.042075902223587036
58243.2338426,0.5341208359459415,18.624956130981445,0.042075902223587036
58209.4605324,0.8434988962835632,18.31494140625,0.038115888833999634
58302.197037,0.3250243785150815,18.530269622802734,0.04353492707014084
58209.4605324,0.8434988962835632,18.31494140625,0.038115888833999634
58302.197037,0.3250243785150815,18.530269622802734,0.04353492707014084
58243.2557523,0.5994416855974123,18.62511444091797,0.04208065941929817
58243.2557523,0.5994416855974123,18.62511444091797,0.04208065941929817
58246.3225231,0.7426099853764754,18.453556060791016,0.04148941859602928
58246.3225231,0.7426099853764754,18.453556060791016,0.04148941859602928
58320.1730903,0.9182308507151902,18.2580623626709,0.03684409335255623
58320.1730903,0.9182308507151902,18.2580623626709,0.03684409335255623
