mjd,phase,mag,magerr
58204.1670486,0.03708318235294428,15.534219741821289,0.014492359012365341
58204.2083681,0.12724033763515763,15.932663917541504,0.015484669245779514
58255.1841204,0.35387221854762174,16.501407623291016,0.01774183101952076
58363.5060069,0.7070019080711063,16.740449905395508,0.018381191417574883
58382.4711343,0.08799480603192933,15.743202209472656,0.014965342357754707
58367.4703009,0.35690013438579626,16.5206241607666,0.017841128632426262
58344.5015046,0.2400948781723855,16.246620178222656,0.016580743715167046
58397.4925926,0.8640920142788673,16.85414695739746,0.01987895928323269
58426.452662,0.053566088987281546,15.602494239807129,0.01395034696906805
58526.4094444,0.15444225804822054,16.001903533935547,0.015060785226523876
58534.2599769,0.2839253759739222,16.376087188720703,0.016487285494804382
58234.1730093,0.5086416082194773,16.761314392089844,0.018508445471525192
58249.181412,0.25625212720478885,16.302181243896484,0.01616925559937954
58482.5526505,0.461034108127933,16.710742950439453,0.01820387877523899
58503.5501273,0.27651533372409176,16.403886795043945,0.016612112522125244
58509.241875,0.6956341818731744,16.76064109802246,0.018504302948713303
58388.4541088,0.14255647973914165,15.955632209777832,0.014913071878254414
58425.5162963,0.010461312282131985,15.468650817871094,0.013650272972881794
58388.4550231,0.1445514382357942,15.976058959960938,0.014977593906223774
58369.4948958,0.7744685172074242,16.737918853759766,0.018365908414125443
58567.1969213,0.15074881196778733,16.020549774169922,0.01512190792709589
58385.4463657,0.579806162553723,16.773208618164062,0.01858200505375862
58562.2121644,0.274249776310171,16.347864151000977,0.01700926199555397
58457.2867361,0.3320279962645145,16.485076904296875,0.016993872821331024
58370.4731481,0.9089678340242244,16.645339965820312,0.018530556932091713
58372.4724306,0.2713057813816704,16.32939910888672,0.016284093260765076
58375.4708565,0.8137264177348698,16.776729583740234,0.01860393024981022
58431.4943866,0.05436589728924446,15.640124320983887,0.01404051948338747
58736.486713,0.532905877524172,16.772790908813477,0.01857941225171089
58378.4665278,0.3501366498239804,16.494176864624023,0.017038319259881973
58388.4689236,0.17488165850227233,16.073219299316406,0.015935366973280907
58434.4264236,0.45192915717780124,16.656421661376953,0.01859576441347599
58207.2726389,0.8133313687139889,16.769433975219727,0.01930040307343006
58581.1998611,0.7044877978914883,16.750972747802734,0.0184450913220644
58756.4508218,0.09362798830261454,15.76342487335205,0.015016383491456509
58424.511794,0.8186857620603405,16.794761657714844,0.01871723122894764
58234.1608333,0.4820741637231549,16.73334312438965,0.019067324697971344
58430.3701273,0.601286351447925,16.810794830322266,0.018819458782672882
58437.466713,0.08569393058132846,15.789484977722168,0.014426152221858501
58390.4760995,0.554442623819341,16.76698875427246,0.019284363836050034
58432.4502315,0.1399733484868193,15.973862648010254,0.015610592439770699
58733.4933449,0.0015211167192319408,15.386390686035156,0.013480670750141144
58422.4678819,0.3589681809244212,16.544511795043945,0.017290422692894936
58468.4313657,0.6490720424917527,16.788076400756836,0.018675021827220917
58751.4852199,0.2589242383983219,16.2901611328125,0.016119368374347687
58385.4896296,0.67420590481197,16.757686614990234,0.019223684445023537
58429.4467708,0.5865670214698184,16.833839416503906,0.018968865275382996
58255.1836343,0.3528115718072513,16.482498168945312,0.016981342807412148
58472.4929861,0.5113317774957977,16.790504455566406,0.018690325319767
58509.2413889,0.694573535132804,16.738216400146484,0.019098345190286636
58434.5099537,0.6341878049570369,16.811447143554688,0.018823646008968353
58389.4653009,0.34892885078443214,16.48413848876953,0.01765410229563713
58397.4898495,0.8581067024497315,16.850173950195312,0.019076572731137276
58788.5101157,0.045460380933946,15.582826614379883,0.0139042679220438
58431.461794,0.9832504167134175,15.385628700256348,0.014210008084774017
58205.1481481,0.17779495219292585,16.09027862548828,0.01535895373672247
58472.4939583,0.5134530710056424,16.779354095458984,0.018620315939188004
58397.4916782,0.8620968375907978,16.83252716064453,0.019726984202861786
58469.4920139,0.9633552374143619,15.413342475891113,0.01353506650775671
58587.1759144,0.7439477471780265,16.810688018798828,0.018818769603967667
58505.2487384,0.9828027940093307,15.397099494934082,0.014230368658900261
58237.1998958,0.11316190051729791,15.85451889038086,0.014608998782932758
58422.4692824,0.362024004367413,16.514171600341797,0.01780758611857891
58450.4426505,0.39856345193402376,16.601490020751953,0.017589088529348373
58388.469838,0.1768768351903418,16.067611694335938,0.015916209667921066
58376.4946991,0.0477015693904832,15.582554817199707,0.014593399129807949
58781.4746412,0.6943944915255997,16.75884246826172,0.018493248149752617
58423.4754861,0.5575119272834854,16.78429412841797,0.01865125261247158
58237.1601157,0.026363641751231626,15.493059158325195,0.014409992843866348
58397.4907639,0.8601018791232491,16.837989807128906,0.018996089696884155
58475.528044,0.13368167032604106,15.987871170043945,0.01501539908349514
58234.2215972,0.61465806158958,16.811250686645508,0.018822381272912025
58769.5158681,0.6009286116604926,16.829792022705078,0.01894241012632847
58441.470706,0.8222134593961528,16.78264808654785,0.019387703388929367
58434.5109144,0.6362840060028248,16.777610778808594,0.0186094231903553
58480.4715278,0.9201247932505794,16.125869750976562,0.015485296957194805
58812.4322569,0.24241820897441357,16.29637336730957,0.016145087778568268
58423.4750116,0.5564765911985887,16.808128356933594,0.019559072330594063
58609.1746759,0.7441838750528404,16.76442527770996,0.01926758512854576
