#DaysPostTrigger	JulianDay		magRc	err_magRc
1.08363	2457686.52728000	19.090	0.020
1.08363	2457686.52728000	19.114	0.020
1.08363	2457686.52728000	19.097	0.030
1.08363	2457686.52728000	19.168	0.040
1.08404	2457686.52769000	19.196	0.070
1.08404	2457686.52769000	19.126	0.080
1.08404	2457686.52769000	19.234	0.180
1.09443	2457686.53808000	19.100	0.020
1.09443	2457686.53808000	19.124	0.020
1.09443	2457686.53808000	19.117	0.020
1.09443	2457686.53808000	19.128	0.030
1.09446	2457686.53811000	19.126	0.050
1.09446	2457686.53811000	19.026	0.050
1.09446	2457686.53811000	19.114	0.100
1.12178	2457686.56543000	19.110	0.020
1.12178	2457686.56543000	19.124	0.020
1.12178	2457686.56543000	19.137	0.020
1.12178	2457686.56543000	19.118	0.030
1.12181	2457686.56546000	19.196	0.040
1.12181	2457686.56546000	19.206	0.050
1.13536	2457686.57901000	19.150	0.020
1.13536	2457686.57901000	19.174	0.020
1.13536	2457686.57901000	19.197	0.020
1.13536	2457686.57901000	19.178	0.030
1.13539	2457686.57904000	19.196	0.050
1.13539	2457686.57904000	19.206	0.060
1.13539	2457686.57904000	19.194	0.100
1.81227	2457687.25592000	19.789	0.070
2.0632	2457687.50685000	20.070	0.020
2.0632	2457687.50685000	20.074	0.020
2.0632	2457687.50685000	20.067	0.030
2.06977	2457687.51342000	20.018	0.030
2.06982	2457687.51347000	19.976	0.060
2.06982	2457687.51347000	20.046	0.090
2.06982	2457687.51347000	19.934	0.130
2.07639	2457687.52004000	20.100	0.020
2.07639	2457687.52004000	20.084	0.020
2.07639	2457687.52004000	20.057	0.030
3.06313	2457688.50678000	20.620	0.030
3.06313	2457688.50678000	20.604	0.020
3.06313	2457688.50678000	20.587	0.040
3.06975	2457688.51340000	20.528	0.040
3.06981	2457688.51346000	20.536	0.100
3.06981	2457688.51346000	20.566	0.120
3.07624	2457688.51989000	20.610	0.020
3.07624	2457688.51989000	20.614	0.020
3.07624	2457688.51989000	20.657	0.030
3.54572	2457688.98937000	20.819	0.130
3.55208	2457688.99573000	20.807	0.100
4.06666	2457689.51031000	21.240	0.030
4.06666	2457689.51031000	21.224	0.020
4.06666	2457689.51031000	21.247	0.060
4.07206	2457689.51571000	21.218	0.040
4.07855	2457689.52220000	21.250	0.020
4.07855	2457689.52220000	21.264	0.030
4.07855	2457689.52220000	21.267	0.040
5.06072	2457690.50437000	21.730	0.040
5.06072	2457690.50437000	21.714	0.030
5.06072	2457690.50437000	21.687	0.050
5.06072	2457690.50437000	21.698	0.050
5.46725	2457690.91090000	21.969	0.180
6.08295	2457691.52660000	22.080	0.050
6.08295	2457691.52660000	22.064	0.050
6.08295	2457691.52660000	22.067	0.090
14.09933	2457699.54298000	24.134	0.230
