6400.000000 +0.938747
6400.103734 +0.942810
6400.207469 +0.940203
6400.311203 +0.938519
6400.414938 +0.938466
6400.518672 +0.936935
6400.622407 +0.938654
6400.726141 +0.942139
6400.829876 +0.946214
6400.933610 +0.948136
6401.037344 +0.945320
6401.141079 +0.942771
6401.244813 +0.944451
6401.348548 +0.950355
6401.452282 +0.949715
6401.556017 +0.950318
6401.659751 +0.952918
6401.763485 +0.957469
6401.867220 +0.960892
6401.970954 +0.961787
6402.074689 +0.963735
6402.178423 +0.968388
6402.282158 +0.972281
6402.385892 +0.973783
6402.489627 +0.976497
6402.593361 +0.984457
6402.697095 +0.991274
6402.800830 +0.991339
6402.904564 +0.992408
6403.008299 +0.994493
6403.112033 +0.995404
6403.215768 +0.996979
6403.319502 +0.998982
6403.423237 +0.999098
6403.526971 +0.995230
6403.630705 +0.998746
6403.734440 +0.998263
6403.838174 +0.994121
6403.941909 +0.993756
6404.045643 +0.996020
6404.149378 +0.994817
6404.253112 +0.990472
6404.356847 +0.987057
6404.460581 +0.982306
6404.564315 +0.980110
6404.668050 +0.978302
6404.771784 +0.973839
6404.875519 +0.972845
6404.979253 +0.970342
6405.082988 +0.967607
6405.186722 +0.968692
6405.290456 +0.969422
6405.394191 +0.969517
6405.497925 +0.969215
6405.601660 +0.966169
6405.705394 +0.964178
6405.809129 +0.960982
6405.912863 +0.962609
6406.016598 +0.961981
6406.120332 +0.960897
6406.224066 +0.963325
6406.327801 +0.959130
6406.431535 +0.955269
6406.535270 +0.955439
6406.639004 +0.958514
6406.742739 +0.957465
6406.846473 +0.952698
6406.950208 +0.951627
6407.053942 +0.953701
6407.157676 +0.953095
6407.261411 +0.956931
6407.365145 +0.957408
6407.468880 +0.956857
6407.572614 +0.956376
6407.676349 +0.956049
6407.780083 +0.955199
6407.883818 +0.951008
6407.987552 +0.952009
6408.091286 +0.952893
6408.195021 +0.947683
6408.298755 +0.944065
6408.402490 +0.943647
6408.506224 +0.943586
6408.609959 +0.938200
6408.713693 +0.940913
6408.817427 +0.942498
6408.921162 +0.937782
6409.024896 +0.936458
6409.128631 +0.937199
6409.232365 +0.938579
6409.336100 +0.938970
6409.439834 +0.943071
6409.543569 +0.946296
6409.647303 +0.942199
6409.751037 +0.943824
6409.854772 +0.946044
6409.958506 +0.948019
6410.062241 +0.948904
6410.165975 +0.949484
6410.269710 +0.951895
6410.373444 +0.950653
6410.477179 +0.955956
6410.580913 +0.958577
6410.684647 +0.954403
6410.788382 +0.956400
6410.892116 +0.953389
6410.995851 +0.957332
6411.099585 +0.961390
6411.203320 +0.959875
6411.307054 +0.959224
6411.410789 +0.954218
6411.514523 +0.950747
6411.618257 +0.951473
6411.721992 +0.955587
6411.825726 +0.957168
6411.929461 +0.956603
6412.033195 +0.959695
6412.136930 +0.957394
6412.240664 +0.954389
6412.344398 +0.955253
6412.448133 +0.957887
6412.551867 +0.957402
6412.655602 +0.953990
6412.759336 +0.953455
6412.863071 +0.953763
6412.966805 +0.954523
6413.070540 +0.957574
6413.174274 +0.962496
6413.278008 +0.959395
6413.381743 +0.960015
6413.485477 +0.962870
6413.589212 +0.961578
6413.692946 +0.960537
6413.796681 +0.964322
6413.900415 +0.964588
6414.004150 +0.964752
6414.107884 +0.964435
6414.211618 +0.964347
6414.315353 +0.967656
6414.419087 +0.971881
6414.522822 +0.975211
6414.626556 +0.973797
6414.730291 +0.973503
6414.834025 +0.970466
6414.937760 +0.973688
6415.041494 +0.976886
6415.145228 +0.975398
6415.248963 +0.972797
6415.352697 +0.974794
6415.456432 +0.974737
6415.560166 +0.970444
6415.663901 +0.965227
6415.767635 +0.943389
6415.871369 +0.904060
6415.975104 +0.903557
6416.078838 +0.937259
6416.182573 +0.958761
6416.286307 +0.964344
6416.390042 +0.962557
6416.493776 +0.962985
6416.597511 +0.961890
6416.701245 +0.960039
6416.804979 +0.957091
6416.908714 +0.954921
6417.012448 +0.960448
6417.116183 +0.963133
6417.219917 +0.959494
6417.323652 +0.960459
6417.427386 +0.962460
6417.531121 +0.960697
6417.634855 +0.958151
6417.738589 +0.957487
6417.842324 +0.956974
6417.946058 +0.952679
6418.049793 +0.952083
6418.153527 +0.949955
6418.257262 +0.947697
6418.360996 +0.945540
6418.464731 +0.943339
6418.568465 +0.940942
6418.672199 +0.938172
6418.775934 +0.941724
6418.879668 +0.941177
6418.983403 +0.939771
6419.087137 +0.938663
6419.190872 +0.936651
6419.294606 +0.936621
6419.398340 +0.937743
6419.502075 +0.937552
6419.605809 +0.941113
6419.709544 +0.941094
6419.813278 +0.940878
6419.917013 +0.944892
6420.020747 +0.947008
6420.124482 +0.944958
6420.228216 +0.942975
6420.331950 +0.940848
6420.435685 +0.939439
6420.539419 +0.941234
6420.643154 +0.943225
6420.746888 +0.943282
6420.850623 +0.945302
6420.954357 +0.945435
6421.058092 +0.944084
6421.161826 +0.941068
6421.265560 +0.942151
6421.369295 +0.947306
6421.473029 +0.949389
6421.576764 +0.947973
6421.680498 +0.948812
6421.784233 +0.949204
6421.887967 +0.948105
6421.991702 +0.948177
6422.095436 +0.950984
6422.199170 +0.956547
6422.302905 +0.959204
6422.406639 +0.962092
6422.510374 +0.962406
6422.614108 +0.963638
6422.717843 +0.964938
6422.821577 +0.967992
6422.925311 +0.972658
6423.029046 +0.975517
6423.132780 +0.974197
6423.236515 +0.972529
6423.340249 +0.978255
6423.443984 +0.982246
6423.547718 +0.984220
6423.651453 +0.984595
6423.755187 +0.987611
6423.858921 +0.993282
6423.962656 +0.994313
6424.066390 +0.996823
6424.170125 +1.000511
6424.273859 +1.002983
6424.377594 +1.002128
6424.481328 +0.998996
6424.585063 +0.995104
6424.688797 +0.993973
6424.792531 +0.995274
6424.896266 +0.996281
6425.000000 +1.002670
6425.103735 +1.013874
6425.207469 +1.014156
6425.311204 +1.003707
6425.414938 +0.996273
6425.518673 +0.995277
6425.622407 +0.998997
6425.726141 +0.997474
6425.829876 +0.996826
6425.933610 +0.999655
6426.037345 +0.997355
6426.141079 +0.996081
6426.244814 +0.998055
6426.348548 +0.999275
6426.452282 +0.997363
6426.556017 +0.994071
6426.659751 +0.997224
6426.763486 +1.000059
6426.867220 +0.999503
6426.970955 +0.998211
6427.074689 +0.994026
6427.178424 +0.991920
6427.282158 +0.989623
6427.385892 +0.984904
6427.489627 +0.983590
6427.593361 +0.981432
6427.697096 +0.976738
6427.800830 +0.975998
6427.904565 +0.975989
6428.008299 +0.975474
6428.112034 +0.977785
6428.215768 +0.981607
6428.319502 +0.981284
6428.423237 +0.975658
6428.526971 +0.970769
6428.630706 +0.966918
6428.734440 +0.963084
6428.838175 +0.962633
6428.941909 +0.963310
6429.045644 +0.966969
6429.149378 +0.968605
6429.253112 +0.961837
6429.356847 +0.958323
6429.460581 +0.959893
6429.564316 +0.960606
6429.668050 +0.955387
6429.771785 +0.950166
6429.875519 +0.951066
6429.979253 +0.949738
6430.082988 +0.949648
6430.186722 +0.949202
6430.290457 +0.945190
6430.394191 +0.944604
6430.497926 +0.944468
6430.601660 +0.945600
6430.705395 +0.945117
6430.809129 +0.946968
6430.912863 +0.950300
6431.016598 +0.948977
6431.120332 +0.949548
6431.224067 +0.948931
6431.327801 +0.950009
6431.431536 +0.949755
6431.535270 +0.950385
6431.639005 +0.953122
6431.742739 +0.952749
6431.846473 +0.947102
6431.950208 +0.944398
6432.053942 +0.945412
6432.157677 +0.945225
6432.261411 +0.947989
6432.365146 +0.951640
6432.468880 +0.954793
6432.572615 +0.957005
6432.676349 +0.954723
6432.780083 +0.953392
6432.883818 +0.958515
6432.987552 +0.958557
6433.091287 +0.962559
6433.195021 +0.967731
6433.298756 +0.967526
6433.402490 +0.972774
6433.506224 +0.978504
6433.609959 +0.976456
6433.713693 +0.974799
6433.817428 +0.977376
6433.921162 +0.983614
6434.024897 +0.984706
6434.128631 +0.980539
6434.232366 +0.978550
6434.336100 +0.981110
6434.439834 +0.981187
6434.543569 +0.984726
6434.647303 +0.991214
6434.751038 +0.992735
6434.854772 +0.989678
6434.958507 +0.988572
6435.062241 +0.984120
6435.165976 +0.987224
