#T Pyx 16 Apr 2011-- JD: 2455668.08; time since discovery: 2.28 days,
3690.511449,9.570770E-12
3691.79005,9.651962E-12
3693.06865,9.582173E-12
3694.34725,9.450703E-12
3695.625851,9.246873E-12
3696.904451,9.219990E-12
3698.183051,9.532796E-12
3699.461652,1.004221E-11
3700.740252,1.040346E-11
3702.018852,1.037719E-11
3703.297453,1.010680E-11
3704.576053,9.990999E-12
3705.854653,9.944793E-12
3707.133254,9.769677E-12
3708.411854,9.743283E-12
3709.690454,1.009359E-11
3710.969055,1.056607E-11
3712.247655,1.092408E-11
3713.526255,1.121329E-11
3714.804856,1.127390E-11
3716.083456,1.089379E-11
3717.362056,1.017901E-11
3718.640657,9.624713E-12
3719.919257,9.594645E-12
3721.197857,1.000080E-11
3722.476458,1.086592E-11
3723.755058,1.153286E-11
3725.033658,1.161748E-11
3726.312259,1.142859E-11
3727.590859,1.120371E-11
3728.869459,1.093191E-11
3730.14806,1.076633E-11
3731.42666,1.023987E-11
3732.70526,9.847528E-12
3733.983861,9.817720E-12
3735.262461,1.000097E-11
3736.541061,1.020975E-11
3737.819662,1.027353E-11
3739.098262,1.014846E-11
3740.376862,1.005942E-11
3741.655463,1.015924E-11
3742.934063,1.046068E-11
3744.212663,1.077369E-11
3745.491264,1.113600E-11
3746.769864,1.173818E-11
3748.048464,1.231328E-11
3749.327065,1.293521E-11
3750.605665,1.310328E-11
3751.884265,1.246476E-11
3753.162866,1.125065E-11
3754.441466,1.011404E-11
3755.720066,9.548826E-12
3756.998667,9.441691E-12
3758.277267,9.676755E-12
3759.555867,9.930097E-12
3760.834468,1.017733E-11
3762.113068,1.043672E-11
3763.391668,1.064923E-11
3764.670269,1.093842E-11
3765.948869,1.142600E-11
3767.227469,1.189444E-11
3768.50607,1.251364E-11
3769.78467,1.326555E-11
3771.06327,1.390463E-11
3772.341871,1.427791E-11
3773.620471,1.422287E-11
3774.899071,1.345566E-11
3776.177672,1.233605E-11
3777.456272,1.110361E-11
3778.734872,1.002594E-11
3780.013473,9.070839E-12
3781.292073,8.140005E-12
3782.570673,7.644234E-12
3783.849274,7.864531E-12
3785.127874,8.410681E-12
3786.406474,8.879634E-12
3787.685075,9.268483E-12
3788.963675,9.591898E-12
3790.242275,9.897546E-12
3791.520876,1.041338E-11
3792.799476,1.097864E-11
3794.078076,1.185024E-11
3795.356677,1.283767E-11
3796.635277,1.371755E-11
3797.913877,1.440624E-11
3799.192478,1.469254E-11
3800.471078,1.439191E-11
3801.749678,1.379067E-11
3803.028279,1.305609E-11
3804.306879,1.229982E-11
3805.585479,1.172198E-11
3806.86408,1.146511E-11
3808.14268,1.136479E-11
3809.42128,1.114293E-11
3810.699881,1.094088E-11
3811.978481,1.066854E-11
3813.257081,1.029099E-11
3814.535682,9.777135E-12
3815.814282,9.074764E-12
3817.092882,8.288953E-12
3818.371483,7.748449E-12
3819.650083,7.729064E-12
3820.928683,8.089274E-12
3822.207284,8.556326E-12
3823.485884,8.908894E-12
3824.764484,9.117608E-12
3826.043085,9.419350E-12
3827.321685,1.002626E-11
3828.600285,1.065419E-11
3829.878886,1.119065E-11
3831.157486,1.194402E-11
3832.436086,1.296934E-11
3833.714687,1.409395E-11
3834.993287,1.511007E-11
3836.271887,1.564167E-11
3837.550488,1.590093E-11
3838.829088,1.573692E-11
3840.107688,1.522117E-11
3841.386289,1.440183E-11
3842.664889,1.347132E-11
3843.943489,1.285633E-11
3845.22209,1.250942E-11
3846.50069,1.233159E-11
3847.77929,1.214514E-11
3849.057891,1.194175E-11
3850.336491,1.187420E-11
3851.615091,1.197719E-11
3852.893692,1.208384E-11
3854.172292,1.208967E-11
3855.450892,1.201413E-11
3856.729493,1.196203E-11
3858.008093,1.196282E-11
3859.286693,1.185562E-11
3860.565294,1.156131E-11
3861.843894,1.127357E-11
3863.122494,1.104789E-11
3864.401095,1.060767E-11
3865.679695,1.003902E-11
3866.958295,9.474104E-12
3868.236896,8.916325E-12
3869.515496,8.170100E-12
