Phase,Magnitude
0.005,18.65855008333333
0.015,18.8707708
0.025,18.733754818181815
0.035,18.877916500000005
0.045,18.643999857142855
0.055,18.615333200000002
0.065,18.861018333333334
0.07500000000000001,18.855629333333336
0.08499999999999999,18.987931
0.095,19.117154499999998
0.10500000000000001,19.10088925
0.11499999999999999,19.028746833333333
0.125,19.0592956
0.135,19.05125
0.14500000000000002,18.961391125
0.155,18.88595966666667
0.165,18.742182333333332
0.175,18.863755714285713
0.185,18.8298085
0.195,18.799099700000003
0.20500000000000002,18.77452125
0.215,18.790758099999998
0.225,18.82991588888889
0.235,18.732533699999998
0.245,18.72595718181818
0.255,18.707285666666667
0.265,18.634485714285717
0.275,18.582328222222223
0.28500000000000003,18.7254085
0.295,18.7837928
0.305,18.75265125
0.315,18.718023799999997
0.325,18.79126683333333
0.335,18.57601414285714
0.34500000000000003,18.596308333333337
0.355,18.784822624999997
0.365,18.844264499999998
0.375,18.839395666666668
0.385,19.073216333333335
0.395,18.88919566666667
0.405,19.032329999999998
0.41500000000000004,18.836207857142856
0.425,19.072357545454544
0.435,19.034236285714282
0.445,19.048949636363638
0.455,19.129990333333335
0.465,19.01836211111111
0.475,19.05657525
0.485,19.081807444444447
0.495,19.04122625
0.505,19.1087666
0.515,19.030451
0.525,18.813394799999998
0.535,18.6565854
0.545,18.557613333333332
0.555,18.597399499999998
0.5650000000000001,18.430569333333334
0.575,18.852116000000002
0.585,18.798087
0.595,18.65164
0.605,18.816570666666667
0.615,18.803285000000002
0.625,18.650555
0.635,18.55476775
0.645,18.417709000000002
0.655,18.706606999999998
0.665,18.6956685
0.675,18.709698799999998
0.685,18.7175493
0.6950000000000001,18.79039023076923
0.7050000000000001,18.733735571428575
0.715,18.705177833333334
0.725,18.80858225
0.735,18.830411
0.745,18.9072432
0.755,18.980816
0.765,19.105700249999998
0.775,19.088329199999997
0.785,18.994602999999998
0.795,19.03756357142857
0.805,18.99651777777778
0.8150000000000001,18.888480166666668
0.8250000000000001,18.76910407142857
0.835,18.8312816
0.845,18.855759928571427
0.855,18.682634909090908
0.865,18.51529857142857
0.875,18.6013855
0.885,18.8120505
0.895,18.89616575
0.905,18.831203909090906
0.915,18.74218983333333
0.925,18.708222
0.935,18.614168833333334
0.9450000000000001,18.69991575
0.9550000000000001,18.745695375
0.965,18.652404800000003
0.975,18.59509044444444
0.985,18.613978454545453
0.995,18.5546376
1.005,18.65855008333333
1.015,18.8707708
1.025,18.733754818181815
1.035,18.877916500000005
1.045,18.643999857142855
1.055,18.615333200000002
1.065,18.861018333333334
1.075,18.855629333333336
1.085,18.987931
1.095,19.117154499999998
1.105,19.10088925
1.115,19.028746833333333
1.125,19.0592956
1.135,19.05125
1.145,18.961391125
1.155,18.88595966666667
1.165,18.742182333333332
1.175,18.863755714285713
1.185,18.8298085
1.195,18.799099700000003
1.205,18.77452125
1.215,18.790758099999998
1.225,18.82991588888889
1.2349999999999999,18.732533699999998
1.245,18.72595718181818
1.255,18.707285666666667
1.2650000000000001,18.634485714285717
1.275,18.582328222222223
1.2850000000000001,18.7254085
1.295,18.7837928
1.305,18.75265125
1.315,18.718023799999997
1.325,18.79126683333333
1.335,18.57601414285714
1.345,18.596308333333337
1.355,18.784822624999997
1.365,18.844264499999998
1.375,18.839395666666668
1.385,19.073216333333335
1.395,18.88919566666667
1.405,19.032329999999998
1.415,18.836207857142856
1.425,19.072357545454544
1.435,19.034236285714282
1.445,19.048949636363638
1.455,19.129990333333335
1.465,19.01836211111111
1.475,19.05657525
1.4849999999999999,19.081807444444447
1.495,19.04122625
1.505,19.1087666
1.5150000000000001,19.030451
1.525,18.813394799999998
1.5350000000000001,18.6565854
1.545,18.557613333333332
1.5550000000000002,18.597399499999998
1.565,18.430569333333334
1.575,18.852116000000002
1.585,18.798087
1.595,18.65164
1.605,18.816570666666667
1.615,18.803285000000002
1.625,18.650555
1.635,18.55476775
1.645,18.417709000000002
1.655,18.706606999999998
1.665,18.6956685
1.675,18.709698799999998
1.685,18.7175493
1.695,18.79039023076923
1.705,18.733735571428575
1.7149999999999999,18.705177833333334
1.725,18.80858225
1.7349999999999999,18.830411
1.745,18.9072432
1.755,18.980816
1.7650000000000001,19.105700249999998
1.775,19.088329199999997
1.7850000000000001,18.994602999999998
1.795,19.03756357142857
1.8050000000000002,18.99651777777778
1.815,18.888480166666668
1.8250000000000002,18.76910407142857
1.835,18.8312816
1.845,18.855759928571427
1.855,18.682634909090908
1.865,18.51529857142857
1.875,18.6013855
1.885,18.8120505
1.895,18.89616575
1.905,18.831203909090906
1.915,18.74218983333333
1.925,18.708222
1.935,18.614168833333334
1.945,18.69991575
1.955,18.745695375
1.9649999999999999,18.652404800000003
1.975,18.59509044444444
1.9849999999999999,18.613978454545453
1.995,18.5546376
