Modified Julian Day,Magnitude,mjd
59335.0,0.9999875525633494,59335.02071886559
59335.04166666651,1.000477639834086,59335.062387041544
59335.08333333349,1.0003362635771433,59335.10405521714
59335.125,0.9994098385175069,59335.145723392336
59335.16666666651,0.9999891440073649,59335.18739156709
59335.20833333349,0.9994967659314473,59335.22905974132
59335.25,0.9995803932348887,59335.270727915056
59335.29166666651,1.0005958219369253,59335.312396088244
59335.33333333349,1.0004431446393331,59335.35406426084
59335.375,1.0005789339542388,59335.395732432866
59335.41666666651,1.0002124309539795,59335.43740060435
59335.45833333349,1.000606910387675,59335.47906877498
59335.5,1.000798879067103,59335.520736944956
59335.54166666651,1.00019061366717,59335.56240511425
59335.58333333349,1.0009103993574777,59335.604073282826
59335.625,1.0012692888577779,59335.64574145057
59335.66666666651,1.0001390775044758,59335.68740961755
59335.70833333349,1.0007731338342032,59335.72907778371
59335.75,1.0004483461380005,59335.77074594901
59335.79166666651,1.0002024829387666,59335.8124141135
59335.83333333349,1.0005840361118317,59335.85408227698
59335.875,1.0000610490640005,59335.89575043966
59335.91666666651,0.9999447604020436,59335.93741860135
59335.95833333349,0.999892242749532,59335.979086762076
59336.0,1.00062668522199,59336.02075492184
59336.04166666651,1.000378962357839,59336.06242308058
59336.08333333349,1.0007699171702067,59336.104091238354
59336.125,0.9999705175558726,59336.14575939505
59336.16666666651,1.0002277155717214,59336.18742755069
59336.20833333349,1.0004072606563568,59336.229095705254
59336.25,0.9994844357172649,59336.270763858716
59336.29166666651,0.9856167634328206,59336.31243201111
59336.33333333349,0.9824582874774933,59336.35410016235
59336.375,0.9832008341948192,59336.39576831244
59336.41666666651,0.9900560677051544,59336.437436461405
59336.45833333349,1.0002852141857148,59336.47910460915
59336.5,1.0000930925210316,59336.52077275572
59336.54166666651,0.9997295379638672,59336.56244090111
59336.58333333349,0.9998373945554098,59336.604109045256
59336.625,1.000372682015101,59336.645777188176
59336.66666666651,1.0003416021664937,59336.68744532978
59336.70833333349,1.000766150156657,59336.72911347019
59336.75,1.0002812564373016,59336.770781609295
59336.79166666651,1.0001486817995706,59336.812449747136
59336.83333333349,1.0006674905618032,59336.85411788363
59336.875,1.0005154093106587,59336.895786018824
59336.91666666651,1.0003767748673758,59336.937454152714
59336.95833333349,1.0006786624590556,59336.97912228522
59337.0,1.0002882421016692,59337.02079041639
59337.04166666651,1.0006462931632996,59337.06245854629
59337.08333333349,1.0009450316429138,59337.1041266746
59337.125,1.0010542651017507,59337.14579480171
59337.16666666651,1.0007673541704813,59337.18746292729
59337.20833333349,1.0007686813672383,59337.22913105154
59337.25,1.0002532203992207,59337.270799174374
59337.29166666651,1.0007533848285675,59337.31246729572
59337.33333333349,1.000429985920588,59337.354135415655
59337.375,1.0005735258261363,59337.39580353413
59337.41666666651,1.0007475813229878,59337.437471651145
59337.45833333349,1.0001615266005197,59337.47913976678
59337.5,1.000148316224416,59337.5208078808
59337.54166666651,1.000472718477249,59337.56247599338
59337.58333333349,1.0008759200572968,59337.60414410443
59337.625,1.00085329413414,59337.645812214025
59337.66666666651,1.0002205491065979,59337.68748032207
59337.70833333349,1.001077761252721,59337.72914842864
59337.75,1.0009441912174224,59337.77081653362
59337.79166666651,1.000755508740743,59337.81248463709
59337.83333333349,1.0006453692913055,59337.85415273909
59337.875,1.0006820062796276,59337.895820839316
59337.91666666651,1.0009690523147583,59337.937488938136
59337.95833333349,1.0007297138373057,59337.97915703536
59338.0,1.000295728445053,59338.020825130974
59338.04166666651,1.000339957078298,59338.062493225065
59338.08333333349,1.0001294235388438,59338.104161317504
59338.125,1.0009302655855814,59338.1458294084
59338.16666666651,1.0014173765977223,59338.18749749766
59338.20833333349,1.0004068235556285,59338.229165585275
59338.25,1.0005800863107046,59338.27083367131
59338.29166666651,1.00049130320549,59338.312501755696
59338.33333333349,1.000646468003591,59338.35416983849
59338.375,1.0006478706995645,59338.3958379196
59338.41666666651,1.0008998572826386,59338.4375059991
59338.45833333349,1.0010973234971365,59338.47917407691
59338.5,1.0010286430517832,59338.52084215307
59338.54166666651,1.0015905022621154,59338.56251022763
59338.58333333349,1.0009594698747,59338.604178300404
59338.625,1.0008576015631359,59338.64584637155
59338.66666666651,1.0009119093418122,59338.68751444109
59338.70833333349,1.0010382692019144,59338.729182508854
59338.75,1.0012508233388264,59338.77085057498
59338.79166666651,1.001256318887075,59338.81251863941
59338.83333333349,1.0011835992336273,59338.854186702134
59338.875,1.00102441906929,59338.895854763156
59338.91666666651,1.0008048633734385,59338.937522822445
59338.95833333349,1.0007879336675007,59338.979190880076
59339.0,1.000625608364741,59339.02085893593
59339.04166666651,1.000997926791509,59339.062526990085
59339.08333333349,1.0006974697113038,59339.10419504251
59339.125,1.0018157442410787,59339.14586309322
59339.16666666651,1.0009024600187937,59339.18753114218
59339.20833333349,1.0011878848075866,59339.22919918932
59339.25,1.0008906424045563,59339.2708672349
59339.29166666651,1.0011026759942372,59339.31253527854
59339.33333333349,1.0015083253383636,59339.354203320545
59339.375,1.00076877673467,59339.39587136076
59339.41666666651,1.0008612414201101,59339.437539399245
59339.45833333349,1.0008435289065043,59339.4792074359
59339.5,1.0002675393353337,59339.51728235777
59339.54166666651,1.0007740398248037,59339.562543504006
59339.58333333349,1.0002302050590515,59339.6042115354
59339.625,1.0008303781350454,59339.64587956496
59339.66666666651,1.0014114995797476,59339.6875475928
59339.70833333349,1.0007985929648082,59339.72921561881
59339.75,1.0003918985525766,59339.77088364308
59339.79166666651,1.0007655203342438,59339.81255166557
