2457629.775736|+11.779|0.007
2457629.776012|+11.791|0.007
2457629.776277|+11.795|0.007
2457629.776545|+11.783|0.007
2457629.776817|+11.775|0.007
2457629.779207|+11.774|0.007
2457629.779479|+11.776|0.007
2457629.779745|+11.774|0.007
2457629.780012|+11.780|0.007
2457629.780286|+11.775|0.007
2457629.780553|+11.775|0.007
2457629.780823|+11.776|0.007
2457629.781096|+11.786|0.007
2457629.781369|+11.774|0.007
2457629.781635|+11.781|0.007
2457629.781912|+11.783|0.007
2457629.782176|+11.764|0.007
2457629.782445|+11.769|0.007
2457629.782720|+11.766|0.007
2457629.782986|+11.753|0.007
2457629.783923|+11.759|0.007
2457629.784199|+11.763|0.007
2457629.784465|+11.747|0.007
2457629.784731|+11.744|0.007
2457629.785004|+11.753|0.007
2457629.785271|+11.751|0.007
2457629.785544|+11.745|0.007
2457629.785819|+11.743|0.007
2457629.786085|+11.742|0.007
2457629.786354|+11.738|0.007
2457629.786629|+11.745|0.007
2457629.786896|+11.752|0.007
2457629.787167|+11.735|0.007
2457629.787439|+11.746|0.007
2457629.787706|+11.725|0.007
2457629.788642|+11.742|0.007
2457629.788915|+11.737|0.007
2457629.789182|+11.728|0.007
2457629.789448|+11.728|0.007
2457629.789722|+11.742|0.007
2457629.789991|+11.731|0.007
2457629.790262|+11.719|0.007
2457629.790535|+11.721|0.007
2457629.790803|+11.705|0.007
2457629.791074|+11.705|0.007
2457629.791347|+11.724|0.007
2457629.791615|+11.703|0.007
2457629.791885|+11.703|0.007
2457629.792162|+11.698|0.007
2457629.792428|+11.707|0.007
2457629.793359|+11.700|0.007
2457629.793639|+11.699|0.007
2457629.793915|+11.690|0.007
2457629.794182|+11.681|0.007
2457629.794453|+11.686|0.007
2457629.794725|+11.680|0.007
2457629.794992|+11.667|0.007
2457629.795271|+11.653|0.007
2457629.795546|+11.654|0.007
2457629.795813|+11.656|0.007
2457629.796085|+11.664|0.007
2457629.796361|+11.643|0.007
2457629.796640|+11.652|0.007
2457629.796910|+11.643|0.007
2457629.797180|+11.638|0.007
2457629.798540|+11.644|0.007
2457629.798811|+11.642|0.007
2457629.799084|+11.641|0.007
2457629.799353|+11.639|0.007
2457629.799620|+11.626|0.007
2457629.799896|+11.625|0.007
2457629.800160|+11.625|0.007
2457629.800428|+11.596|0.007
2457629.800704|+11.607|0.007
2457629.800971|+11.600|0.007
2457629.801243|+11.594|0.007
2457629.801517|+11.597|0.007
2457629.801784|+11.589|0.007
2457629.802057|+11.595|0.007
2457629.802997|+11.579|0.007
2457629.803271|+11.591|0.007
2457629.803537|+11.600|0.007
2457629.803808|+11.608|0.007
2457629.804082|+11.591|0.007
2457629.804351|+11.589|0.007
2457629.804618|+11.591|0.007
2457629.804893|+11.591|0.007
2457629.805162|+11.584|0.007
2457629.805432|+11.568|0.007
2457629.805712|+11.573|0.007
2457629.805985|+11.564|0.007
2457629.806252|+11.564|0.007
2457629.806525|+11.564|0.007
2457629.806800|+11.558|0.007
2457629.807733|+11.555|0.007
2457629.808009|+11.550|0.007
2457629.808283|+11.546|0.007
2457629.808548|+11.544|0.007
2457629.808821|+11.560|0.007
2457629.809088|+11.557|0.007
2457629.809358|+11.551|0.007
2457629.809633|+11.539|0.007
2457629.809898|+11.542|0.007
2457629.810165|+11.542|0.007
2457629.810439|+11.532|0.007
2457629.810708|+11.526|0.007
2457629.810976|+11.538|0.007
2457629.811255|+11.534|0.007
2457629.811522|+11.525|0.007
2457629.812456|+11.526|0.007
2457629.812728|+11.527|0.007
2457629.812998|+11.514|0.007
2457629.813265|+11.522|0.007
2457629.813538|+11.514|0.007
2457629.813802|+11.527|0.007
2457629.814075|+11.504|0.007
2457629.814349|+11.512|0.007
2457629.814619|+11.510|0.007
2457629.814887|+11.523|0.007
2457629.815163|+11.503|0.007
2457629.815430|+11.499|0.007
2457629.815699|+11.499|0.007
2457629.815974|+11.501|0.007
2457629.816240|+11.500|0.007
2457629.817175|+11.503|0.007
2457629.817449|+11.501|0.007
2457629.817716|+11.489|0.007
2457629.817983|+11.496|0.007
2457629.818255|+11.490|0.007
2457629.818520|+11.503|0.007
2457629.818793|+11.502|0.007
2457629.819068|+11.499|0.007
2457629.819335|+11.495|0.007
2457629.819611|+11.494|0.007
2457629.819885|+11.498|0.007
2457629.820152|+11.510|0.007
2457629.820417|+11.501|0.007
2457629.820693|+11.487|0.007
2457629.820960|+11.488|0.007
2457629.823347|+11.473|0.007
2457629.823623|+11.474|0.007
2457629.823889|+11.473|0.007
2457629.824156|+11.482|0.007
2457629.824432|+11.479|0.007
2457629.824698|+11.474|0.007
2457629.824965|+11.475|0.007
2457629.825241|+11.481|0.007
2457629.825506|+11.487|0.007
2457629.825776|+11.481|0.007
2457629.826050|+11.477|0.007
2457629.826317|+11.472|0.007
2457629.826591|+11.485|0.007
2457629.826865|+11.474|0.007
2457629.827133|+11.478|0.007
2457629.828062|+11.488|0.007
2457629.828338|+11.475|0.007
2457629.828604|+11.477|0.007
2457629.828872|+11.476|0.007
2457629.829146|+11.468|0.007
2457629.829413|+11.501|0.007
2457629.829684|+11.485|0.007
2457629.829960|+11.481|0.007
2457629.830225|+11.485|0.007
2457629.830495|+11.484|0.007
2457629.830772|+11.487|0.007
2457629.831038|+11.483|0.007
2457629.831307|+11.487|0.007
2457629.831581|+11.486|0.007
2457629.831845|+11.476|0.007
2457629.832784|+11.491|0.007
2457630.643537|+11.812|0.005
2457630.643802|+11.804|0.005
2457630.644074|+11.809|0.005
2457630.644348|+11.819|0.005
2457630.644614|+11.818|0.005
2457630.645427|+11.808|0.005
2457630.645693|+11.810|0.005
2457630.645973|+11.812|0.005
2457630.646238|+11.815|0.005
2457630.646781|+11.818|0.005
2457630.647047|+11.827|0.005
2457630.648253|+11.830|0.005
2457630.648526|+11.840|0.005
2457630.648792|+11.844|0.005
2457630.649062|+11.831|0.005
2457630.649604|+11.830|0.005
2457630.649876|+11.839|0.005
2457630.650149|+11.831|0.005
2457630.650417|+11.847|0.005
2457630.650685|+11.850|0.005
2457630.650959|+11.829|0.005
2457630.651223|+11.843|0.005
2457630.651495|+11.839|0.005
2457630.651768|+11.845|0.005
2457630.652033|+11.833|0.005
2457630.653046|+11.839|0.005
2457630.653313|+11.844|0.005
2457630.653582|+11.823|0.005
2457630.653857|+11.819|0.005
2457630.654124|+11.834|0.005
2457630.654391|+11.825|0.005
2457630.654666|+11.835|0.005
2457630.654932|+11.837|0.005
2457630.655204|+11.826|0.005
2457630.655478|+11.833|0.005
2457630.655745|+11.847|0.005
2457630.656019|+11.848|0.005
2457630.656294|+11.841|0.005
2457630.656560|+11.838|0.005
2457630.656829|+11.838|0.005
2457630.657834|+11.845|0.005
2457630.658372|+11.824|0.005
2457630.658647|+11.835|0.005
2457630.658923|+11.832|0.005
2457630.659197|+11.827|0.005
2457630.659467|+11.830|0.005
2457630.659741|+11.827|0.005
2457630.660010|+11.814|0.005
2457630.660281|+11.835|0.005
2457630.660550|+11.830|0.005
2457630.660819|+11.834|0.005
2457630.661089|+11.833|0.005
2457630.661363|+11.823|0.005
2457630.661630|+11.818|0.005
2457630.662565|+11.807|0.005
2457630.662840|+11.810|0.005
2457630.663107|+11.797|0.005
2457630.663380|+11.802|0.005
2457630.663653|+11.823|0.005
2457630.663919|+11.799|0.005
2457630.664186|+11.802|0.005
2457630.664462|+11.820|0.005
2457630.664728|+11.805|0.005
2457630.664995|+11.799|0.005
2457630.665270|+11.808|0.005
2457630.665537|+11.791|0.005
2457630.665806|+11.784|0.005
2457630.666079|+11.800|0.005
2457630.666343|+11.801|0.005
2457630.667359|+11.777|0.005
2457630.667627|+11.794|0.005
2457630.667899|+11.774|0.005
2457630.668440|+11.780|0.005
2457630.668710|+11.774|0.005
2457630.668984|+11.794|0.005
2457630.669252|+11.765|0.005
2457630.669521|+11.761|0.005
2457630.669795|+11.758|0.005
2457630.670061|+11.773|0.005
2457630.670335|+11.762|0.005
2457630.670611|+11.760|0.005
2457630.670877|+11.764|0.005
2457630.671144|+11.767|0.005
2457630.672248|+11.750|0.005
2457630.672515|+11.724|0.005
2457630.672779|+11.745|0.005
2457630.673056|+11.747|0.005
2457630.673323|+11.744|0.005
