Phase,Magnitude
0.005,16.706749439239502
0.015,16.699625151497976
0.025,16.70044469833374
0.035,16.711244583129883
0.045,16.71012412177192
0.055,16.73117528642927
0.065,16.72847791818472
0.07500000000000001,16.762849807739258
0.08499999999999999,16.769380024501256
0.095,16.78113212585449
0.10500000000000001,16.80643367767334
0.11499999999999999,16.81000518798828
0.125,16.837409655253094
0.135,16.901927947998047
0.14500000000000002,16.928680419921875
0.155,16.956107711791994
0.165,16.99475724356515
0.175,16.99960470199585
0.185,17.12328338623047
0.195,17.108418655395507
0.20500000000000002,17.201472022316672
0.215,17.237858454386394
0.225,17.35246353149414
0.235,17.367566789899552
0.245,17.381746504041885
0.255,17.35297203063965
0.265,17.302722334861755
0.275,17.24963349562425
0.28500000000000003,17.221800584059494
0.295,17.128748416900635
0.305,17.0780450035544
0.315,17.023615385356702
0.325,16.971381759643556
0.335,16.90880515358665
0.34500000000000003,16.906828498840333
0.355,16.875894904136658
0.365,16.86173336322491
0.375,16.844266255696613
0.385,16.810296058654785
0.395,16.795166611671448
0.405,16.769292329487048
0.41500000000000004,16.766870346069336
0.425,16.763749729503285
0.435,16.73671048482259
0.445,16.724938305941496
0.455,16.728276704487048
0.465,16.720344270978654
0.475,16.71361743702608
0.485,16.70831062680199
0.495,16.70760498046875
0.505,16.71149002421986
0.515,16.727426052093506
0.525,16.723643754657946
0.535,16.73413424058394
0.545,16.737946955362954
0.555,16.755057334899902
0.5650000000000001,16.757325116325827
0.575,16.779832010683805
0.585,16.79758135477702
0.595,16.81603681630102
0.605,16.837629318237305
0.615,16.865101462916325
0.625,16.888820966084797
0.635,16.920108341035387
0.645,16.94980411529541
0.655,17.001040867396764
0.665,17.052656173706055
0.675,17.10054768456353
0.685,17.170315669133114
0.6950000000000001,17.203083801269532
0.7050000000000001,17.26102042198181
0.715,17.358176867167156
0.725,17.39629077911377
0.735,17.47573471069336
0.745,17.467200173272026
0.755,17.468331813812256
0.765,17.433159987131756
0.775,17.363210117115695
0.785,17.319020589192707
0.795,17.24474187997671
0.805,17.145548343658447
0.8150000000000001,17.080450330461776
0.8250000000000001,17.014080567793414
0.835,16.990357398986816
0.845,16.93722234453474
0.855,16.902804851531982
0.865,16.867690404256184
0.875,16.866085624694826
0.885,16.82796287536621
0.895,16.790363629659016
0.905,16.80752944946289
0.915,16.76554718017578
0.925,16.747610825758713
0.935,16.726174926757814
0.9450000000000001,16.743435382843018
0.9550000000000001,16.71237826347351
0.965,16.710543155670166
0.975,16.73652982711792
0.985,16.70608425140381
0.995,16.701925659179686
1.005,16.706749439239502
1.015,16.699625151497976
1.025,16.70044469833374
1.035,16.711244583129883
1.045,16.71012412177192
1.055,16.73117528642927
1.065,16.72847791818472
1.075,16.762849807739258
1.085,16.769380024501256
1.095,16.78113212585449
1.105,16.80643367767334
1.115,16.81000518798828
1.125,16.837409655253094
1.135,16.901927947998047
1.145,16.928680419921875
1.155,16.956107711791994
1.165,16.99475724356515
1.175,16.99960470199585
1.185,17.12328338623047
1.195,17.108418655395507
1.205,17.201472022316672
1.215,17.237858454386394
1.225,17.35246353149414
1.2349999999999999,17.367566789899552
1.245,17.381746504041885
1.255,17.35297203063965
1.2650000000000001,17.302722334861755
1.275,17.24963349562425
1.2850000000000001,17.221800584059494
1.295,17.128748416900635
1.305,17.0780450035544
1.315,17.023615385356702
1.325,16.971381759643556
1.335,16.90880515358665
1.345,16.906828498840333
1.355,16.875894904136658
1.365,16.86173336322491
1.375,16.844266255696613
1.385,16.810296058654785
1.395,16.795166611671448
1.405,16.769292329487048
1.415,16.766870346069336
1.425,16.763749729503285
1.435,16.73671048482259
1.445,16.724938305941496
1.455,16.728276704487048
1.465,16.720344270978654
1.475,16.71361743702608
1.4849999999999999,16.70831062680199
1.495,16.70760498046875
1.505,16.71149002421986
1.5150000000000001,16.727426052093506
1.525,16.723643754657946
1.5350000000000001,16.73413424058394
1.545,16.737946955362954
1.5550000000000002,16.755057334899902
1.565,16.757325116325827
1.575,16.779832010683805
1.585,16.79758135477702
1.595,16.81603681630102
1.605,16.837629318237305
1.615,16.865101462916325
1.625,16.888820966084797
1.635,16.920108341035387
1.645,16.94980411529541
1.655,17.001040867396764
1.665,17.052656173706055
1.675,17.10054768456353
1.685,17.170315669133114
1.695,17.203083801269532
1.705,17.26102042198181
1.7149999999999999,17.358176867167156
1.725,17.39629077911377
1.7349999999999999,17.47573471069336
1.745,17.467200173272026
1.755,17.468331813812256
1.7650000000000001,17.433159987131756
1.775,17.363210117115695
1.7850000000000001,17.319020589192707
1.795,17.24474187997671
1.8050000000000002,17.145548343658447
1.815,17.080450330461776
1.8250000000000002,17.014080567793414
1.835,16.990357398986816
1.845,16.93722234453474
1.855,16.902804851531982
1.865,16.867690404256184
1.875,16.866085624694826
1.885,16.82796287536621
1.895,16.790363629659016
1.905,16.80752944946289
1.915,16.76554718017578
1.925,16.747610825758713
1.935,16.726174926757814
1.945,16.743435382843018
1.955,16.71237826347351
1.9649999999999999,16.710543155670166
1.975,16.73652982711792
1.9849999999999999,16.70608425140381
1.995,16.701925659179686
