Phase,Magnitude
0.005,14.491903035308312
0.015,14.493760830327034
0.025,14.497719723074306
0.035,14.503866173923424
0.045,14.512300639992102
0.055,14.523127237795757
0.065,14.536442696252616
0.07500000000000001,14.552325666477563
0.08499999999999999,14.570827415851692
0.095,14.591964789561981
0.10500000000000001,14.615716087244005
0.11499999999999999,14.642020199111329
0.125,14.670779005786107
0.135,14.701862703836653
0.14500000000000002,14.735117410256825
0.155,14.77037415625295
0.165,14.807458229844968
0.175,14.846197784956138
0.185,14.886430707938933
0.195,14.928008915234624
0.20500000000000002,14.9707995311569
0.215,15.014682735927616
0.225,15.059546447153531
0.235,15.105278365068042
0.245,15.151756235030252
0.255,15.198837425548845
0.265,15.246349059169038
0.275,15.294079949582931
0.28500000000000003,15.341775485821946
0.295,15.389136370527828
0.305,15.435821783409068
0.315,15.481457132914105
0.325,15.525646116525525
0.335,15.56798637481474
0.34500000000000003,15.608087638708326
0.355,15.64559097175541
0.365,15.680187530475497
0.375,15.711635226424528
0.385,15.739771781039911
0.395,15.764522912567255
0.405,15.785904764113155
0.41500000000000004,15.804020142144244
0.425,15.81904864570449
0.435,15.831231283111368
0.445,15.840850648645636
0.455,15.84820812364419
0.465,15.853599838485133
0.475,15.857293258799407
0.485,15.85950622837808
0.495,15.860390114341323
0.505,15.86001837290971
0.515,15.858381414917016
0.525,15.855388137415682
0.535,15.850873946268507
0.545,15.844614571818008
0.555,15.836344520981743
0.5650000000000001,15.825778653783384
0.575,15.812635150128179
0.585,15.796658061046074
0.595,15.777637721395035
0.605,15.755427527943093
0.615,15.729955934799932
0.625,15.701232953771447
0.635,15.66935092949069
0.645,15.634479843859717
0.655,15.596857847901688
0.665,15.556778082850746
0.675,15.514573105801073
0.685,15.470598359112433
0.6950000000000001,15.425216110259248
0.7050000000000001,15.37878114614087
0.715,15.331629251394222
0.725,15.284069162430317
0.735,15.236378303371428
0.745,15.18880221597883
0.755,15.141557231897277
0.765,15.094835636871565
0.775,15.048812370368726
0.785,15.003652207673522
0.795,14.959516390959669
0.805,14.916567805197001
0.8150000000000001,14.87497401715594
0.8250000000000001,14.834907785232096
0.835,14.796544972032454
0.845,14.760060115391274
0.855,14.725620202152106
0.865,14.69337741229263
0.875,14.663461735661562
0.885,14.635974396154882
0.895,14.610982945831235
0.905,14.588518722518785
0.915,14.56857711724947
0.925,14.551120798847407
0.935,14.536085724023597
0.9450000000000001,14.523389456259924
0.9550000000000001,14.512941058010929
0.965,14.50465163591532
0.975,14.49844452774079
0.985,14.494264132923428
0.995,14.492082505262696
1.005,14.491903035308312
1.015,14.493760830327034
1.025,14.497719723074306
1.035,14.503866173923424
1.045,14.512300639992102
1.055,14.523127237795757
1.065,14.536442696252616
1.075,14.552325666477563
1.085,14.570827415851692
1.095,14.591964789561981
1.105,14.615716087244005
1.115,14.642020199111329
1.125,14.670779005786107
1.135,14.701862703836653
1.145,14.735117410256825
1.155,14.77037415625295
1.165,14.807458229844968
1.175,14.846197784956138
1.185,14.886430707938933
1.195,14.928008915234624
1.205,14.9707995311569
1.215,15.014682735927616
1.225,15.059546447153531
1.2349999999999999,15.105278365068042
1.245,15.151756235030252
1.255,15.198837425548845
1.2650000000000001,15.246349059169038
1.275,15.294079949582931
1.2850000000000001,15.341775485821946
1.295,15.389136370527828
1.305,15.435821783409068
1.315,15.481457132914105
1.325,15.525646116525525
1.335,15.56798637481474
1.345,15.608087638708326
1.355,15.64559097175541
1.365,15.680187530475497
1.375,15.711635226424528
1.385,15.739771781039911
1.395,15.764522912567255
1.405,15.785904764113155
1.415,15.804020142144244
1.425,15.81904864570449
1.435,15.831231283111368
1.445,15.840850648645636
1.455,15.84820812364419
1.465,15.853599838485133
1.475,15.857293258799407
1.4849999999999999,15.85950622837808
1.495,15.860390114341323
1.505,15.86001837290971
1.5150000000000001,15.858381414917016
1.525,15.855388137415682
1.5350000000000001,15.850873946268507
1.545,15.844614571818008
1.5550000000000002,15.836344520981743
1.565,15.825778653783384
1.575,15.812635150128179
1.585,15.796658061046074
1.595,15.777637721395035
1.605,15.755427527943093
1.615,15.729955934799932
1.625,15.701232953771447
1.635,15.66935092949069
1.645,15.634479843859717
1.655,15.596857847901688
1.665,15.556778082850746
1.675,15.514573105801073
1.685,15.470598359112433
1.695,15.425216110259248
1.705,15.37878114614087
1.7149999999999999,15.331629251394222
1.725,15.284069162430317
1.7349999999999999,15.236378303371428
1.745,15.18880221597883
1.755,15.141557231897277
1.7650000000000001,15.094835636871565
1.775,15.048812370368726
1.7850000000000001,15.003652207673522
1.795,14.959516390959669
1.8050000000000002,14.916567805197001
1.815,14.87497401715594
1.8250000000000002,14.834907785232096
1.835,14.796544972032454
1.845,14.760060115391274
1.855,14.725620202152106
1.865,14.69337741229263
1.875,14.663461735661562
1.885,14.635974396154882
1.895,14.610982945831235
1.905,14.588518722518785
1.915,14.56857711724947
1.925,14.551120798847407
1.935,14.536085724023597
1.945,14.523389456259924
1.955,14.512941058010929
1.9649999999999999,14.50465163591532
1.975,14.49844452774079
1.9849999999999999,14.494264132923428
1.995,14.492082505262696
