oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid,phase
587104200017362,80348275,2458557.9831215288,58557.4827546,14.978758811950684,0.011879329569637775,0,zg,263.4708643,16.9195961,1.1410000324249268,-0.003000000026077032,20190315482755,587,4,2,20.239999771118164,25.948959350585938,0.03303190693259239,-0.024107225239276886,1.917056943057105e-05,30.0,1.2419999837875366,1,0
587104200017362,80348365,2458557.984024401,58557.4836574,14.993127822875977,0.011885852552950382,0,zg,263.4708376,16.9196207,0.8849999904632568,-0.010999999940395355,20190315483657,587,4,2,20.040000915527344,26.010292053222656,0.036156829446554184,-0.030177125707268715,2.2705044102622196e-05,30.0,1.2369999885559082,2,0
587104200017362,80352074,2458558.021110549,58557.5207407,15.016915321350098,0.011897054500877857,0,zg,263.4708571,16.9195885,0.6159999966621399,-0.0010000000474974513,20190315520741,587,4,2,19.84000015258789,25.77468490600586,0.04273437336087227,-0.021773425862193108,3.10835603158921e-05,30.0,1.1089999675750732,2,0
587104200017362,81350246,2458568.0035898853,58567.5024653,14.983302116394043,0.011881373822689056,0,zg,263.4708419,16.9196014,0.984000027179718,-0.027000000700354576,20190325502431,587,4,2,20.469999313354492,26.148530960083008,0.022794615477323532,-0.03217622637748718,8.73797671374632e-06,30.0,1.0889999866485596,1,0
587104200017362,81441481,2458568.916007261,58568.4148148,15.083468437194824,0.011931131593883038,65535,zg,263.4707822,16.9196804,2.994999885559082,0.028999999165534973,20190326414815,587,4,2,19.950000762939453,26.05145835876465,0.03232918679714203,-0.10836324840784073,1.889945997390896e-05,30.0,1.4830000400543213,2,0
587104200017362,81443758,2458568.93877517,58568.437581,15.130158424377441,0.01195755135267973,0,zg,263.4708048,16.9196423,2.3259999752044678,0.05000000074505806,20190326437581,587,4,2,20.170000076293945,26.15932273864746,0.0286144707351923,-0.09861670434474945,1.4770408597541973e-05,30.0,1.3209999799728394,2,0
587104200017362,81445841,2458568.9596101316,58568.4584144,15.149422645568848,0.011969081126153469,0,zg,263.4708294,16.9196125,1.63100004196167,0.05999999865889549,20190326458403,587,4,2,20.18000030517578,26.096433639526367,0.026909079402685165,-0.09107706695795059,1.2898411114292685e-05,30.0,1.215999960899353,2,0
587104200017362,82151962,2458576.0213413406,58575.5196296,14.883089065551758,0.01184035837650299,32768,zg,263.4708411,16.9196085,0.5370000004768372,-0.009999999776482582,20190402519630,587,4,2,19.950000762939453,25.451488494873047,0.03491128236055374,-0.05751706659793854,2.1411056877695955e-05,30.0,1.0379999876022339,2,0
587104200017362,82152053,2458576.0222442048,58575.5205324,14.956031799316406,0.01186937652528286,32768,zg,263.4708488,16.9195971,0.3149999976158142,-0.004000000189989805,20190402520532,587,4,2,20.110000610351562,25.30048179626465,0.03473751246929169,-0.04922804981470108,2.0922576368320733e-05,30.0,1.0369999408721924,1,0
587104200017362,82152246,2458576.0241772435,58575.5224653,14.954686164855957,0.011868801899254322,32768,zg,263.4708512,16.9195888,0.7120000123977661,-0.02500000037252903,20190402522396,587,4,2,19.219999313354492,24.641983032226562,0.04665848985314369,-0.0638333112001419,5.551810681936331e-05,30.0,1.0360000133514404,2,0
587104200017362,83138809,2458585.89048347,58585.3880903,14.963661193847656,0.011872668750584126,0,zg,263.4708496,16.9195909,0.6660000085830688,-0.03999999910593033,20190412387940,587,4,2,21.329999923706055,26.09050178527832,0.019019663333892822,-0.037500374019145966,6.393398507498205e-06,30.0,1.340000033378601,2,0
587104200017362,83542277,2458589.9254322243,58589.4227778,15.006471633911133,0.011892073787748814,0,zg,263.4708505,16.9195819,0.5519999861717224,-0.00800000037997961,20190416422708,587,4,2,19.719999313354492,25.810312271118164,0.04047121852636337,-0.05443781614303589,2.84338129858952e-05,30.0,1.1380000114440918,1,0
587104200017362,83542373,2458589.9263928854,58589.4237384,15.01701831817627,0.011897102929651737,0,zg,263.4708453,16.9195987,0.42399999499320984,-0.009999999776482582,20190416423715,587,4,2,19.65999984741211,25.85883140563965,0.046562619507312775,-0.06206661835312843,3.74797273252625e-05,30.0,1.1349999904632568,2,0
587104200017362,83546104,2458589.9636985585,58589.4610417,15.02896499633789,0.011902921833097935,32768,zg,263.470865,16.9196104,0.6029999852180481,0.0,20190416461042,587,4,2,17.989999771118164,23.91689682006836,0.05799343064427376,-0.05348271504044533,0.00044589434401132166,30.0,1.0570000410079956,2,0
587104200017362,84639923,2458600.9025382893,58600.3992361,15.085947036743164,0.011932481080293655,0,zg,263.4708454,16.919592,0.28700000047683716,-0.004000000189989805,20190427399201,587,4,2,21.760000228881836,26.195547103881836,0.01688934676349163,-0.054830193519592285,5.023694939154666e-06,30.0,1.1200000047683716,2,0
587104200017362,134017344,2459094.674543892,59094.1734491,15.008024215698242,0.01189280766993761,0,zg,263.4707581,16.9195357,0.5889999866485596,0.04800000041723251,20200902173449,587,4,2,20.270000457763672,26.17890739440918,0.026016557589173317,-0.06429105252027512,1.2068042451574001e-05,30.0,1.0859999656677246,1,0
587104200017362,135218778,2459106.6879843115,59106.1877894,15.036954879760742,0.011906883679330349,32768,zg,263.4707441,16.9195282,0.45899999141693115,-0.003000000026077032,20200914187789,587,4,2,20.450000762939453,25.41891098022461,0.026018062606453896,-0.019000563770532608,1.2288415746297687e-05,30.0,1.2350000143051147,1,0
587104200017362,135314962,2459107.649751922,59107.1496296,14.912062644958496,0.011851361952722073,32768,zg,263.4707478,16.9195225,0.6420000195503235,-0.03500000014901161,20200915149618,587,4,2,20.799999237060547,25.451398849487305,0.023694703355431557,-0.03620564192533493,9.81887751549948e-06,30.0,1.1119999885559082,1,0
587104200017362,135425577,2459108.755814227,59108.2557755,14.889273643493652,0.01184265036135912,32768,zg,263.4707227,16.9195326,1.2369999885559082,-0.11800000071525574,20200916255775,587,4,2,19.8700008392334,24.891605377197266,0.039293788373470306,0.0007823467603884637,2.7371324904379435e-05,30.0,1.88100004196167,1,0
587104200017362,135520687,2459109.7068420216,59109.206875,14.974201202392578,0.011877299286425114,0,zg,263.4707367,16.9195245,0.4480000138282776,-0.012000000104308128,20200917206875,587,4,2,20.920000076293945,25.80099105834961,0.020422320812940598,-0.03371177613735199,7.333449957513949e-06,30.0,1.3910000324249268,1,0
587104200017362,135614846,2459110.648356682,59110.1484606,15.0603666305542,0.011918834410607815,0,zg,263.4707387,16.9195386,1.5479999780654907,-0.010999999940395355,20200918148461,587,4,2,20.969999313354492,26.097448348999023,0.02133144997060299,-0.07799103111028671,8.499114301230293e-06,30.0,1.13100004196167,1,0
587104200017362,135713336,2459111.6331900205,59111.1333681,14.96122932434082,0.01187161449342966,0,zg,263.4707507,16.9195308,0.4399999976158142,-0.014000000432133675,20200919133368,587,4,2,21.450000762939453,26.087936401367188,0.01764659397304058,-0.0527493916451931,5.634113222185988e-06,30.0,1.100000023841858,1,0
587104200017362,135813775,2459112.637500986,59112.1377546,15.000452041625977,0.01188924815505743,0,zg,263.4707419,16.91954,0.9779999852180481,0.029999999329447746,20200920137755,587,4,2,21.170000076293945,26.292848587036133,0.020779095590114594,-0.09157321602106094,7.92437913332833e-06,30.0,1.1169999837875366,1,0
587104200017362,135918126,2459113.6809296208,59113.1812616,14.989689826965332,0.011884276755154133,0,zg,263.470747,16.9195214,0.5379999876022339,-0.014999999664723873,20200921181262,587,4,2,21.399999618530273,26.083168029785156,0.01845340058207512,-0.036955296993255615,5.866543233423727e-06,30.0,1.2990000247955322,1,0
587104200017362,136019611,2459114.6957030855,59114.1961111,14.66252326965332,0.011777283623814583,0,zg,263.4707443,16.9195266,0.5649999976158142,-0.03200000151991844,20200922196111,587,4,2,20.940000534057617,26.021909713745117,0.019642088562250137,-0.040065087378025055,6.558707809745101e-06,30.0,1.4119999408721924,1,0
587104200017362,137014505,2459124.6439178395,59124.1450579,14.939713478088379,0.011862503364682198,0,zg,263.4707397,16.91952,0.7139999866485596,-0.03999999910593033,20201002145058,587,4,2,20.25,26.163644790649414,0.02602211758494377,-0.03778741508722305,1.1421687304391526e-05,30.0,1.2660000324249268,1,0
587104200017362,137416359,2459128.662173394,59128.1635995,14.906888008117676,0.01184934750199318,0,zg,263.4707354,16.9195201,0.722000002861023,-0.03799999877810478,20201006163600,587,4,2,20.969999313354492,26.02496910095215,0.02095751278102398,-0.03127818554639816,7.481374268536456e-06,30.0,1.4559999704360962,1,0
587104200017362,137615233,2459130.6507730647,59130.152338,14.510239601135254,0.011752637103199959,0,zg,263.4707644,16.919534,0.4659999907016754,-0.024000000208616257,20201008152338,587,4,2,21.100000381469727,26.22393226623535,0.020739149302244186,-0.056267548352479935,7.4419153861526866e-06,30.0,1.4119999408721924,1,0
587104200017362,138110995,2459135.608051815,59135.1099537,14.974782943725586,0.011877557262778282,0,zg,263.4707296,16.9195223,0.5669999718666077,-0.013000000268220901,20201013109954,587,4,2,21.34000015258789,26.219743728637695,0.016980545595288277,-0.05095135420560837,5.032228727941401e-06,30.0,1.2419999837875366,1,0
587104200017362,140313112,2459157.6279407903,59157.1311227,14.817740440368652,0.01181796845048666,32768,zg,263.4706956,16.9194991,0.718999981880188,-0.004999999888241291,20201104130961,587,4,2,19.530000686645508,26.044483184814453,0.04136605188250542,-0.036447856575250626,3.0982831958681345e-05,30.0,2.0329999923706055,1,0
587104200017362,149451120,2459249.0087465835,59248.5112037,15.075589179992676,0.011926880106329918,0,zg,263.4707717,16.9194915,0.3540000021457672,-0.007000000216066837,20210203511204,587,4,2,20.110000610351562,26.183473587036133,0.027055691927671432,-0.04154752939939499,1.2604326002474409e-05,30.0,2.0,1,0
587104200017362,149649819,2459250.9958598767,59250.4981944,14.86963939666748,0.01183547917753458,0,zg,263.4708158,16.9194976,0.7450000047683716,-0.007000000216066837,20210205498194,587,4,2,20.290000915527344,26.15751838684082,0.030775250867009163,-0.032954439520835876,1.598320886841975e-05,30.0,2.1480000019073486,1,0
587104200017362,149853262,2459253.030421548,59252.5326273,15.020957946777344,0.0118990084156394,0,zg,263.4707883,16.9195093,0.9990000128746033,0.07199999690055847,20210207532616,587,4,2,21.299999237060547,26.26587677001953,0.01736283488571644,-0.05776868388056755,5.183029315958265e-06,30.0,1.565000057220459,1,0
587104200017362,150054076,2459255.0386882327,59254.5407639,14.65014934539795,0.011774745769798756,32768,zg,263.4707896,16.9195024,1.1950000524520874,-0.05000000074505806,20210209540764,587,4,2,18.649999618530273,23.641387939453125,0.05573442950844765,-0.04554503783583641,0.0001670444617047906,30.0,1.4450000524520874,1,0
587104200017362,150452445,2459259.0226465305,59258.524456,15.029373168945312,0.011903121136128902,0,zg,263.4707852,16.9195254,0.5609999895095825,-0.003000000026077032,20210213524456,587,4,2,20.690000534057617,26.223188400268555,0.025631286203861237,-0.07161737978458405,1.142145356425317e-05,30.0,1.4889999628067017,1,0
587104200017362,150953070,2459264.029244625,59263.530706,14.901322364807129,0.011847203597426414,0,zg,263.4707868,16.9195293,0.46299999952316284,-0.0010000000474974513,20210218530706,587,4,2,20.229999542236328,26.301010131835938,0.027293549850583076,-0.03753058239817619,1.2745646017719992e-05,30.0,1.343000054359436,1,0
587104200017362,151653197,2459271.031024832,59270.5319792,15.06523609161377,0.011921384371817112,0,zg,263.4707875,16.9195267,1.350000023841858,-0.004999999888241291,20210225531979,587,4,2,19.690000534057617,26.29923439025879,0.0366903655230999,-0.04964666813611984,2.414751361357048e-05,30.0,1.2330000400543213,1,0
587104200017362,152148753,2459275.9869496846,59275.4875347,14.93713092803955,0.011861435137689114,0,zg,263.4708141,16.9195198,0.9380000233650208,-0.0,20210302487500,587,4,2,19.8799991607666,26.270061492919922,0.027261624112725258,-0.04753577336668968,1.2858381523983553e-05,30.0,1.4129999876022339,1,0
587104200017362,153751649,2459292.0171280536,59291.5164931,14.933698654174805,0.011860025115311146,0,zg,263.4707715,16.9195194,1.031000018119812,-0.04399999976158142,20210318516493,587,4,2,21.59000015258789,26.31159019470215,0.016318628564476967,-0.05696677044034004,4.7119465307332575e-06,30.0,1.0959999561309814,1,0
587104200017362,154443747,2459298.938632951,59298.4374769,15.08622932434082,0.011932634748518467,0,zg,263.4707775,16.9195275,0.48100000619888306,-0.003000000026077032,20210325437465,587,4,2,19.84000015258789,25.957124710083008,0.03355211392045021,-0.05969721078872681,1.907267505885102e-05,30.0,1.3289999961853027,1,0
587104200017362,154849378,2459302.995240086,59302.4937847,15.098491668701172,0.011939399875700474,0,zg,263.4707707,16.9195164,1.031000018119812,0.07800000160932541,20210329493773,587,4,2,20.329999923706055,26.285470962524414,0.02298164553940296,-0.04387161508202553,8.93897595233284e-06,30.0,1.0809999704360962,1,0
587104200017362,155048658,2459304.988185833,59304.4865856,14.96080493927002,0.011871430091559887,0,zg,263.470788,16.9195153,1.1419999599456787,-0.007000000216066837,20210331486586,587,4,2,18.950000762939453,26.266923904418945,0.045533083379268646,-0.026527341455221176,5.634251647279598e-05,30.0,1.0839999914169312,1,0
