Modified Julian Day,Magnitude,mjd
58350.0,,
58350.04166666651,,
58350.08333333349,,
58350.125,17.110282897949222,58350.1627199
58350.16666666651,17.116190910339355,58350.19431135
58350.20833333349,,
58350.25,,
58350.29166666651,,
58350.33333333349,,
58350.375,,
58350.41666666651,,
58350.45833333349,,
58350.5,,
58350.54166666651,,
58350.58333333349,,
58350.625,,
58350.66666666651,,
58350.70833333349,,
58350.75,,
58350.79166666651,,
58350.83333333349,,
58350.875,,
58350.91666666651,,
58350.95833333349,,
58351.0,,
58351.04166666651,,
58351.08333333349,,
58351.125,17.07686996459961,58351.161550900004
58351.16666666651,17.12513828277588,58351.183553250004
58351.20833333349,,
58351.25,,
58351.29166666651,,
58351.33333333349,,
58351.375,,
58351.41666666651,,
58351.45833333349,,
58351.5,,
58351.54166666651,,
58351.58333333349,,
58351.625,,
58351.66666666651,,
58351.70833333349,,
58351.75,,
58351.79166666651,,
58351.83333333349,,
58351.875,,
58351.91666666651,,
58351.95833333349,,
58352.0,,
58352.04166666651,,
58352.08333333349,,
58352.125,,
58352.16666666651,,
58352.20833333349,17.537768681844074,58352.22415123333
58352.25,17.11474609375,58352.2566435
58352.29166666651,,
58352.33333333349,,
58352.375,,
58352.41666666651,,
58352.45833333349,,
58352.5,,
58352.54166666651,,
58352.58333333349,,
58352.625,,
58352.66666666651,,
58352.70833333349,,
58352.75,,
58352.79166666651,,
58352.83333333349,,
58352.875,,
58352.91666666651,,
58352.95833333349,,
58353.0,,
58353.04166666651,,
58353.08333333349,,
58353.125,,
58353.16666666651,17.525285720825195,58353.18784145
58353.20833333349,17.12391471862793,58353.23543405
58353.25,17.16115379333496,58353.26993055001
58353.29166666651,,
58353.33333333349,,
58353.375,,
58353.41666666651,,
58353.45833333349,,
58353.5,,
58353.54166666651,,
58353.58333333349,,
58353.625,,
58353.66666666651,,
58353.70833333349,,
58353.75,,
58353.79166666651,,
58353.83333333349,,
58353.875,,
58353.91666666651,,
58353.95833333349,,
58354.0,,
58354.04166666651,,
58354.08333333349,,
58354.125,,
58354.16666666651,17.225849151611328,58354.19027199999
58354.20833333349,17.079480171203613,58354.2367303
58354.25,,
58354.29166666651,,
58354.33333333349,,
58354.375,,
58354.41666666651,,
58354.45833333349,,
58354.5,,
58354.54166666651,,
58354.58333333349,,
58354.625,,
58354.66666666651,,
58354.70833333349,,
58354.75,,
58354.79166666651,,
58354.83333333349,,
58354.875,,
58354.91666666651,,
58354.95833333349,,
58355.0,,
58355.04166666651,,
58355.08333333349,,
58355.125,,
58355.16666666651,,
58355.20833333349,17.396583557128906,58355.24909725
58355.25,17.796234130859375,58355.26738430001
58355.29166666651,,
58355.33333333349,,
58355.375,,
58355.41666666651,,
58355.45833333349,,
58355.5,,
58355.54166666651,,
58355.58333333349,,
58355.625,,
58355.66666666651,,
58355.70833333349,,
58355.75,,
58355.79166666651,,
58355.83333333349,,
58355.875,,
58355.91666666651,,
58355.95833333349,,
58356.0,,
58356.04166666651,,
58356.08333333349,,
58356.125,,
58356.16666666651,,
58356.20833333349,17.450313568115234,58356.2350058
58356.25,17.379539489746097,58356.2693519
58356.29166666651,,
58356.33333333349,,
58356.375,,
58356.41666666651,,
58356.45833333349,,
58356.5,,
58356.54166666651,,
58356.58333333349,,
58356.625,,
58356.66666666651,,
58356.70833333349,,
58356.75,,
58356.79166666651,,
58356.83333333349,,
58356.875,,
58356.91666666651,,
58356.95833333349,,
58357.0,,
58357.04166666651,,
58357.08333333349,,
58357.125,,
58357.16666666651,17.170921325683597,58357.183518499995
58357.20833333349,17.532966613769528,58357.2421412
58357.25,17.191346168518066,58357.270092599996
58357.29166666651,,
58357.33333333349,,
58357.375,,
58357.41666666651,,
58357.45833333349,,
58357.5,,
58357.54166666651,,
58357.58333333349,,
58357.625,,
58357.66666666651,,
58357.70833333349,,
58357.75,,
58357.79166666651,,
58357.83333333349,,
58357.875,,
58357.91666666651,,
58357.95833333349,,
58358.0,,
58358.04166666651,,
58358.08333333349,,
58358.125,,
58358.16666666651,17.61204242706299,58358.200706050004
