Phase,Magnitude
0.005,17.056616216750033
0.015,17.060087225963667
0.025,17.06668913568453
0.035,17.075660584816834
0.045,17.086136549415592
0.055,17.097323780975486
0.065,17.108667745895453
0.07500000000000001,17.11998221805809
0.08499999999999999,17.131518088037094
0.095,17.143957001406722
0.10500000000000001,17.158326808307272
0.11499999999999999,17.175847838365904
0.125,17.197729947007776
0.135,17.224948497792067
0.14500000000000002,17.258031717950935
0.155,17.29689151638301
0.165,17.340724867362216
0.175,17.388003883756287
0.185,17.43656094877314
0.195,17.483762366824024
0.20500000000000002,17.52675172958676
0.215,17.562734293320585
0.225,17.589267528842043
0.235,17.604521519556663
0.245,17.607476285614165
0.255,17.598030965253663
0.265,17.577011030972162
0.275,17.546072830002885
0.28500000000000003,17.50751792896939
0.295,17.464041215506427
0.305,17.41844491028739
0.315,17.37335447391107
0.325,17.330971366404867
0.335,17.292891919976608
0.34500000000000003,17.26001205183968
0.355,17.23252553404189
0.365,17.2100107453362
0.375,17.191589044122033
0.385,17.176128750901047
0.395,17.162463455795002
0.405,17.149592653050963
0.41500000000000004,17.13683657758898
0.425,17.123924951579816
0.435,17.11100995310228
0.445,17.098605516211475
0.455,17.08746632280182
0.465,17.07842890098415
0.475,17.072242778429377
0.485,17.069420845872866
0.495,17.070134793703122
0.505,17.07417418164619
0.515,17.08097746801157
0.525,17.089731678404515
0.535,17.099526071850836
0.545,17.10953587210552
0.555,17.11920630259485
0.5650000000000001,17.12840573632905
0.575,17.137520059431097
0.585,17.147467979045338
0.595,17.159627976071913
0.605,17.175680401048893
0.615,17.19738103443363
0.625,17.22629343590699
0.635,17.26351496606148
0.645,17.309434305370413
0.655,17.363556071581336
0.665,17.424420910312268
0.675,17.48963806593549
0.685,17.556033380970636
0.6950000000000001,17.619900768482
0.7050000000000001,17.67733144630633
0.715,17.72458448179562
0.725,17.75845595613767
0.735,17.776603214392996
0.745,17.777785401663717
0.755,17.76199123257934
0.765,17.73043846288235
0.775,17.685445082120538
0.785,17.630187804774696
0.795,17.568376980679542
0.805,17.503886821498867
0.8150000000000001,17.440384601036964
0.8250000000000001,17.381001657975112
0.835,17.328082781275622
0.845,17.283039781049276
0.855,17.246321224960738
0.865,17.217495324380582
0.875,17.19542878876769
0.885,17.178532992414198
0.895,17.165041482318777
0.905,17.153280578172307
0.915,17.141897752227017
0.925,17.13002008871168
0.935,17.11732623782963
0.9450000000000001,17.104028265434234
0.9550000000000001,17.090772795482877
0.965,17.078482022200568
0.975,17.068162996031525
0.985,17.06071702689662
0.995,17.056779705867477
1.005,17.056616216750033
1.015,17.060087225963667
1.025,17.06668913568453
1.035,17.075660584816834
1.045,17.086136549415592
1.055,17.097323780975486
1.065,17.108667745895453
1.075,17.11998221805809
1.085,17.131518088037094
1.095,17.143957001406722
1.105,17.158326808307272
1.115,17.175847838365904
1.125,17.197729947007776
1.135,17.224948497792067
1.145,17.258031717950935
1.155,17.29689151638301
1.165,17.340724867362216
1.175,17.388003883756287
1.185,17.43656094877314
1.195,17.483762366824024
1.205,17.52675172958676
1.215,17.562734293320585
1.225,17.589267528842043
1.2349999999999999,17.604521519556663
1.245,17.607476285614165
1.255,17.598030965253663
1.2650000000000001,17.577011030972162
1.275,17.546072830002885
1.2850000000000001,17.50751792896939
1.295,17.464041215506427
1.305,17.41844491028739
1.315,17.37335447391107
1.325,17.330971366404867
1.335,17.292891919976608
1.345,17.26001205183968
1.355,17.23252553404189
1.365,17.2100107453362
1.375,17.191589044122033
1.385,17.176128750901047
1.395,17.162463455795002
1.405,17.149592653050963
1.415,17.13683657758898
1.425,17.123924951579816
1.435,17.11100995310228
1.445,17.098605516211475
1.455,17.08746632280182
1.465,17.07842890098415
1.475,17.072242778429377
1.4849999999999999,17.069420845872866
1.495,17.070134793703122
1.505,17.07417418164619
1.5150000000000001,17.08097746801157
1.525,17.089731678404515
1.5350000000000001,17.099526071850836
1.545,17.10953587210552
1.5550000000000002,17.11920630259485
1.565,17.12840573632905
1.575,17.137520059431097
1.585,17.147467979045338
1.595,17.159627976071913
1.605,17.175680401048893
1.615,17.19738103443363
1.625,17.22629343590699
1.635,17.26351496606148
1.645,17.309434305370413
1.655,17.363556071581336
1.665,17.424420910312268
1.675,17.48963806593549
1.685,17.556033380970636
1.695,17.619900768482
1.705,17.67733144630633
1.7149999999999999,17.72458448179562
1.725,17.75845595613767
1.7349999999999999,17.776603214392996
1.745,17.777785401663717
1.755,17.76199123257934
1.7650000000000001,17.73043846288235
1.775,17.685445082120538
1.7850000000000001,17.630187804774696
1.795,17.568376980679542
1.8050000000000002,17.503886821498867
1.815,17.440384601036964
1.8250000000000002,17.381001657975112
1.835,17.328082781275622
1.845,17.283039781049276
1.855,17.246321224960738
1.865,17.217495324380582
1.875,17.19542878876769
1.885,17.178532992414198
1.895,17.165041482318777
1.905,17.153280578172307
1.915,17.141897752227017
1.925,17.13002008871168
1.935,17.11732623782963
1.945,17.104028265434234
1.955,17.090772795482877
1.9649999999999999,17.078482022200568
1.975,17.068162996031525
1.9849999999999999,17.06071702689662
1.995,17.056779705867477
