mjd,mag,err_mag
5610.5361263200002,11.1279,0.00550774
5610.5368602500002,11.1316,0.00554471
5610.5375940499998,11.1273,0.00550762
5610.5383278500003,11.1288,0.00551133
5610.5390616400000,11.126,0.00548451
5610.5397954399996,11.1285,0.00548048
5610.5405292500000,11.1344,0.00551023
5610.5412630299998,11.1285,0.00549391
5610.5419968300002,11.1247,0.00546871
5610.5427306299998,11.1296,0.00549107
5610.5434645400001,11.13,0.00547894
5610.5441983199999,11.129,0.00546465
5610.5449321200003,11.1313,0.00548583
5610.5456659100000,11.1344,0.00547689
5610.5463996999997,11.1285,0.00547444
5610.5471334900003,11.1272,0.0054227
5610.5478672800000,11.1305,0.0054817
5610.5486010599998,11.1308,0.00545268
5610.5493348500004,11.1329,0.00543416
5610.5500687499998,11.1322,0.00544471
5610.5508025500003,11.1334,0.00545852
5610.5515363300001,11.1294,0.005545
5610.5891019299997,11.1311,0.00579338
5610.5898357500000,11.1343,0.00558338
5610.5905695600004,11.1329,0.00551554
5610.5913033899997,11.1286,0.00549315
5610.5920372099999,11.1291,0.00551065
5610.5927710300002,11.1309,0.00552107
5610.5935049600002,11.1307,0.00552819
5610.5942387799996,11.1306,0.0055307
5610.5949725999999,11.1315,0.00551517
5610.5957064100003,11.1341,0.00554393
5610.5971740599998,11.1286,0.00553807
5610.5979078600003,11.1266,0.005525
5610.5986416799997,11.1327,0.00554398
5610.5993754900001,11.1301,0.00552836
5610.6001094300000,11.1341,0.0055334
5610.6008432299996,11.1237,0.0055034
5610.6015770499998,11.1303,0.00553246
5610.6023108500003,11.1329,0.00553955
5610.6030446599998,11.1296,0.00552786
5610.6037784800001,11.1359,0.00556082
5610.6045122799997,11.1336,0.00554488
5610.6052460900000,11.1325,0.00556008
5610.6059798899996,11.1322,0.00555174
5610.6067138099997,11.1317,0.00554777
5610.6074476100002,11.1328,0.00554805
5610.6081814099998,11.1294,0.00553454
5610.6089152200002,11.13,0.00551247
5610.6096490099999,11.1339,0.00552098
5610.6103828100004,11.1301,0.00550229
5610.6111166100000,11.1285,0.00549142
5610.6118503999996,11.1324,0.00550807
5610.6125842000001,11.1284,0.00547695
5610.6133180999996,11.1284,0.00548507
5610.6140519000000,11.1312,0.00548894
5610.6147856899997,11.1319,0.00548736
5610.6155194800003,11.1271,0.00546611
5610.6162532799999,11.1329,0.00547948
5610.6169870599997,11.1301,0.00548404
5610.6177208500003,11.1354,0.00547312
5610.6184546400000,11.1302,0.00546916
5610.6191884299997,11.133,0.00546778
5610.6199223300000,11.1286,0.00543924
5610.6206561199997,11.1292,0.00543371
5610.6213899100003,11.1298,0.00545936
5610.6221236900001,11.1312,0.00557966
5610.6595642900002,11.1287,0.00573201
5610.6602981100004,11.1391,0.00558287
5610.6610319299998,11.1394,0.00550259
5610.6617657500001,11.1322,0.00549184
5610.6624995700004,11.1319,0.0055049
5610.6632333899997,11.1276,0.00545877
5610.6639672100000,11.1324,0.00551988
5610.6647010200004,11.1325,0.00550291
5610.6654348399998,11.1318,0.00553394
5610.6661687799997,11.1341,0.00551192
5610.6669026000000,11.1348,0.00555194
5610.6676364100003,11.1299,0.00554177
5610.6691040400001,11.1314,0.00553868
5610.6698378499996,11.1226,0.00550197
5610.6705716699998,11.1255,0.00549566
5610.6713054800002,11.1285,0.00552237
5610.6720392899997,11.1323,0.00554314
5610.6727732099998,11.1259,0.00551486
5610.6735070200002,11.1365,0.00554791
5610.6742408399996,11.1314,0.00555034
5610.6749746400001,11.1303,0.00554457
5610.6757084399997,11.132,0.00555693
5610.6764422500000,11.1354,0.00556056
5610.6771760499996,11.1266,0.00552693
5610.6779098600000,11.1258,0.00551707
5610.6786436599996,11.128,0.00552592
5610.6793775699998,11.1287,0.00553814
5610.6801113700003,11.1283,0.00550537
5610.6808451699999,11.1247,0.00545794
5610.6815789700004,11.1299,0.00549289
5610.6823127600001,11.1309,0.00550296
5610.6830465599996,11.1297,0.00548819
5610.6837803400003,11.1302,0.00548932
5610.6845141399999,11.1307,0.0054924
5610.6852479400004,11.1337,0.00548992
5610.6859818399998,11.1286,0.00547488
5610.6867156300004,11.1286,0.00546655
5610.6874494200001,11.1288,0.0054767
5610.6881832099998,11.1307,0.00546477
5610.6889169899996,11.1318,0.005476
5610.6896507800002,11.1318,0.00545829
5610.6903845699999,11.131,0.00544616
5610.6911183499997,11.1327,0.0054543
5610.6918521400003,11.1302,0.00546207
5610.6925860399997,11.1298,0.00558091
5610.7301209799998,11.1329,0.00569538
5610.7308547900002,11.1362,0.00555703
5610.7315886099996,11.1278,0.00547188
5610.7323224399997,11.1329,0.00550162
5610.7330562500001,11.1287,0.00549524
5610.7337901900000,11.1319,0.00551627
5610.7345240100003,11.1325,0.00547968
5610.7352578299997,11.1359,0.00554246
5610.7359916400001,11.1339,0.00553709
5610.7367254600003,11.1314,0.00552755
5610.7374592799997,11.1287,0.00552063
5610.7381930900001,11.1372,0.00556221
5610.7389269100004,11.1314,0.00553478
5610.7396607299997,11.1316,0.00553315
5610.7403946599998,11.1311,0.00553237
5610.7411284600003,11.123,0.00548727
5610.7418622799996,11.1254,0.00551185
5610.7440637099999,11.1251,0.00551077
5610.7447975200002,11.1281,0.00554891
5610.7455313199998,11.1314,0.00555379
5610.7462651300002,11.1263,0.00553756
5610.7477328499999,11.124,0.00551699
5610.7484666500004,11.1286,0.00552505
5610.7492004500000,11.1292,0.00554221
5610.7506680500001,11.1311,0.00552323
5610.7514018499996,11.1306,0.00550579
5610.7521356400002,11.1335,0.00550896
5610.7528694399998,11.134,0.00551486
5610.7536033500000,11.1322,0.0054953
5610.7543371499996,11.1337,0.00550728
5610.7550709400002,11.1287,0.00549054
5610.7558047299999,11.1299,0.00547585
5610.7565385199996,11.1297,0.00548098
5610.7572723100002,11.1349,0.0054894
5610.7580060999999,11.1308,0.00548858
5610.7587398899996,11.1352,0.0054774
5610.7594736700003,11.1334,0.00548099
5610.7602075799996,11.132,0.00545538
5610.7609413600003,11.1292,0.00542734
5610.7616751500000,11.1266,0.00541565
5610.7624089299998,11.1252,0.00545631
5610.7631427200004,11.1321,0.00563201
5610.8006031200002,11.1156,0.00563259
5610.8013369399996,11.126,0.00553726
5610.8042723299995,11.1283,0.00547682
5610.8050061499998,11.1327,0.00553621
5610.8057399700001,11.1328,0.00552911
5610.8064737900004,11.1314,0.00553695
5610.8072075999999,11.1356,0.0055031
5610.8079414200001,11.1287,0.0055385
5610.8086752299996,11.1291,0.00553208
5610.8094091700004,11.129,0.00553718
5610.8101429799999,11.1226,0.00551003
5610.8108768000002,11.1296,0.00553084
5610.8116106099997,11.1272,0.00551058
5610.8123444200000,11.123,0.005503
5610.8130782300004,11.1186,0.00548714
5610.8138120399999,11.1282,0.00551725
5610.8145458500003,11.1198,0.00550778
5610.8152796599998,11.1174,0.00550509
5610.8160135799999,11.1228,0.00553253
5610.8167473900003,11.1286,0.00556216
5610.8174811899999,11.1285,0.00554185
5610.8182149900003,11.1274,0.00553953
5610.8189487899999,11.1285,0.00553458
5610.8196825900004,11.1241,0.00552131
5610.8211501899996,11.1265,0.0054922
5610.8218839900001,11.1227,0.00547776
5610.8226179000003,11.1253,0.00549966
5610.8233516999999,11.1273,0.00549065
5610.8240854899996,11.1297,0.00549315
5610.8248192800002,11.1287,0.00549229
5610.8255530799997,11.129,0.00549468
5610.8262868600004,11.1267,0.00547633
5610.8270206600000,11.1307,0.0054787
5610.8277544499997,11.1272,0.00546495
5610.8284882300004,11.1287,0.00547506
5610.8292221399997,11.1285,0.00546312
5610.8299559300003,11.126,0.00546416
5610.8306897200000,11.1282,0.00545022
5610.8314234999998,11.1286,0.00543942
5610.8321572900004,11.1231,0.00539601
5610.8328910800001,11.1302,0.00547635
5610.8336248599999,11.1262,0.00560525
5610.9466794600003,11.1228,0.00547499
5610.9481470999999,11.1375,0.00554905
5610.9488809100003,11.1369,0.00555273
5610.9496147299997,11.1327,0.00554992
5610.9503485499999,11.1322,0.0055446
5610.9510823600003,11.1388,0.00555381
5610.9518161799997,11.1243,0.00549977
5610.9525500999998,11.1271,0.0054998
5610.9532839200001,11.1282,0.00551974
5610.9540177199997,11.1244,0.00551259
5610.9547515300001,11.1217,0.00551474
5610.9562191499999,11.1195,0.00551361
5610.9569529600003,11.131,0.00555577
5610.9576867599999,11.1265,0.0055398
5610.9591544799996,11.1332,0.00553811
5610.9598882800001,11.1267,0.0055318
5610.9606220899996,11.1275,0.00553856
5610.9613558800002,11.1301,0.00552127
5610.9620896799997,11.1278,0.00552297
5610.9628234700003,11.1255,0.00549993
5610.9635572699999,11.1286,0.00550835
5610.9642910700004,11.1235,0.00545639
5610.9650248600001,11.1286,0.00548685
5610.9657587800002,11.1323,0.00551309
5610.9664925600000,11.1273,0.00549229
5610.9672263599996,11.1315,0.00549146
5610.9679601400003,11.1297,0.00547447
5610.9686939399999,11.1306,0.00548471
5610.9694277299996,11.1281,0.00547199
5610.9701615100003,11.1332,0.00548356
5610.9708952999999,11.1305,0.00547884
5610.9716290899996,11.1268,0.00542473
5610.9723629900000,11.1191,0.00539028
5610.9730967699998,11.1281,0.00542887
5610.9738305600004,11.1219,0.00546576
5611.0120669799999,11.1286,0.00571325
5611.0128008000002,11.1271,0.00552635
5611.0135347400001,11.1348,0.00552058
5611.0142685600003,11.1328,0.00551902
5611.0150023799997,11.1353,0.00552994
5611.0157362000000,11.1326,0.00554229
5611.0164700100004,11.1311,0.0055307
5611.0172038299997,11.1287,0.00551144
5611.0179376500000,11.1312,0.00553453
5611.0186714600004,11.1301,0.00552948
5611.0194052899997,11.1317,0.00554796
5611.0201392099998,11.1237,0.00550807
5611.0208730300001,11.1344,0.00554234
5611.0216068399995,11.1232,0.00548736
5611.0223406599998,11.1247,0.0055012
5611.0230744700002,11.1329,0.00552812
5611.0238082799997,11.1235,0.00550028
5611.0245420900001,11.1224,0.00550064
5611.0252759100003,11.1287,0.00553667
5611.0260097099999,11.1248,0.00552841
5611.0267436300001,11.1185,0.00550602
5611.0274774400004,11.124,0.00552372
5611.0282112499999,11.1237,0.00553069
5611.0289450399996,11.1225,0.00551523
5611.0296788500000,11.123,0.00551303
5611.0304126499996,11.1232,0.00551499
5611.0318802499996,11.1215,0.00548554
5611.0326140400002,11.1228,0.00549764
5611.0333479600004,11.1265,0.00551541
5611.0340817500000,11.1187,0.00547913
5611.0348155499996,11.1187,0.00546883
5611.0355493500001,11.1152,0.00542279
5611.0362831399998,11.1151,0.00543969
5611.0370169300004,11.1163,0.00544296
5611.0377507200001,11.1231,0.00543918
5611.0384845099998,11.1205,0.00543684
5611.0392183000004,11.1179,0.00541846
5611.0399522099997,11.1188,0.00541674
5611.0406860000003,11.1202,0.0054219
5611.0414197800001,11.1123,0.00537357
5611.0421535699998,11.112,0.00536117
5611.0428873499995,11.1203,0.00539071
5611.0436211400001,11.1149,0.0053667
5611.0443549299998,11.1173,0.00543738
5611.0822678400000,11.1289,0.00573653
5611.0830016600003,11.1331,0.00557766
5611.0837354900004,11.1294,0.00549712
5611.0844692999999,11.1316,0.00551299
5611.0852032299999,11.1322,0.0055282
5611.0859370600001,11.1333,0.00553348
5611.0866708800004,11.1277,0.00552669
5611.0874046899999,11.1346,0.00555153
5611.0881385100001,11.1307,0.00553638
5611.0888723300004,11.1325,0.0055394
5611.0896061399999,11.1337,0.00555702
5611.0903399600002,11.1294,0.00553951
5611.0910737699996,11.1318,0.00554199
5611.0918077099996,11.126,0.00550958
5611.0925415199999,11.1331,0.00555137
5611.0932753300003,11.1248,0.00549819
5611.0940091399998,11.1258,0.00552326
5611.0947429500002,11.1325,0.00554306
5611.0954767699996,11.1289,0.00554622
5611.0962105700000,11.1265,0.00553166
5611.0969443800004,11.1273,0.00553901
5611.0976781899999,11.125,0.00553093
5611.0991459099996,11.1276,0.00553432
5611.0998797100001,11.1211,0.00550442
5611.1020811099997,11.1361,0.00555309
5611.1028149200001,11.131,0.00552261
5611.1035487099998,11.1318,0.00553197
5611.1042825100003,11.129,0.00551687
5611.1050164199996,11.13,0.00553206
5611.1057502100002,11.1299,0.00550401
5611.1064839999999,11.1289,0.00547816
5611.1072178000004,11.1238,0.00548258
5611.1079515900001,11.1243,0.00548076
5611.1086853799998,11.1297,0.0054795
5611.1094191700004,11.1273,0.00545023
5611.1101529500002,11.1289,0.00546767
5611.1108867499997,11.1323,0.00547222
5611.1116206500001,11.1335,0.00547075
5611.1123544399998,11.1267,0.0054361
5611.1130882300004,11.1327,0.00545242
5611.1138220100001,11.1302,0.00543948
5611.1145557999998,11.1288,0.00546064
5611.1152895799996,11.1297,0.005594
5611.1525274899996,11.0962,0.00563833
5611.1532613199997,11.0998,0.00544255
5611.1539951300001,11.1074,0.0054116
5611.1547289500004,11.1103,0.00541648
5611.1554628900003,11.107,0.00541328
5611.1561967099997,11.1103,0.00544261
5611.1569305200001,11.1123,0.00544573
5611.1576643400003,11.1118,0.00545343
5611.1583981699996,11.1151,0.00545809
5611.1591319800000,11.1173,0.00546523
5611.1598658000003,11.1165,0.00547352
5611.1605996199996,11.1098,0.00544748
5611.1613334300000,11.1044,0.00541487
5611.1620673500001,11.1119,0.00544807
5611.1628011700004,11.1132,0.00545525
5611.1635349899998,11.1175,0.00546435
5611.1642687900003,11.1101,0.00544355
5611.1650026099996,11.1185,0.00547716
5611.1657364200000,11.1145,0.00546253
5611.1664702199996,11.1158,0.00547464
5611.1672040300000,11.1155,0.00547302
5611.1679378299996,11.1131,0.00546277
5611.1686717599996,11.115,0.00546203
5611.1694055600001,11.1139,0.00545503
5611.1701393699996,11.1133,0.00544739
5611.1708731700000,11.1151,0.00545954
5611.1716069699996,11.1135,0.00545527
5611.1723407700001,11.1143,0.00545294
5611.1730745599998,11.1169,0.00546873
5611.1738083700002,11.1163,0.0054597
5611.1745421699998,11.1028,0.00540979
5611.1752760700001,11.1069,0.00542996
5611.1760098599998,11.1078,0.00540693
5611.1767436600003,11.1119,0.00542945
5611.1774774599999,11.1116,0.00541387
5611.1782112399997,11.1121,0.00541181
5611.1789450400001,11.1115,0.00540358
5611.1796788299998,11.1139,0.00539848
5611.1804126099996,11.1134,0.00539159
5611.1811464000002,11.108,0.00535508
5611.1818803100005,11.1154,0.00539428
5611.1826141000001,11.1106,0.00535831
5611.1833478799999,11.1146,0.00537301
5611.1840816699996,11.1138,0.00536493
5611.1848154600002,11.1177,0.0053999
5611.1855492400000,11.1137,0.00549021
5611.2226869100004,11.129,0.00592322
5611.2234207199999,11.1211,0.00560411
5611.2241545400002,11.1288,0.00553523
5611.2248883700004,11.1229,0.00546961
5611.2256221799998,11.1263,0.00550182
5611.2263560000001,11.1287,0.00551164
5611.2270898200004,11.1231,0.00549982
5611.2278237600003,11.1272,0.00552006
5611.2285575699998,11.1265,0.00551669
5611.2292913900001,11.1106,0.00544338
5611.2300252100003,11.107,0.00543209
5611.2307590199998,11.1059,0.00542854
5611.2314928400001,11.1064,0.00542395
5611.2322266499996,11.101,0.00540551
5611.2329604699999,11.1054,0.00542266
5611.2344282100003,11.1212,0.00548243
5611.2351620199997,11.1174,0.00546843
5611.2358958300001,11.1112,0.00544731
5611.2366296399996,11.1099,0.00543714
5611.2373634400001,11.1003,0.00539929
5611.2402986699999,10.8782,0.00446666
5611.2410325800001,10.8999,0.00455866
5611.2417663899996,10.9208,0.0046491
5611.2425001800002,10.9416,0.00474199
5611.2432339899997,10.9643,0.00482396
5611.2439677900002,10.9862,0.00488953
5611.2447015799999,11.0011,0.00497454
5611.2454353800003,11.0147,0.00502503
5611.2461691799999,11.0274,0.00507471
5611.2469029599997,11.0357,0.00510551
5611.2476368700000,11.0483,0.00513685
5611.2483706700004,11.0592,0.00518619
5611.2491044600001,11.0651,0.00520433
5611.2498382399999,11.0752,0.00523089
5611.2505720400004,11.0847,0.00527078
5611.2513058300001,11.0816,0.00524532
5611.2520396099999,11.0894,0.00528139
5611.2527733999996,11.094,0.00529145
5611.2542410899996,11.1007,0.00530937
5611.2549748700003,11.1031,0.0053171
5611.2557086600000,11.1036,0.00539729
5611.2934934400000,11.1262,0.00576467
5611.2942273700000,11.1295,0.00559329
5611.2949611900003,11.1308,0.00552046
5611.2956950099997,11.1291,0.00550342
5611.2964288300000,11.1291,0.00551708
5611.2971626500002,11.1307,0.0055345
5611.2978964699996,11.1303,0.00554341
5611.2986302899999,11.1263,0.0055206
5611.2993641100002,11.1264,0.00552891
5611.3000979199996,11.1254,0.00552343
5611.3008318499997,11.1239,0.0055138
5611.3015656699999,11.1251,0.00550391
5611.3022994900002,11.12,0.00549545
5611.3030332999997,11.1223,0.00549815
5611.3037671100001,11.125,0.0055177
5611.3045009300004,11.1291,0.00552124
5611.3052347299999,11.1298,0.0055213
5611.3059685500002,11.1311,0.00554556
5611.3067023499998,11.1312,0.00553541
5611.3074362799998,11.1355,0.00554041
5611.3081700900002,11.1288,0.00551382
5611.3089038999997,11.1327,0.0055288
5611.3096377000002,11.1341,0.00553807
5611.3103714999997,11.1324,0.0055224
5611.3111053100001,11.1357,0.00554519
5611.3118390999998,11.1291,0.0055379
5611.3125729100002,11.132,0.00555405
5611.3133067099998,11.1272,0.00551159
5611.3140406200000,11.1304,0.00553708
5611.3147744199996,11.1262,0.00551901
5611.3155082100002,11.124,0.00550182
5611.3162420099998,11.1294,0.00552396
5611.3169758000004,11.1287,0.00549135
5611.3177095999999,11.1285,0.005494
5611.3184433899996,11.1295,0.00550368
5611.3191771800002,11.1356,0.00551105
5611.3199109699999,11.0914,0.00529866
5611.3235800299999,11.11,0.00534998
5611.3250476000003,11.1286,0.00543713
5611.3265151699998,11.1278,0.00557445
5611.3646079600003,11.1312,0.00557181
5611.3653417699998,11.1173,0.00546775
5611.3660755999999,11.1203,0.00547455
5611.3668094200002,11.1257,0.00551171
5611.3675432299997,11.1245,0.00550402
5611.3682771800004,11.127,0.0055308
5611.3690109899999,11.1194,0.00549698
5611.3697448100002,11.1251,0.00551786
5611.3704786199996,11.1232,0.00550655
5611.3712124399999,11.1169,0.00549153
5611.3719462600002,11.131,0.00553222
5611.3726800699997,11.1182,0.00549362
5611.3734138899999,11.1338,0.0055221
5611.3741477000003,11.1307,0.00553211
5611.3748816300003,11.1287,0.00551229
5611.3756154299999,11.1393,0.00555515
5611.3763492500002,11.1326,0.00553573
5611.3770830599997,11.1267,0.00550572
5611.3778168600002,11.1292,0.00551227
5611.3785506800004,11.1265,0.00550938
5611.3792844899999,11.1254,0.0055066
5611.3800182799996,11.1257,0.00550328
5611.3807520900000,11.1232,0.00549925
5611.3814860100001,11.1244,0.00550382
5611.3822198099997,11.1239,0.00550684
5611.3829536100002,11.1234,0.00548713
5611.3844212100003,11.1201,0.00548066
5611.3851549999999,11.1185,0.00547844
5611.3858888000004,11.1059,0.00541324
5611.3866225900001,11.1096,0.00542735
5611.3873563899997,11.1121,0.00543197
5611.3880901900002,11.1109,0.00541149
5611.3888240899996,11.1138,0.005418
5611.3895578900001,11.1124,0.00539017
5611.3902916699999,11.1141,0.00538931
5611.3954283000003,11.1231,0.00541431
5611.3968958699998,11.1226,0.0055212
5611.4345091300002,11.1323,0.00568986
5611.4352429399996,11.1192,0.00551191
