mjd,mag,err_mag
5613.2966513700003,11.1455,0.00550108
5613.2973851500001,11.1299,0.00542127
5613.2981189399998,11.1418,0.00551132
5613.2988527199996,11.1333,0.00559169
5613.3367496900000,11.136,0.00568454
5613.3374835000004,11.1232,0.00549897
5613.3382173199998,11.1278,0.00550397
5613.3389511400001,11.128,0.00551283
5613.3396849600003,11.1278,0.00551554
5613.3404187799997,11.1346,0.00555537
5613.3411525900001,11.1292,0.00553707
5613.3418864100004,11.1249,0.00552474
5613.3426203400004,11.1253,0.00553154
5613.3433541599998,11.1203,0.00549972
5613.3440879600003,11.1259,0.00551661
5613.3448217799996,11.1266,0.00552335
5613.3455555999999,11.1239,0.00550835
5613.3462894000004,11.1338,0.00554569
5613.3470232199998,11.134,0.00555238
5613.3477570300001,11.1377,0.00554746
5613.3484908399996,11.1359,0.00555674
5613.3492247599997,11.134,0.00552037
5613.3499585700001,11.129,0.00552738
5613.3506923799996,11.1313,0.00552123
5613.3514261800001,11.1299,0.00551163
5613.3521599899996,11.1308,0.00552653
5613.3528937900001,11.1278,0.00553129
5613.3536275899996,11.1247,0.00553018
5613.3543613900001,11.1263,0.00550707
5613.3550951899997,11.1291,0.00552461
5613.3558291099998,11.126,0.00551844
5613.3565629000004,11.1282,0.00551828
5613.3572967000000,11.1311,0.00553146
5613.3580304999996,11.1288,0.00551796
5613.3587642800003,11.1247,0.00549584
5613.3594980799999,11.1227,0.00547595
5613.3602318699996,11.1095,0.00540587
5613.3609656600001,11.1188,0.00543251
5613.3616994499998,11.1259,0.00547171
5613.3624333600001,11.124,0.00542853
5613.3631671499998,11.1207,0.00541561
5613.3639009300005,11.1398,0.00550166
5613.4076176199997,11.0874,0.00535074
5613.4083514399999,11.1092,0.0054123
5613.4090852600002,11.1174,0.00545795
5613.4098191900002,11.1217,0.00549329
5613.4105529999997,11.1217,0.00548939
5613.4112868200000,11.1156,0.00547687
5613.4120206400003,11.1245,0.0055145
5613.4127544499997,11.1184,0.00550148
5613.4134882700000,11.1287,0.00553382
5613.4142220900003,11.1251,0.00551049
5613.4149558999998,11.1267,0.00549814
5613.4156897100002,11.1311,0.00551936
5613.4164236400002,11.1326,0.00553609
5613.4171574600005,11.1346,0.00553024
5613.4178912600000,11.135,0.00553474
5613.4186250700004,11.1393,0.00553957
5613.4193588899998,11.1305,0.00551249
5613.4200926900003,11.1336,0.00554235
5613.4208264999997,11.1334,0.00554613
5613.4215603000002,11.1338,0.0055499
5613.4222940999998,11.1321,0.00553547
5613.4230280199999,11.1284,0.00553428
5613.4237618300003,11.1307,0.00555452
5613.4244956200000,11.1324,0.00554633
5613.4252294300004,11.134,0.00553255
5613.4259632300000,11.1237,0.00548907
5613.4266970199997,11.1199,0.00546516
5613.4274308200002,11.1134,0.0054416
5613.4281646199997,11.1132,0.00543425
5613.4288984100003,11.1151,0.00544248
5613.4296323099998,11.1142,0.00542879
5613.4303661100003,11.1212,0.00543856
5613.4310998999999,11.1188,0.00543251
5613.4318336899996,11.0975,0.00531285
5613.4325674800002,11.1109,0.0053645
5613.4399054599999,11.1274,0.00563704
5613.4772763700003,11.1333,0.00573919
5613.4780101799997,11.1311,0.00555651
5613.4787440000000,11.1255,0.00548695
5613.4794778200003,11.1327,0.00552426
5613.4802116399997,11.1311,0.00553236
5613.4809454599999,11.1327,0.00553371
5613.4816793900000,11.1309,0.00553871
5613.4824132100002,11.1319,0.00554003
5613.4831470199997,11.1327,0.00555337
5613.4838808400000,11.1356,0.00555377
5613.4846146399996,11.1327,0.00553977
5613.4853484599998,11.1375,0.00554709
5613.4860822800001,11.135,0.00554797
5613.4868160899996,11.1382,0.00553906
5613.4875499000000,11.1402,0.00555357
5613.4882838200001,11.1389,0.00554991
5613.4890176400004,11.1389,0.00555644
5613.4897514400000,11.1413,0.00554653
5613.4904852500003,11.1351,0.00555725
5613.4912190599998,11.1372,0.00554733
5613.4919528600003,11.1319,0.00554879
5613.4926866699998,11.1327,0.00553043
5613.4934204800002,11.1295,0.00554125
5613.4941542699999,11.1288,0.0055402
5613.4948880800002,11.1343,0.00556294
5613.4956219899996,11.1325,0.00551958
5613.4963557900001,11.1327,0.00553568
5613.4970895799997,11.1342,0.00551261
5613.4978233800002,11.1331,0.00552285
5613.4985571799998,11.1314,0.00551155
5613.4992909700004,11.1359,0.00551823
5613.5000247700000,11.1285,0.00548437
5613.5007585499998,11.1308,0.0054911
5613.5014923500003,11.1201,0.00543318
5613.5022262499997,11.0979,0.00533026
5613.5029600500002,11.1127,0.00539155
5613.5036938399999,11.1103,0.00538004
5613.5051614100003,11.0975,0.00529294
5613.5058951900000,11.0889,0.00525393
5613.5073627700003,11.1276,0.00543254
5613.5080965500001,11.1309,0.00543165
5613.5088304600004,11.1334,0.00544221
5613.5095642300003,11.1263,0.00544775
5613.5102980199999,11.1252,0.00559363
5613.5482352700001,11.1405,0.00562325
5613.5489690799996,11.1292,0.00552079
5613.5497028999998,11.1365,0.00552193
5613.5504367100002,11.1401,0.00555224
5613.5511705299996,11.1393,0.00555174
5613.5519043499999,11.1379,0.00555241
5613.5526381600002,11.1414,0.00552686
5613.5533721000002,11.1328,0.00554236
5613.5541059099996,11.1364,0.00555499
5613.5548397299999,11.1389,0.00556242
5613.5555735400003,11.1363,0.00554415
5613.5563073499998,11.139,0.00556661
5613.5570411700000,11.1394,0.00555895
5613.5577749800004,11.1326,0.00553568
5613.5585087899999,11.1389,0.00555754
5613.5592426000003,11.1451,0.00556598
5613.5599765300003,11.1405,0.00555303
5613.5607103299999,11.1427,0.00555119
5613.5614441400003,11.14,0.00555613
5613.5621779499998,11.1347,0.00555268
5613.5629117500002,11.1354,0.00554211
5613.5636455499998,11.1366,0.00555485
5613.5643793600002,11.1326,0.00555577
5613.5651131599998,11.1351,0.0055544
5613.5658469600003,11.1363,0.0055338
5613.5665808699996,11.1325,0.00550886
5613.5673146700001,11.1292,0.00550568
5613.5680484599998,11.1337,0.00550142
5613.5687822600003,11.1346,0.00551738
5613.5695160599998,11.1347,0.00550551
5613.5702498500004,11.1341,0.00550796
5613.5709836400001,11.1295,0.00549049
5613.5717174299998,11.1332,0.00549337
5613.5724512200004,11.1332,0.00548682
5613.5731851299997,11.1335,0.00549514
5613.5746527000001,11.1345,0.00549167
5613.5753864899998,11.1367,0.00550126
5613.5761202800004,11.129,0.00543821
5613.5768540600002,11.1346,0.00547283
5613.5775878499999,11.1372,0.00547913
5613.5783216399996,11.1347,0.00545784
5613.5790554200003,11.1331,0.00544036
5613.5797892099999,11.1328,0.00545781
5613.5805231000004,11.1339,0.00556577
5613.6177017399996,11.1273,0.0058854
5613.6184355599999,11.1268,0.00560561
5613.6191693800001,11.1281,0.00551781
5613.6199032000004,11.1276,0.00547828
5613.6206370199998,11.1271,0.00547503
5613.6213709499998,11.1296,0.00550046
5613.6221047700001,11.1323,0.0054705
5613.6228385799996,11.1293,0.0055078
5613.6235723999998,11.133,0.00548706
5613.6243062200001,11.1274,0.00551571
5613.6250400299996,11.13,0.00552181
5613.6257738499999,11.1313,0.00553285
5613.6265076500003,11.1306,0.00553058
5613.6272414699997,11.1278,0.00551754
5613.6279752900000,11.1326,0.00553257
5613.6287092100001,11.1326,0.00553678
5613.6294430199996,11.1282,0.00550994
5613.6301768300000,11.1271,0.00550679
5613.6309106400004,11.1268,0.0054961
5613.6316444399999,11.1254,0.00551833
5613.6323782500003,11.1288,0.00553094
5613.6331120599998,11.1325,0.00553176
5613.6345796599999,11.128,0.0055415
5613.6353135800000,11.1249,0.00551715
5613.6360473799996,11.1322,0.0055025
5613.6375149799997,11.1297,0.00551184
5613.6382487800001,11.1313,0.00550169
5613.6389825699998,11.1316,0.00550936
5613.6397163700003,11.1347,0.00550081
5613.6404501600000,11.1321,0.00550189
5613.6419178599999,11.1341,0.00549863
5613.6426516499996,11.1323,0.00549489
5613.6433854400002,11.1279,0.00547611
5613.6441192299999,11.1283,0.00546738
5613.6448530199996,11.1323,0.00548949
5613.6455868100002,11.1251,0.00545302
5613.6463205900000,11.1323,0.00546894
5613.6470543799996,11.1261,0.00543821
5613.6485220699997,11.1346,0.00546519
5613.6499896300002,11.1329,0.00544149
5613.6507234199998,11.1296,0.00549247
5613.6884695299996,11.1248,0.00569975
5613.6892033499998,11.1323,0.00554042
5613.6899371700001,11.126,0.00546464
5613.6914048099998,11.1162,0.00543668
5613.6936062599998,11.126,0.00547718
5613.6943400700002,11.1279,0.00548706
5613.6950740100001,11.1307,0.00548347
5613.6958078099997,11.1311,0.00551343
5613.6965416300000,11.1312,0.00553385
5613.6972754500002,11.1338,0.00554435
5613.6980092599997,11.1324,0.00553686
5613.6987430700001,11.1242,0.00549404
5613.6994768699997,11.1272,0.00550829
5613.7002106899999,11.1236,0.00549915
5613.7009445000003,11.129,0.00551736
5613.7016784199996,11.12,0.00549112
5613.7024122299999,11.1192,0.00548818
5613.7031460300004,11.1271,0.00554108
5613.7038798399999,11.1354,0.0055605
5613.7046136400004,11.1213,0.0055038
5613.7053474400000,11.1284,0.00553379
5613.7060812500004,11.1301,0.00555134
5613.7068150400000,11.1262,0.00549284
5613.7075488399996,11.1311,0.00553326
5613.7082827499999,11.1285,0.00551169
5613.7090165500003,11.1234,0.00549487
5613.7097503400000,11.1298,0.00548942
5613.7104841399996,11.1284,0.00549479
5613.7112179400001,11.1352,0.00550048
5613.7119517299998,11.1343,0.00551113
5613.7126855200004,11.1312,0.00548601
5613.7134193100001,11.1319,0.00549767
5613.7141530999997,11.1309,0.00549138
5613.7148870000001,11.1259,0.0054617
5613.7156207899998,11.134,0.0055001
5613.7163545800004,11.1354,0.00548661
5613.7170883600002,11.1387,0.00549865
5613.7178221499998,11.133,0.00546478
5613.7185559400004,11.123,0.00541584
5613.7192897200002,11.1327,0.00544431
5613.7200235099999,11.1359,0.00544428
5613.7214911900001,11.1323,0.00556253
5613.7590966899998,11.1222,0.00564738
5613.7598305100000,11.1336,0.00554956
5613.7605643200004,11.1255,0.00545884
5613.7634997100004,11.1207,0.00545484
5613.7642335299997,11.1323,0.00553211
5613.7649673500000,11.1322,0.00550704
5613.7657011499996,11.1348,0.0055589
5613.7664349699999,11.1374,0.0055507
5613.7671687900001,11.1339,0.00554445
5613.7679025999996,11.1316,0.00553567
5613.7686364100000,11.1264,0.0055175
5613.7693702200004,11.1323,0.00553499
5613.7701041500004,11.128,0.00552826
5613.7715717700003,11.1275,0.00550977
5613.7723055799997,11.1198,0.00550263
5613.7730393800002,11.121,0.00550265
5613.7737731899997,11.1267,0.00554161
5613.7745069800003,11.1305,0.00554725
5613.7752407899998,11.1225,0.00552433
5613.7774423100000,11.1275,0.00551648
5613.7781761099995,11.1246,0.00550539
5613.7789099100000,11.1323,0.00551404
5613.7796436999997,11.1291,0.00551992
5613.7811112899999,11.1333,0.00551358
5613.7818450799996,11.1405,0.00552406
5613.7825788800001,11.1339,0.00549968
5613.7833126699998,11.1356,0.00550829
5613.7840465700001,11.1326,0.00549685
5613.7847803599998,11.1335,0.00549871
5613.7855141500004,11.1379,0.00551501
5613.7862479400001,11.1295,0.0054724
5613.7869817199999,11.1402,0.00550011
5613.7877155100005,11.1382,0.00549575
5613.7884493000001,11.1377,0.00548071
5613.7891830799999,11.1356,0.00546539
5613.7899168699996,11.1348,0.00544589
5613.7906507600001,11.1306,0.00542348
5613.7913845499997,11.137,0.00551212
5613.7921183300004,11.137,0.00567193
5613.8293505600004,11.158,0.00589981
5613.8337535900000,11.1148,0.00542855
5613.8344874000004,11.1323,0.00551765
5613.8352212199998,11.143,0.00554409
5613.8359550400000,11.134,0.0055476
5613.8366888399996,11.142,0.00556639
5613.8374227699996,11.1398,0.00556641
5613.8381565899999,11.1419,0.00557782
5613.8388904000003,11.1354,0.00554882
5613.8396242099998,11.1378,0.00555952
5613.8403580200002,11.1306,0.00552968
5613.8410918400004,11.1177,0.00546738
5613.8418256400000,11.1234,0.00548726
5613.8425594500004,11.1311,0.00553624
5613.8432932500000,11.1252,0.00553222
5613.8440271800000,11.1348,0.00557934
5613.8447609799996,11.1342,0.00556085
5613.8454947900000,11.1345,0.00557949
5613.8476961899996,11.1346,0.00556014
5613.8484299800002,11.1348,0.00554328
5613.8491637799998,11.1324,0.00554202
5613.8498975800003,11.1288,0.00551285
5613.8506314899996,11.1291,0.00551726
5613.8513652800002,11.133,0.00551156
5613.8520990799998,11.1303,0.00550204
5613.8528328700004,11.1336,0.00551358
5613.8535666600001,11.1344,0.00550605
5613.8543004499998,11.1385,0.00551596
5613.8550342400004,11.1378,0.00551423
5613.8565018199997,11.1352,0.00550368
5613.8572357200001,11.1397,0.00550221
5613.8579695099997,11.1412,0.00549567
5613.8587032900004,11.137,0.00548668
5613.8594370800001,11.1328,0.00547369
5613.8601708699998,11.1269,0.00541686
5613.8609046399997,11.1305,0.00541963
5613.8616384300003,11.1336,0.00546147
5613.8623722100001,11.1272,0.00554809
5613.9228953000002,11.1297,0.00545749
5613.9236290999997,11.1304,0.00546527
5613.9243628900003,11.1356,0.00549514
5613.9250966800000,11.1361,0.0055126
5613.9258305900003,11.1351,0.00549968
5613.9265643700001,11.1321,0.00549356
5613.9272981599997,11.1302,0.00548097
5613.9280319400004,11.1391,0.00549421
5613.9287657300001,11.1398,0.00551201
5613.9294995199998,11.1374,0.00547883
5613.9302332999996,11.1334,0.00546547
5613.9309670900002,11.1323,0.00545121
5613.9317008799999,11.1255,0.00541367
5613.9324347700003,11.1239,0.00547081
5613.9716606600005,11.1329,0.00552794
5613.9738621099996,11.1361,0.005542
5613.9745959299999,11.1438,0.00556781
5613.9753297400002,11.1346,0.00554281
5613.9760636800002,11.1337,0.00554082
5613.9767974899996,11.1351,0.0055516
5613.9775313099999,11.132,0.00552855
5613.9782651200003,11.1264,0.00550373
5613.9789989299998,11.1219,0.00549815
5613.9797327500000,11.132,0.0055266
5613.9804665600004,11.1262,0.00549441
5613.9812003699999,11.1167,0.00545655
5613.9819341800003,11.1245,0.00548923
5613.9826679799999,11.1206,0.00548281
5613.9834019099999,11.1146,0.00548776
5613.9841357200003,11.1176,0.00550886
5613.9848695199998,11.1295,0.00555402
5613.9856033200003,11.1263,0.00553267
5613.9863371299998,11.1286,0.00555089
5613.9885385300004,11.1288,0.00553668
5613.9892723299999,11.1284,0.00552214
5613.9900062500001,11.1302,0.00552748
5613.9907400399998,11.1168,0.00545982
5613.9914738400003,11.126,0.00548554
5613.9922076299999,11.1278,0.00551128
5613.9929414199996,11.1312,0.00549413
5613.9936752200001,11.1236,0.0054757
5613.9944089999999,11.1309,0.00549469
5613.9951428000004,11.1259,0.00546662
5613.9958765900001,11.126,0.00546711
5613.9966104900004,11.1271,0.00546492
5613.9973442800001,11.1331,0.0054851
5613.9980780599999,11.1372,0.00548558
5613.9988118499996,11.1289,0.00545862
5613.9995456300003,11.1326,0.00546044
5614.0002794200000,11.1205,0.00539059
5614.0010132099997,11.1298,0.00542889
5614.0017469900004,11.1321,0.00542087
5614.0024807700001,11.1179,0.00539612
5614.0032146699996,11.1272,0.00552672
5614.0400575200001,11.1337,0.00624365
5614.0407913400004,11.1372,0.00579917
5614.0415251499999,11.1415,0.0056384
5614.0422590799999,11.1297,0.00549794
5614.0429929100001,11.1339,0.00549249
5614.0437267300003,11.1398,0.00555895
5614.0444605399998,11.1417,0.0055659
5614.0451943600001,11.1393,0.00555878
5614.0459281800004,11.141,0.00556682
5614.0466619899998,11.1412,0.00557449
5614.0473958100001,11.1406,0.00558121
5614.0481296099997,11.1442,0.00558587
5614.0488635499996,11.1431,0.00557573
5614.0495973600000,11.1383,0.0055608
5614.0503311700004,11.1351,0.00554034
5614.0510649899998,11.145,0.00557003
5614.0517987900002,11.1322,0.00554185
5614.0525325999997,11.1322,0.00555365
5614.0532664100001,11.1367,0.00555881
5614.0540002199996,11.1372,0.00558545
5614.0547340300000,11.1386,0.00558738
5614.0554679500001,11.1392,0.00559514
5614.0569355500002,11.1322,0.00556515
5614.0591369499998,11.1366,0.00557256
5614.0598707500003,11.1379,0.00556413
5614.0606045499999,11.1347,0.00553982
5614.0613383500004,11.1377,0.00557194
5614.0620722499998,11.1365,0.00554846
5614.0628060500003,11.1321,0.00551172
5614.0635398400000,11.139,0.00554003
5614.0642736299997,11.1343,0.00550963
5614.0650074300002,11.1364,0.00553003
5614.0657412099999,11.1355,0.00552616
5614.0664749999996,11.1342,0.00550319
5614.0672088000001,11.1415,0.0055179
5614.0679425799999,11.135,0.00549823
5614.0686764800002,11.1387,0.00549772
5614.0694102699999,11.1323,0.00545403
5614.0701440599996,11.1373,0.00548769
5614.0708778400003,11.1315,0.0054493
5614.0716116200001,11.1361,0.00545656
5614.0723454099998,11.1287,0.00540628
5614.0730791899996,11.1339,0.00547328
5614.0738129800002,11.1345,0.0056087
5614.1110159099999,11.1335,0.00582838
5614.1117497200003,11.1357,0.00562662
5614.1124835399996,11.1401,0.005551
5614.1132173500000,11.1298,0.0054972
5614.1139511700003,11.1337,0.00552107
5614.1146849999996,11.1312,0.0055264
5614.1154188099999,11.1289,0.00552672
5614.1161527499999,11.1293,0.0055179
5614.1168865500003,11.1287,0.0055371
5614.1176203699997,11.1275,0.00552842
5614.1183541800001,11.135,0.0055444
5614.1190880000004,11.1252,0.00550801
5614.1198218199997,11.1374,0.00556196
5614.1205556200002,11.1294,0.00551044
5614.1212894399996,11.1243,0.00550694
5614.1220232500000,11.1259,0.0055166
5614.1227571700001,11.1182,0.00547489
5614.1234909799996,11.1247,0.00551261
5614.1242247900000,11.1307,0.00553189
5614.1249586000004,11.1294,0.00554824
5614.1256923999999,11.1325,0.00555808
5614.1264262000004,11.1346,0.00555304
5614.1271600099999,11.1283,0.00553284
5614.1278938100004,11.1345,0.00556586
5614.1293615200002,11.1337,0.00555378
5614.1300953299997,11.1373,0.00553199
5614.1308291200003,11.1384,0.0055607
5614.1315629199999,11.139,0.00555499
5614.1322967200003,11.1356,0.00555407
5614.1330305100000,11.1369,0.00555413
5614.1337642999997,11.1311,0.00551707
5614.1344980900003,11.1323,0.00549865
5614.1352318800000,11.1271,0.0054802
5614.1359657900002,11.1289,0.00546798
5614.1366995799999,11.1247,0.0054713
5614.1374333699996,11.1302,0.00549249
5614.1381671500003,11.1232,0.00545709
5614.1389009400000,11.1189,0.00541324
5614.1396347199998,11.1327,0.00546365
5614.1403685100004,11.1256,0.00543143
5614.1411023000001,11.1253,0.00542674
5614.1418360799998,11.1332,0.00544685
5614.1425699900001,11.1353,0.00544044
5614.1433037600000,11.1337,0.00545488
5614.1440375499997,11.1363,0.00555693
5614.1814130499997,11.1306,0.00578357
5614.1821469799997,11.1355,0.00561127
5614.1828807900001,11.1361,0.00552548
5614.1836146100004,11.1379,0.00553334
5614.1843484299998,11.1339,0.00553104
5614.1850822400002,11.1312,0.00552417
5614.1858160600004,11.1327,0.00554501
5614.1865498799998,11.1313,0.00554251
5614.1872836900002,11.1303,0.00553758
5614.1880175099996,11.1347,0.00556145
5614.1887514399996,11.128,0.00552093
5614.1894852599999,11.1322,0.0055412
5614.1909528799997,11.1192,0.00550384
5614.1916866800002,11.1188,0.0055007
5614.1924204999996,11.1228,0.00551164
5614.1931543100000,11.1332,0.00557213
5614.1938881100004,11.1318,0.00555495
5614.1946219199999,11.1331,0.00555765
5614.1953558400000,11.1234,0.00553158
5614.1960896500004,11.1331,0.0055543
5614.1968234500000,11.1361,0.00553777
5614.1975572600004,11.1327,0.00555068
5614.1982910600000,11.1373,0.00557629
5614.1990248599996,11.1337,0.00557577
5614.1997586600000,11.1332,0.00555148
5614.2004924599996,11.138,0.00555365
5614.2012262500002,11.1352,0.00552936
5614.2019601600005,11.1327,0.00555647
5614.2026939600000,11.1358,0.0055516
5614.2034277599996,11.1381,0.00557026
5614.2041615500002,11.1306,0.00552851
5614.2048953399999,11.1259,0.00551002
5614.2056291400004,11.1327,0.00549918
5614.2063629200002,11.1269,0.00549194
5614.2070967199998,11.1296,0.00549993
5614.2078304999995,11.1299,0.00548965
5614.2085642900001,11.1288,0.00547755
5614.2092981899996,11.1302,0.00545437
5614.2100319800002,11.1264,0.00543401
5614.2107657699999,11.1324,0.00546561
5614.2114995499996,11.1318,0.00544842
5614.2122333400002,11.1317,0.00544528
5614.2129671100001,11.127,0.00541011
5614.2137008999998,11.1327,0.00545105
5614.2144346900004,11.1383,0.00557938
5614.2518159600004,11.1332,0.00581169
5614.2525497799998,11.1291,0.00560411
5614.2532835900001,11.1374,0.00554376
5614.2540174100004,11.133,0.00551764
5614.2547512299998,11.1322,0.00552972
5614.2554850400002,11.1394,0.00553794
5614.2562188600004,11.1342,0.00554645
5614.2569526799998,11.1372,0.00556257
5614.2576864900002,11.1357,0.00555818
5614.2584204200002,11.1268,0.00553349
5614.2591542399996,11.1327,0.00554063
5614.2598880599999,11.1254,0.00549997
5614.2606218600004,11.1278,0.00553475
5614.2613556799997,11.1268,0.00553397
5614.2620894900001,11.1273,0.00552649
5614.2628232999996,11.143,0.00559187
5614.2635571100000,11.1393,0.0055903
5614.2642909100005,11.1307,0.00554574
5614.2650248399996,11.1383,0.00557554
5614.2657586400001,11.1333,0.00555468
5614.2664924500004,11.1356,0.00555459
5614.2672262599999,11.1329,0.00552482
5614.2679600600004,11.1331,0.00555
5614.2686938600000,11.1338,0.00556583
5614.2694276599996,11.1254,0.00553736
5614.2701614600001,11.1366,0.00556667
5614.2708952599996,11.1365,0.00554588
5614.2716291799998,11.1366,0.00555452
5614.2723629700004,11.1353,0.00556821
5614.2730967600000,11.1361,0.00555658
5614.2738305599996,11.1327,0.00554266
5614.2745643500002,11.1329,0.00553715
5614.2752981499998,11.133,0.0055358
5614.2760319400004,11.1335,0.00551976
5614.2767657200002,11.1324,0.00550637
5614.2774995199998,11.1327,0.00550817
5614.2782334200001,11.1374,0.00550681
5614.2789672099998,11.1327,0.0054591
5614.2804347800002,11.1312,0.00545181
5614.2811685699999,11.1177,0.00539353
5614.2819023499997,11.136,0.00547415
5614.2826361400002,11.1339,0.00546229
5614.2833699200000,11.1395,0.00545179
5614.2841036999998,11.1266,0.00542531
5614.2848376000002,11.1329,0.00553951
5614.3228735200000,11.1206,0.00561619
5614.3236073300004,11.1221,0.00548576
5614.3243411499998,11.1287,0.00549079
5614.3250749800000,11.1326,0.00552241
5614.3265427200004,11.1238,0.00549691
5614.3272765399997,11.127,0.00551923
5614.3280103600000,11.1225,0.00551477
5614.3287441599996,11.1189,0.0054952
5614.3294779799999,11.1186,0.00547443
5614.3302118000001,11.1228,0.00549642
5614.3309456099996,11.1193,0.0055052
5614.3316794200000,11.1327,0.00555007
5614.3324132300004,11.1342,0.00554936
5614.3331470399999,11.1327,0.00554058
5614.3338809600000,11.1327,0.00552846
5614.3346147800003,11.1288,0.00552852
5614.3353485899997,11.1337,0.00553829
5614.3360823900002,11.1335,0.00554235
5614.3368161999997,11.1331,0.0055402
5614.3375500000002,11.1287,0.00550684
5614.3382837999998,11.1327,0.0055386
5614.3390176100002,11.1284,0.00554331
5614.3397513999998,11.1253,0.00552673
5614.3404853299999,11.1327,0.00555483
5614.3412191199996,11.1398,0.00554991
5614.3419529200000,11.1365,0.00554226
5614.3426867099997,11.136,0.00555696
5614.3434205100002,11.134,0.00554976
5614.3441543099998,11.1391,0.0055593
5614.3448880899996,11.1334,0.00553649
5614.3456218900001,11.137,0.00553661
5614.3463556899997,11.1273,0.00548307
5614.3470895900000,11.1333,0.00549825
5614.3478233699998,11.1353,0.00549996
5614.3485571600004,11.1327,0.0054682
5614.3492909600000,11.1374,0.00548972
5614.3507585300003,11.1122,0.00536087
5614.3529598799996,11.1021,0.00530437
5614.3551613400004,11.1163,0.00542467
5614.3931764199997,11.14,0.0057029
5614.3939102400000,11.1351,0.00555965
5614.3946440600002,11.1391,0.00553577
5614.3953779900003,11.1323,0.00552271
5614.3961117999997,11.1377,0.00556591
5614.3968456200000,11.1353,0.00555271
5614.3975794400003,11.1246,0.00552055
5614.3983132499998,11.1325,0.00555032
5614.3990470700001,11.1237,0.00551887
5614.3997808900003,11.1325,0.00553723
5614.4005146999998,11.131,0.00552442
5614.4012485100002,11.1311,0.00553457
5614.4019824400002,11.1332,0.0055561
5614.4027162499997,11.1365,0.00554618
5614.4034500600001,11.1364,0.00555273
5614.4041838700005,11.141,0.00555887
5614.4049176799999,11.1358,0.00555115
5614.4056514900003,11.1328,0.00554307
5614.4063852999998,11.1332,0.00554613
5614.4071191000003,11.1343,0.00554935
5614.4078528999999,11.1331,0.00553929
5614.4085868200000,11.136,0.00556459
5614.4093206300004,11.1339,0.00557105
5614.4100544299999,11.128,0.00553953
5614.4107882300004,11.1326,0.00555467
5614.4115220300000,11.1306,0.00550755
5614.4122558199997,11.1053,0.00539905
5614.4129896200002,11.046,0.00512435
5614.4137234199998,11.026,0.00504702
5614.4144572100004,11.041,0.00511699
5614.4151911199997,11.0647,0.00521333
5614.4159249100003,11.0762,0.00525568
5614.4166587099999,11.0888,0.00530597
5614.4173924899997,11.0826,0.00526334
5614.4181262800003,11.0327,0.00504276
5614.4247304700002,11.0815,0.00521141
5614.4254642500000,11.1291,0.00549651
5614.4631826699997,11.132,0.00580421
5614.4639164800001,11.1276,0.00559768
5614.4646503000004,11.1287,0.00550693
5614.4653841199997,11.1344,0.00551363
5614.4661179400000,11.1293,0.00551619
5614.4668517600003,11.1297,0.00552668
5614.4675855699998,11.1329,0.00553609
5614.4683193800001,11.1301,0.00552983
5614.4690532000004,11.1329,0.00553856
5614.4697871300004,11.1269,0.00552089
5614.4705209499998,11.1329,0.00552594
5614.4712547600002,11.1329,0.00553344
5614.4719885699997,11.1329,0.00552513
5614.4727223800001,11.1347,0.00553849
5614.4734561900004,11.1313,0.00551193
5614.4741900099998,11.1381,0.00553854
5614.4749238100003,11.1367,0.00554269
5614.4756576199998,11.1428,0.00555411
5614.4763915399999,11.1361,0.00554459
5614.4771253500003,11.1356,0.00554706
5614.4778591499999,11.1328,0.00553521
5614.4785929600002,11.1314,0.00553014
5614.4793267699997,11.1352,0.00556702
5614.4800605600003,11.134,0.00556975
5614.4807943699998,11.1358,0.00557766
5614.4815281700003,11.1375,0.00557157
5614.4822619600000,11.131,0.00551519
5614.4829958700002,11.1341,0.00551955
5614.4837296699998,11.1369,0.00553476
5614.4844634700003,11.1339,0.00551666
5614.4851972599999,11.1351,0.00550724
5614.4859310600004,11.1372,0.00551732
5614.4866648500001,11.1351,0.0055107
5614.4873986399998,11.1329,0.00548191
5614.4881324300004,11.1295,0.00547686
5614.4888662100002,11.129,0.005469
5614.4896001200004,11.1175,0.00539577
5614.4932690500000,11.1369,0.0054754
5614.4940028299998,11.1274,0.00540564
5614.4947366200004,11.1392,0.00546946
5614.4954704100001,11.143,0.00548982
5614.4962042999996,11.1292,0.00553931
5614.5335403099998,11.133,0.0059221
5614.5342741200002,11.1262,0.00561175
5614.5350079399996,11.127,0.00551137
5614.5357417599998,11.1356,0.00551202
5614.5364755700002,11.133,0.00552216
5614.5372093899996,11.1319,0.00552089
5614.5379432099999,11.1387,0.00550061
5614.5386771399999,11.1292,0.00551089
5614.5394109500003,11.1335,0.00553621
5614.5401447699996,11.1315,0.00553633
5614.5408785899999,11.1396,0.00555652
5614.5416123900004,11.1367,0.00554744
5614.5423462099998,11.1374,0.00556383
5614.5430800300001,11.1381,0.00555469
5614.5438138299996,11.1389,0.00554937
5614.5445476400000,11.1379,0.00555084
5614.5452815700000,11.1401,0.00554423
5614.5467491800000,11.1372,0.00555237
5614.5474829900004,11.1352,0.00555514
5614.5482167999999,11.1355,0.00555037
5614.5489506000004,11.1402,0.00556556
5614.5496843999999,11.1347,0.00556462
5614.5504182000004,11.1327,0.00556069
5614.5511520000000,11.1341,0.00556591
5614.5518859200001,11.1314,0.00553812
5614.5526197199997,11.1398,0.00553673
