Wavelength,Flux
3600.0,101.34956420898438
3620.0,103.06464036305745
3640.0,104.21063696819803
3660.0,106.26395384470622
3680.0,109.66370073954265
3700.0,108.09569350532864
3720.0,113.34132258097331
3740.0,116.01144475522248
3760.0,130.15414030655572
3780.0,141.9046909498132
3800.0,163.11213219684103
3820.0,137.187519420277
3840.0,121.81992671800697
3860.0,111.09808250095533
3880.0,105.74961332841353
3900.0,103.13600019975142
3920.0,101.49601814963601
3940.0,100.1110708063299
3960.0,100.40474146062678
3980.0,102.32927877252752
4000.0,100.12623665549539
4020.0,99.22848163951527
4040.0,98.88223266601562
4060.0,100.65230196998233
4080.0,100.52202259410511
4100.0,102.67848241896857
4120.0,104.56219954717727
4140.0,102.99624815441314
4160.0,103.51872035435268
4180.0,102.79669879731678
4200.0,99.90282859802247
4220.0,99.68838319324311
4240.0,98.45052757263184
4260.0,97.52433595203217
4280.0,96.5179256439209
4300.0,97.68289070129394
4320.0,97.70350608825683
4340.0,96.71553764343261
4360.0,95.9881721496582
4380.0,94.3294750213623
4400.0,94.05550613403321
4420.0,94.65292663574219
4440.0,93.51274992290296
4460.0,92.26950073242188
4480.0,93.4593092265882
4500.0,92.93969204551296
4520.0,94.14063303094161
4540.0,96.02066192626953
4560.0,96.54520777652138
4580.0,98.1109285856548
4600.0,98.93335081401624
4620.0,100.84005398220486
4640.0,100.97374323794716
4660.0,100.63270809775905
4680.0,99.501219007704
4700.0,99.02944062885486
4720.0,98.41696209377713
4740.0,97.9685189988878
4760.0,98.19508964137027
4780.0,99.22193569607205
4800.0,99.99647945827908
4820.0,101.95417488945856
4840.0,103.07421027289496
4860.0,102.53527874416775
4880.0,101.15023803710938
4900.0,101.30960397159352
4920.0,101.14941279093425
4940.0,87.77750820583768
4960.0,99.09271105598
4980.0,100.76463360256619
5000.0,99.63786809584674
5020.0,99.62894619212432
5040.0,98.67942854937385
5060.0,99.17802556355794
5080.0,98.83704735251034
5100.0,97.93487818100873
5120.0,96.65596771240234
5140.0,96.14708305807675
5160.0,95.86018228530884
5180.0,94.78281312830308
5200.0,96.35321314194623
5220.0,95.40946287267349
5240.0,94.39450454711914
5260.0,92.36536676743451
5280.0,90.68985843658447
5300.0,90.04140329360962
5320.0,90.44376866957721
5340.0,90.61840200424194
5360.0,90.47858762741089
5380.0,92.04662561416626
5400.0,93.22343826293945
5420.0,94.94322109222412
5440.0,96.280264377594
5460.0,97.5539288520813
5480.0,98.99114322662354
5500.0,98.62141942977905
5520.0,100.83454608917236
5540.0,109.69892578125
5560.0,132.24087285995483
5580.0,132.84107112884521
5600.0,117.32724355061849
5620.0,104.84685516357422
5640.0,99.81483917236328
5660.0,98.22364705403646
5680.0,94.37539720535278
5700.0,91.87127838134765
5720.0,90.29495544433594
5740.0,88.2404541015625
5760.0,86.2787099202474
5780.0,84.61888834635417
5800.0,83.98900604248047
5820.0,85.2671875
5840.0,86.63685862223308
5860.0,87.4481185913086
5880.0,87.30452117919921
5900.0,85.4336302621024
5920.0,85.92112630208334
5940.0,84.81067148844402
5960.0,83.3571286882673
5980.0,81.31489461263021
6000.0,78.23430633544922
6020.0,76.31451110839843
6040.0,76.13633346557617
6060.0,76.70754786900112
6080.0,76.96655578613282
6100.0,76.73974663870675
6120.0,76.94437353951591
6140.0,76.36910629272461
6160.0,75.69048145839146
6180.0,76.37450081961495
6200.0,78.33040455409459
6220.0,78.69256700788226
6240.0,79.30158397129604
6260.0,78.0162969316755
6280.0,78.20099803379604
6300.0,78.12478855678013
6320.0,78.4828632899693
6340.0,79.7325216440054
6360.0,79.68926511492047
6380.0,78.69486509050641
6400.0,77.87112192007211
6420.0,78.24181311471122
6440.0,76.14406937819261
6460.0,75.35978535243443
6480.0,75.52312352107121
6500.0,74.32494236872746
6520.0,75.37496294294085
6540.0,74.81223531869742
6560.0,74.27742649958684
6580.0,73.20600832425632
6600.0,71.63164738246373
6620.0,70.90362490140475
6640.0,69.94216566819411
6660.0,69.99049788254958
6680.0,70.04465601994441
6700.0,68.9853005042443
6720.0,68.72456359863281
6740.0,69.56481346717247
6760.0,69.54251352945964
6780.0,69.51694781963641
6800.0,69.36552898700421
6820.0,68.87563969538762
6840.0,68.28274536132812
6860.0,68.0224832388071
6880.0,67.76111074594351
6900.0,67.81347020467122
6920.0,67.35683206411508
6940.0,66.63846906026204
6960.0,66.94308060866136
6980.0,65.89841206868489
7000.0,65.15904969435472
7020.0,64.19198640187581
7040.0,63.13382911682129
7060.0,63.25315504807692
7080.0,62.92442353566488
7100.0,62.57873249053955
7120.0,62.69416809082031
7140.0,62.37845699603741
7160.0,61.98114490509033
7180.0,61.96364657084147
7200.0,62.10981877644857
7220.0,61.68646240234375
7240.0,60.6036163965861
7260.0,60.607249895731606
7280.0,60.23248259226481
7300.0,60.23747952779134
7320.0,59.624815940856934
7340.0,59.045164281671696
7360.0,58.17786502838135
7380.0,57.81340726216634
7400.0,57.4576784769694
7420.0,57.227387861772016
7440.0,56.468689918518066
7460.0,56.27763080596924
7480.0,55.66123580932617
7500.0,55.08165582021078
7520.0,53.978208715265446
7540.0,52.68887265523275
7560.0,52.05839226462624
7580.0,51.35356871287028
7600.0,51.877382798628375
7620.0,51.27568753560384
7640.0,51.245543393221766
7660.0,51.14906484430487
7680.0,51.75500233968099
7700.0,53.058636058460586
7720.0,51.27644764293324
7740.0,51.59715016682943
7760.0,50.55703457919034
7780.0,48.6198564009233
7800.0,47.36802291870117
7820.0,46.64281255548651
7840.0,46.438152660023086
7860.0,46.57180820811879
7880.0,46.99927416714755
