wave,fluxE10
7291.13,52.3674
7293.96,53.3521
7296.79,54.0427
7299.62,54.4145
7302.45,54.5578
7305.28,54.8419
7308.11,55.3483
7310.94,55.767
7313.77,55.9429
7316.6,55.9248
7319.43,55.9328
7322.26,56.2241
7325.1,56.7501
7327.93,57.2693
7330.76,57.7118
7333.59,58.1516
7336.42,58.5264
7339.25,58.6925
7342.08,58.6621
7344.91,58.5133
7347.74,58.3375
7350.57,58.2243
7353.4,58.0562
7356.23,57.7941
7359.06,57.9393
7361.89,58.8543
7364.72,60.1211
7367.55,61.2568
7370.38,62.201
7373.22,62.9646
7376.05,63.5157
7378.88,63.9009
7381.71,63.9406
7384.54,63.4819
7387.37,62.8899
7390.2,62.5752
7393.03,62.6841
7395.86,63.115
7398.69,63.6696
7401.52,64.1879
7404.35,64.4899
7407.18,64.4188
7410.01,63.9345
7412.84,63.2433
7415.67,62.6191
7418.5,62.3955
7421.34,62.7976
7424.17,63.5664
7427,64.3304
7429.83,64.6759
7432.66,64.452
7435.49,64.165
7438.32,64.18
7441.15,64.5382
7443.98,65.2077
7446.81,65.911
7449.64,66.3424
7452.47,66.2792
7455.3,65.7633
7458.13,65.1093
7460.96,64.5561
7463.79,64.302
7466.62,64.4039
7469.46,64.6917
7472.29,65.0064
7475.12,65.3221
7477.95,65.5727
7480.78,65.6069
7483.61,65.5227
7486.44,65.5066
7489.27,65.3753
7492.1,65.0468
7494.93,65.0659
7497.76,65.7424
7500.59,66.6258
7503.42,67.328
7506.25,67.7659
7509.08,67.9713
7511.91,68.1159
7514.74,68.2965
7517.57,68.5177
7520.41,68.7021
7523.24,68.715
7526.07,68.6749
7528.9,68.7421
7531.73,68.8631
7534.56,69.0829
7537.39,69.4068
7540.22,69.6319
7543.05,69.6724
7545.88,69.5413
7548.71,69.2242
7551.54,68.8568
7554.37,68.744
7557.2,68.9872
7560.03,69.4284
7562.86,69.8476
7565.69,69.9395
7568.53,69.5974
7571.36,69.0577
7574.19,68.5136
7577.02,68.0793
7579.85,67.5911
7582.68,66.4421
7585.51,64.3443
7588.34,61.2841
7591.17,57.6923
7594,54.601
7596.83,52.2019
7599.66,50.7213
7602.49,51.3428
7605.32,54.3614
7608.15,58.3569
7610.98,61.9085
7613.81,62.718
7616.65,60.543
7619.48,58.5232
7622.31,57.2508
7625.14,56.4263
7627.97,56.0716
7630.8,56.113
7633.63,56.8796
7636.46,58.0884
7639.29,59.3431
7642.12,60.0641
7644.95,60.0796
7647.78,60.1196
7650.61,60.3171
7653.44,60.0385
7656.27,59.1059
7659.1,57.8595
7661.93,56.5449
7664.77,55.329
7667.6,54.504
7670.43,54.3873
7673.26,54.8396
7676.09,55.4411
7678.92,55.9557
7681.75,56.2437
7684.58,56.4324
7687.41,56.7646
7690.24,57.0584
7693.07,57.0035
7695.9,56.7949
7698.73,56.7205
7701.56,56.6304
7704.39,56.4691
7707.22,56.3227
7710.05,56.0966
7712.89,55.874
7715.72,55.8042
7718.55,55.9138
7721.38,56.3232
7724.21,57.0878
7727.04,58.0425
7729.87,58.9612
7732.7,59.6951
7735.53,60.1574
7738.36,60.2503
7741.19,59.9094
7744.02,59.1509
7746.85,58.0469
7749.68,57.0921
7752.51,56.837
7755.34,57.1115
7758.17,57.5981
7761.01,58.132
7763.84,58.5491
7766.67,59.003
7769.5,59.6915
7772.33,60.4033
7775.16,60.775
7777.99,60.7812
7780.82,60.5955
7783.65,60.2059
7786.48,59.7675
7789.31,59.663
7792.14,59.973
7794.97,60.5993
7797.8,61.336
7800.63,61.8935
7803.46,62.2883
7806.29,62.6556
7809.13,63.0977
7811.96,63.7208
7814.79,64.2824
7817.62,64.4258
7820.45,64.0942
7823.28,63.3592
7826.11,62.3209
7828.94,61.1412
7831.77,60.3338
7834.6,60.3387
7837.43,60.651
7840.26,60.7192
7843.09,60.8655
7845.92,61.2122
7848.75,61.1889
7851.58,60.7385
7854.41,60.4368
7857.25,60.5605
7860.08,61.0949
7862.91,61.8908
7865.74,62.6491
7868.57,63.0175
7871.4,62.7728
7874.23,62.2251
7877.06,61.7715
7879.89,61.404
7882.72,61.1154
7885.55,60.9294
7888.38,60.7634
7891.21,60.6438
7894.04,60.6355
7896.87,60.6317
7899.7,60.4704
7902.53,60.0724
7905.37,59.4823
7908.2,58.7078
7911.03,57.8283
7913.86,57.341
7916.69,57.5141
7919.52,58.0424
7922.35,58.6738
7925.18,59.2452
7928.01,59.5303
7930.84,59.4492
7933.67,59.0491
7936.5,58.3586
7939.33,57.6909
7942.16,57.4065
7944.99,57.5473
7947.82,58.1736
7950.65,59.0842
7953.49,59.8791
7956.32,60.2237
7959.15,59.9457
7961.98,59.9312
7964.81,60.9999
7967.64,62.2626
7970.47,62.8196
7973.3,62.9106
7976.13,62.8462
7978.96,62.635
7981.79,62.3644
7984.62,62.4387
7987.45,62.9483
7990.28,63.3631
7993.11,63.3427
7995.94,62.7868
7998.77,61.9898
8001.61,61.8199
8004.44,62.4957
8007.27,63.4661
8010.1,64.3935
8012.93,65.199
8015.76,65.6746
8018.59,65.5643
8021.42,64.8815
8024.25,63.8601
8027.08,63.182
8029.91,63.4857
8032.74,64.455
8035.57,65.4446
8038.4,65.8337
8041.23,65.3317
8044.06,64.3751
8046.89,63.4786
8049.73,63.1513
8052.56,63.5906
8055.39,64.3351
8058.22,64.9376
8061.05,65.1249
8063.88,64.8019
8066.71,64.1257
8069.54,63.2966
8072.37,62.4897
8075.2,62.0416
8078.03,62.3572
8080.86,63.1727
8083.69,63.8589
8086.52,64.0835
8089.35,63.7188
8092.18,63.0546
8095.01,62.4869
8097.85,62.2087
8100.68,62.3554
8103.51,62.7504
8106.34,63.0271
8109.17,62.878
8112,62.3671
8114.83,62.0379
8117.66,62.1135
8120.49,62.321
8123.32,62.5501
8126.15,62.9118
8128.98,63.3624
8131.81,63.6715
8134.64,63.7867
8137.47,63.8322
8140.3,63.7746
8143.13,63.5803
8145.97,63.3292
8148.8,63.0778
8151.63,63.0665
8154.46,63.5018
8157.29,64.0956
8160.12,64.5321
8162.95,64.7646
8165.78,64.7399
8168.61,64.5363
8171.44,64.3325
8174.27,63.9562
8177.1,63.2888
8179.93,62.8204
8182.76,62.8164
8185.59,63.0389
8188.42,63.2207
8191.25,62.9149
8194.09,61.9962
8196.92,60.8269
8199.75,59.9156
8202.58,59.9474
8205.41,60.864
8208.24,61.9374
8211.07,62.8928
8213.9,63.743
8216.73,64.2133
8219.56,64.0252
8222.39,63.5658
8225.22,63.338
8228.05,63.6617
8230.88,64.513
8233.71,65.2955
8236.54,65.9926
8239.37,66.5275
8242.21,66.6303
8245.04,66.6593
8247.87,66.6423
8250.7,66.313
8253.53,65.8734
8256.36,65.9488
8259.19,66.5855
8262.02,67.0848
8264.85,67.237
8267.68,67.1853
8270.51,66.9326
8273.34,66.6264
8276.17,66.3102
8279,65.8992
8281.83,65.5641
8284.66,65.5414
8287.49,65.7475
8290.33,65.9452
8293.16,65.8501
8295.99,65.2288
8298.82,64.2893
8301.65,63.433
8304.48,62.8744
8307.31,62.6869
8310.14,62.7885
8312.97,62.9709
8315.8,63.1446
8318.63,63.2893
8321.46,63.249
8324.29,63.0115
8327.12,62.6077
8329.95,62.1282
8332.78,62.1114
8335.61,62.7064
8338.45,63.4739
8341.28,64.0195
8344.11,63.9508
8346.94,63.4585
8349.77,63.1584
8352.6,63.2342
8355.43,63.6477
8358.26,64.0757
8361.09,64.0991
8363.92,63.9545
8366.75,64.0162
8369.58,64.1443
8372.41,64.1135
8375.24,63.755
8378.07,63.0115
8380.9,62.1333
8383.73,61.4149
8386.57,61.2822
8389.4,61.9348
8392.23,62.9886
8395.06,64.1064
8397.89,65.0211
8400.72,65.5674
8403.55,65.8984
8406.38,65.9805
8409.21,65.5677
8412.04,64.9285
8414.87,64.6119
8417.7,64.5389
8420.53,64.3567
8423.36,64.1041
8426.19,63.8822
8429.02,63.3103
8431.85,62.0646
8434.69,61.0103
8437.52,61.0552
8440.35,61.6607
8443.18,62.1231
8446.01,62.4359
8448.84,62.6177
8451.67,62.5021
8454.5,62.055
8457.33,61.537
8460.16,61.1552
8462.99,60.9249
8465.82,60.9841
8468.65,61.5415
8471.48,62.4034
8474.31,63.1362
8477.14,63.5924
8479.97,63.7621
8482.81,63.5769
8485.64,62.9802
8488.47,61.7609
8491.3,59.7677
8494.13,57.6182
8496.96,56.0783
8499.79,55.6848
8502.62,56.7412
8505.45,58.2343
8508.28,59.0466
8511.11,59.2638
8513.94,59.163
8516.77,59.0304
8519.6,59.1051
8522.43,59.3235
8525.26,59.4084
8528.09,58.8361
8530.93,57.2937
8533.76,54.6899
8536.59,51.4633
8539.42,48.7371
8542.25,47.5544
8545.08,48.6661
8547.91,51.5851
8550.74,55.0408
8553.57,58.2007
8556.4,60.4501
8559.23,61.9323
8562.06,63.1396
8564.89,64.1417
8567.72,64.8247
8570.55,64.9152
8573.38,64.3969
8576.21,63.8878
8579.05,63.8164
8581.88,63.824
8584.71,63.6444
8587.54,63.6132
8590.37,63.8943
8593.2,64.125
8596.03,64.1202
8598.86,64.1088
8601.69,64.2305
8604.52,64.5157
8607.35,64.8856
8610.18,65.0464
8613.01,65.0609
8615.84,65.3228
8618.67,66.0245
8621.5,67.2498
8624.33,68.5405
8627.17,69.0787
8630,68.8564
8632.83,68.4426
8635.66,68.0488
8638.49,67.6469
8641.32,67.3972
8644.15,67.0583
8646.98,65.9273
8649.81,63.7755
8652.64,60.594
8655.47,56.6967
8658.3,53.047
8661.13,50.5104
8663.96,50.0465
8666.79,51.8565
8669.62,54.8161
8672.45,57.8897
8675.29,60.2939
8678.12,61.8115
8680.95,62.8816
8683.78,63.6642
8686.61,63.9674
8689.44,64.0717
8692.27,64.749
8695.1,65.9198
8697.93,66.8694
8700.76,67.309
8703.59,67.293
8706.42,67.2238
8709.25,67.6121
8712.08,68.279
8714.91,68.7251
8717.74,69.1723
8720.57,69.8405
8723.41,70.1865
8726.24,69.8588
8729.07,68.9861
8731.9,67.876
8734.73,67.1096
8737.56,66.9377
8740.39,67.0599
8743.22,67.1813
8746.05,67.059
8748.88,66.7771
8751.71,66.7537
8754.54,67.075
8757.37,67.6018
8760.2,68.1726
8763.03,68.5834
8765.86,68.9105
8768.69,69.3106
8771.53,69.8129
8774.36,70.5138
8777.19,71.4744
8780.02,72.5367
8782.85,73.2189
8785.68,73.2857
8788.51,73.0065
8791.34,72.5132
8794.17,71.873
8797,71.2013
8799.83,70.4003
8802.66,69.5889
8805.49,69.1812
8808.32,69.3551
8811.15,70.2034
8813.98,71.3206
8816.81,71.6901
8819.65,71.2108
8822.48,70.5377
8825.31,70.2378
8828.14,70.7846
8830.97,71.7713
8833.8,72.4195
8836.63,72.4826
8839.46,71.9008
8842.29,71.3262
8845.12,71.5798
8847.95,72.2964
8850.78,72.7051
8853.61,72.1946
8856.44,70.7108
8859.27,69.3016
8862.1,68.7093
8864.93,68.6903
8867.77,68.8175
8870.6,68.8372
8873.43,68.8728
8876.26,69.2275
8879.09,69.9752
8881.92,70.9896
8884.75,71.989
8887.58,72.6621
8890.41,72.9344
8893.24,72.9275
8896.07,72.7484
8898.9,72.3916
8901.73,72.0567
8904.56,72.0476
8907.39,72.1705
8910.22,72.1117
8913.05,71.8631
8915.89,71.4766
8918.72,71.264
8921.55,71.5012
8924.38,71.6358
8927.21,71.2303
8930.04,70.769
8932.87,70.4385
8935.7,70.0433
8938.53,69.8235
8941.36,69.7707
8944.19,69.5841
8947.02,69.3777
8949.85,69.4262
8952.68,69.8755
8955.51,70.4706
8958.34,70.7622
8961.17,70.766
8964.01,70.6119
8966.84,70.3417
8969.67,70.1347
8972.5,70.2862
8975.33,70.9656
8978.16,71.4994
8980.99,71.1893
8983.82,70.3119
8986.65,69.3529
8989.48,69.149
8992.31,70.1118
8995.14,70.7786
8997.97,69.9979
9000.8,68.4302
9003.63,67.0209
9006.46,66.2228
9009.29,66.0494
9012.13,65.9717
9014.96,65.7676
9017.79,65.8877
9020.62,66.2002
9023.45,66.1653
9026.28,66.3587
9029.11,67.7027
9031.94,69.4879
9034.77,70.4624
9037.6,71.1329
9040.43,72.509
9043.26,74.2085
9046.09,75.401
9048.92,75.5896
9051.75,74.6985
9054.58,73.4626
9057.41,72.5844
9060.25,72.2129
9063.08,72.2518
9065.91,72.2745
9068.74,72.0175
9071.57,71.7402
9074.4,71.6409
9077.23,71.7302
9080.06,71.7003
9082.89,70.641
9085.72,68.7936
9088.55,67.8159
9091.38,68.4102
9094.21,70.3283
9097.04,72.4879
9099.87,73.361
9102.7,72.8824
9105.53,71.674
9108.37,70.244
9111.2,69.338
9114.03,68.8472
9116.86,68.2252
9119.69,68.1097
9122.52,69.2153
9125.35,70.5857
9128.18,71.0323
9131.01,70.4266
9133.84,69.0895
9136.67,68.0191
9139.5,67.6667
9142.33,67.025
9145.16,65.782
9147.99,64.5825
9150.82,63.9038
9153.65,63.9287
9156.49,64.5579
9159.32,65.5921
9162.15,66.0544
9164.98,65.0183
9167.81,63.165
9170.64,61.3407
9173.47,60.3323
9176.3,60.7793
9179.13,62.0482
9181.96,63.356
9184.79,64.2023
9187.62,64.3121
9190.45,64.012
9193.28,63.64
9196.11,63.3381
9198.94,63.0418
9201.77,62.807
9204.6,62.5633
9207.44,61.4181
9210.27,59.397
9213.1,58.1593
9215.93,58.1743
9218.76,58.3475
9221.59,58.4232
9224.42,59.0288
9227.25,59.9906
9230.08,60.4014
9232.91,60.3135
9235.74,60.6412
9238.57,61.4829
9241.4,62.2223
9244.23,62.6562
9247.06,62.7265
9249.89,62.5889
9252.72,62.9325
9255.56,63.4771
9258.39,63.421
9261.22,63.248
9264.05,63.4748
9266.88,63.7994
9269.71,63.9092
9272.54,63.6455
9275.37,63.1581
9278.2,62.4685
9281.03,61.4663
9283.86,60.8852
9286.69,60.936
9289.52,60.5719
9292.35,59.865
9295.18,59.8714
9298.01,60.4649
9300.84,60.8321
9303.68,60.7656
9306.51,60.4769
9309.34,60.0705
9312.17,59.5085
9315,58.7184
9317.83,57.6542
9320.66,57.0051
9323.49,57.3163
9326.32,57.6313
9329.15,57.5627
9331.98,57.5135
9334.81,57.5678
9337.64,58.2255
9340.47,58.9971
9343.3,58.8946
9346.13,58.2413
9348.96,57.2375
9351.8,56.216
9354.63,55.6187
9357.46,55.103
9360.29,54.9169
9363.12,55.1416
9365.95,54.9614
9368.78,54.4579
9371.61,54.4096
9374.44,54.7584
9377.27,55.0973
9380.1,55.6907
9382.93,56.6898
9385.76,57.3714
9388.59,57.4504
9391.42,57.4832
9394.25,57.8995
9397.08,58.0545
9399.92,57.1432
9402.75,55.7401
9405.58,54.5155
9408.41,53.5181
9411.24,52.9274
9414.07,53.0096
9416.9,53.6365
9419.73,53.9507
9422.56,53.8624
9425.39,54.316
9428.22,55.2504
9431.05,56.3078
9433.88,57.1041
9436.71,56.4767
9439.54,55.0187
9442.37,54.6187
9445.2,55.3288
9448.04,56.4239
9450.87,57.1462
9453.7,56.8353
9456.53,56.3106
9459.36,56.6588
9462.19,57.6919
9465.02,58.7555
9467.85,59.047
9470.68,58.5697
9473.51,58.0146
9476.34,57.7913
9479.17,57.9707
9482,58.1138
9484.83,58.5689
9487.66,59.5817
9490.49,59.4909
9493.32,58.5098
9496.16,58.2095
9498.99,58.4389
9501.82,59.5956
9504.65,61.0005
9507.48,60.9322
9510.31,60.0173
9513.14,59.1467
9515.97,58.8948
9518.8,59.9128
9521.63,61.5907
9524.46,63.3563
9527.29,64.4081
9530.12,63.9163
9532.95,62.4645
9535.78,60.9298
9538.61,59.722
9541.44,59.0625
9544.28,58.5435
9547.11,58.0039
9549.94,58.4915
9552.77,60.2952
9555.6,62.1867
9558.43,63.2981
9561.26,63.3555
9564.09,62.8093
9566.92,62.4356
9569.75,62.1266
9572.58,61.9782
9575.41,61.974
9578.24,61.432
9581.07,60.8987
9583.9,61.2933
9586.73,62.3188
9589.56,63.3739
9592.4,64.0838
9595.23,64.294
9598.06,63.7384
9600.89,62.4139
9603.72,61.5208
9606.55,61.8713
9609.38,62.905
9612.21,63.9867
9615.04,64.3945
9617.87,63.8819
9620.7,63.2326
9623.53,62.8849
9626.36,62.9186
9629.19,62.9853
9632.02,62.4003
9634.85,61.3349
9637.68,59.8361
9640.52,58.3787
9643.35,58.1635
9646.18,58.8315
9649.01,59.7684
9651.84,60.9156
9654.67,61.5711
9657.5,61.5368
9660.33,61.3077
9663.16,61.3397
9665.99,61.6811
9668.82,61.9855
9671.65,62.2926
9674.48,62.7695
9677.31,63.3269
9680.14,63.871
9682.97,64.246
9685.8,64.1718
9688.64,63.7565
9691.47,63.672
9694.3,64.1064
9697.13,64.5586
9699.96,64.6131
9702.79,64.2134
9705.62,63.539
9708.45,62.4871
9711.28,61.4329
9714.11,61.4761
9716.94,62.555
9719.77,63.6648
9722.6,64.1429
9725.43,63.6951
9728.26,62.7097
9731.09,61.7982
9733.92,61.0862
9736.76,60.4706
9739.59,60.1785
9742.42,60.5395
9745.25,61.1968
9748.08,62.0005
9750.91,63.5369
9753.74,65.4167
9756.57,66.1529
9759.4,65.4223
9762.23,64.1291
9765.06,62.9724
9767.89,62.4504
9770.72,62.5454
9773.55,62.7316
9776.38,62.8099
9779.21,62.7308
9782.04,62.3056
9784.88,61.4184
9787.71,60.7167
9790.54,61.2126
9793.37,62.7074
9796.2,64.218
9799.03,65.3154
9801.86,66.1948
9804.69,66.9005
9807.52,67.2465
9810.35,67.358
9813.18,67.4295
9816.01,67.5956
9818.84,67.9246
9821.67,67.9964
9824.5,67.5064
9827.33,66.7984
9830.16,66.3421
9833,66.5798
9835.83,67.5142
9838.66,68.6954
9841.49,69.6293
9844.32,69.8484
9847.15,69.6934
9849.98,69.9328
9852.81,70.5781
9855.64,71.3351
9858.47,71.7994
9861.3,71.5362
9864.13,70.7467
9866.96,69.9625
9869.79,69.7095
9872.62,70.2751
9875.45,71.541
9878.28,73.0478
9881.12,73.8542
9883.95,73.469
9886.78,72.213
9889.61,70.4998
9892.44,68.8974
9895.27,67.721
9898.1,66.8642
9900.93,66.4738
9903.76,66.7354
9906.59,67.5217
9909.42,68.6802
9912.25,69.6706
9915.08,69.8066
9917.91,69.4551
9920.74,69.3191
9923.57,69.1958
9926.4,68.6769
9929.24,68.1059
9932.07,67.8954
9934.9,67.9115
9937.73,68.0784
9940.56,68.3946
9943.39,68.7867
9946.22,69.3387
9949.05,69.9765
9951.88,70.5089
9954.71,70.9167
9957.54,71.1854
9960.37,71.4346
9963.2,71.7829
9966.03,72.0121
9968.86,71.9715
9971.69,71.9082
9974.52,72.084
9977.36,72.3291
9980.19,72.2631
9983.02,71.6123
9985.85,70.4026
9988.68,69.2325
9991.51,68.5836
9994.34,70.4139
9997.17,74.9323
10000,67.8071
