Modified Julian Day,Magnitude,mjd
57630.14305555541,11.812000000000001,57630.14353699982
57630.143749999814,11.810666666666668,57630.14407466678
57630.14444444422,11.818,57630.14461399987
57630.14513888862,11.809000000000001,57630.14556000009
57630.14583333349,11.813500000000001,57630.14610549994
57630.14652777789,11.8225,57630.14691400016
57630.147222222295,,
57630.1479166667,11.835,57630.14838949987
57630.1486111111,11.8375,57630.148926999886
57630.149305555504,11.8345,57630.14974000002
57630.14999999991,11.842666666666666,57630.1504169999
57630.15069444431,11.836,57630.151091000065
57630.15138888918,11.839,57630.151765333336
57630.15208333358,,
57630.152777777985,11.8415,57630.15317950002
57630.15347222239,11.825333333333335,57630.15385433348
57630.15416666679,11.83,57630.15452850005
57630.154861111194,11.831999999999999,57630.155204666466
57630.1555555556,11.8475,57630.15588199999
57630.15625,11.838999999999999,57630.15656099996
57630.1569444444,,
57630.157638888806,11.845,57630.157833999954
57630.15833333321,11.830333333333334,57630.158647333585
57630.15902777761,11.8285,57630.159332000185
57630.159722222015,11.825333333333333,57630.16001066659
57630.16041666642,11.832333333333333,57630.1608193332
57630.16111111082,11.8205,57630.16149650002
57630.16180555569,,
57630.16250000009,11.804666666666668,57630.16283733351
57630.163194444496,11.8125,57630.1635164998
57630.1638888889,11.807,57630.164188999835
57630.1645833333,11.804,57630.16499766676
57630.165277777705,11.7875,57630.16567149991
57630.16597222211,11.8005,57630.16621100018
57630.16666666651,11.777000000000001,57630.16735900007
57630.16736111138,11.784,57630.16776300012
57630.16805555578,11.777000000000001,57630.16857500002
57630.168750000186,11.7795,57630.16911799996
57630.16944444459,11.764000000000001,57630.169792333305
57630.17013888899,11.761,57630.170473000035
57630.170833333395,11.765500000000001,57630.17101049982
57630.1715277778,,
57630.1722222222,11.739666666666666,57630.172513999976
57630.172916666605,11.740333333333334,57630.173323
57630.17361111101,11.738,57630.173995499965
57630.17430555541,11.733333333333333,57630.1746716667
57630.174999999814,11.725,57630.17535100016
57630.17569444422,11.723,57630.175890999846
57630.17638888862,11.708,57630.17696500011
57630.17708333349,11.7015,57630.177376999985
57630.17777777789,11.686666666666667,57630.17805533359
57630.178472222295,11.675333333333334,57630.17886799978
57630.1791666667,11.670499999999999,57630.17954499996
57630.1798611111,11.682333333333332,57630.180224666685
57630.180555555504,11.686,57630.18077199999
57630.18124999991,11.661,57630.181700000074
57630.18194444431,11.655666666666667,57630.182239999995
57630.18263888918,11.645666666666669,57630.18304833351
57630.18333333358,11.636499999999998,57630.18373050005
57630.184027777985,11.641333333333336,57630.18440600004
57630.18472222239,11.6295,57630.185080999974
57630.18541666679,11.622,57630.18548600003
57630.186111111194,,
57630.1868055556,,
57630.1875,11.611,57630.18799099978
57630.1881944444,11.605,57630.18852850003
57630.188888888806,11.596000000000002,57630.1892043332
57630.18958333321,11.585,57630.189882999985
57630.19027777761,11.585333333333333,57630.190554666646
57630.190972222015,11.58,57630.19137166658
57630.19166666642,,
57630.19236111082,11.5735,57630.19271500013
57630.19305555569,11.569,57630.19339233342
57630.19375000009,11.5735,57630.19406200014
57630.194444444496,11.565,57630.19474000003
57630.1951388889,11.557500000000001,57630.19568649982
57630.1958333333,11.5505,57630.1962319999
57630.196527777705,,
57630.19722222211,11.5555,57630.19770949986
57630.19791666651,11.5435,57630.19825050002
57630.19861111138,11.539666666666667,57630.198925666824
57630.19930555578,11.546,57630.19960149983
57630.200000000186,11.547333333333334,57630.20027966673
57630.20069444459,11.534500000000001,57630.200956000015
57630.20138888899,,
57630.202083333395,11.543,57630.20254450012
57630.2027777778,11.5315,57630.2030834998
57630.2034722222,11.537999999999998,57630.20375866691
57630.204166666605,11.544333333333334,57630.2045713334
57630.20486111101,11.540500000000002,57630.20525849983
57630.20555555541,11.546999999999999,57630.205809999956
57630.206249999814,11.53,57630.20687799994
57630.20694444422,11.5275,57630.20728750015
57630.20763888862,11.538666666666666,57630.20796033336
57630.20833333349,11.5295,57630.20864249999
57630.20902777789,11.543,57630.20931733322
57630.209722222295,11.536666666666667,57630.21012833342
57630.2104166667,11.543,57630.21066599991
57630.2111111111,11.534,57630.21160400007
57630.211805555504,11.537,57630.21214499992
57630.21249999991,11.5475,57630.21282249992
57630.21319444431,11.543999999999999,57630.213494000025
57630.21388888918,11.548666666666668,57630.214302333385
