 56298  682.06 3199.07 19.363  1.662 17.700  76   1 0.042 1008   3 0.029
 56299  784.96 3198.65 20.265  1.739 18.527  76   0 0.123 1007   1 0.056
 56300  835.26 3199.57 20.216  1.854 18.362  77   0 0.181 1006   3 0.063
 56301  680.68 3205.37 19.460  1.553 17.907  76   0 0.060 1007   4 0.039
 56302  572.65 3207.51 19.903  2.113 17.790  76   1 0.072 1010   0 0.035
 56303  568.52 3204.78 20.457  2.184 18.272  75   1 0.116 1005   4 0.051
 56305  763.70 3207.98 19.971  1.942 18.029  76   0 0.118 1008   2 0.038
 56306  700.58 3208.41 20.183  1.822 18.361  74   1 0.093  999   6 0.085
 56307  867.52 3210.90 19.993  2.148 17.845  78   0 0.256 1002   8 0.056
 56308  730.76 3216.11 19.309  1.750 17.559  76   0 0.055 1008   3 0.030
 56309  847.21 3220.50 19.113  1.653 17.460  78   0 0.109 1009   1 0.032
 56310  575.10 3220.17 20.198  1.993 18.205  73   0 0.081 1007   0 0.038
 56312  848.10 3225.25 20.016  1.760 18.256  77   0 0.199 1007   3 0.057
 56313  890.15 3228.61 19.762  1.620 18.142  78   0 0.231 1007   4 0.066
 56314  910.69 3228.93 19.726  1.821 17.905  77   0 0.348 1011   0 0.094
 56315  586.85 3231.20 19.846  1.940 17.906  77   0 0.076 1006   4 0.034
 56317  872.95 3243.89 19.896  2.366 17.530  78   0 0.305 1006   5 0.048
 56318  641.78 3246.13 19.379  1.640 17.739  74   1 0.048 1009   1 0.029
 56319  900.89 3251.46 18.474  0.183 18.291  77   0 0.426  986   0 0.434
 56320  614.74 3249.12 19.582  1.554 18.028  74   0 0.053 1008   2 0.034
 56321  730.67 3247.19 99.999  9.999 99.999   0   0 9.999    0   0 9.999
 56322  643.46 3250.27 19.764  1.613 18.152  75   0 0.062 1009   0 0.039
 56323  776.57 3252.56 19.422  1.633 17.789  75   1 0.099 1006   3 0.031
 56324  994.92 3251.80 99.999  9.999 18.000   0   0 9.999 1007   1 0.197
 56325 1018.32 3252.19 18.468  0.416 18.052  74   0 0.495 1009   0 0.265
 56326  904.22 3254.42 99.999  9.999 17.806   0   0 9.999 1005   0 0.308
 56327  573.84 3257.41 19.545  1.895 17.650  76   0 0.053 1009   1 0.025
 56328  885.47 3257.29 18.744  1.278 17.466  78   0 0.162 1011   0 0.092
 56329  607.95 3257.75 19.509  1.474 18.035  74   0 0.054 1008   2 0.035
 56330 1007.95 3259.06 18.494  0.607 17.887  60   0 0.677 1002   1 0.297
 56331  824.36 3259.51 19.871  1.902 17.969  78   0 0.210 1009   2 0.043
 56332  778.31 3262.16 19.933  1.969 17.964  76   1 0.149 1003   6 0.092
 56333  912.85 3262.03 99.999  9.999 16.953   0   0 9.999 1009   2 0.179
 56334  992.12 3267.88 99.999  9.999 18.081   0   0 9.999  902   1 0.499
 56335  994.04 3264.65 99.999  9.999 18.146   0   0 9.999  932   1 0.458
 56336  771.77 3264.12 20.097  1.771 18.326  76   2 0.134 1007   3 0.099
 56337 1002.83 3268.00 16.924 -1.242 18.165  78   0 0.376  967   0 0.535
 56339  922.17 3271.66 16.289 -0.891 17.180  78   0 0.212  998   0 0.362
 56340  581.62 3268.82 20.151  1.851 18.300  73   0 0.076 1007   3 0.043
 56341  653.47 3269.57 19.763  1.647 18.115  74   1 0.073 1007   2 0.035
 56342  987.75 3273.90 99.999  9.999 17.433   0   0 9.999  904   1 0.457
 56343  989.62 3272.14 99.999  9.999 17.641   0   0 9.999  905   1 0.452
 56344  997.12 3273.79 99.999  9.999 17.279   0   0 9.999  998   0 0.398
 56346  752.69 3273.37 20.134  1.811 18.322  75   0 0.163 1006   1 0.051
 56347  985.67 3276.94 99.999  9.999 16.984   0   0 9.999  936   1 0.412
 56348  643.26 3276.10 19.167  1.580 17.587  74   2 0.044 1009   1 0.024
 56349  928.39 3278.01 99.999  9.999 17.122   0   0 9.999  981   0 0.398
 56351  995.35 3280.93 99.999  9.999 17.700   0   0 9.999  798   0 0.741
 56352  711.45 3277.66 19.371  1.003 18.368  75   1 0.071 1008   2 0.049
 56353  997.23 3277.26 99.999  9.999 17.842   0   0 9.999  806   0 0.732
 56354  849.89 3278.88 19.832  1.839 17.994  74   0 0.460 1004   4 0.101
 56355  923.09 3281.78 99.999  9.999 17.675   0   0 9.999  775   0 0.620
 56356  932.97 3283.35 99.999  9.999 16.647   0   0 9.999  934   0 0.457
 56357  992.32 3282.26 99.999  9.999 17.304   0   0 9.999  928   0 0.617
 56358  927.49 3286.65 99.999  9.999 17.160   0   0 9.999  778   0 0.598
 56359  933.59 3289.71 99.999  9.999 16.492   0   0 9.999  784   0 0.531
 56360  990.04 3288.33 99.999  9.999 17.150   0   0 9.999  873   0 0.709
 56361  627.10 3289.72 19.541  1.611 17.931  72   3 0.054 1006   2 0.043
 56362  873.54 3292.33 99.999  9.999 17.690   0   0 9.999 1011   0 0.295
 56363  992.33 3293.95 99.999  9.999 17.340   0   0 9.999  886   0 0.856
 56366  929.68 3293.80 99.999  9.999 17.133   0   0 9.999  863   0 0.774
 56367  993.51 3289.76 99.999  9.999 17.643   0   0 9.999  693   0 0.937
 56368  925.28 3295.64 99.999  9.999 17.158   0   0 9.999  947   0 0.729
 56369  590.24 3292.78 99.999  9.999 19.620   0   0 9.999  940   0 0.305
 56370  658.79 3293.64 19.778  1.784 17.994  72   2 0.131 1005   3 0.033
 56371  716.47 3293.37 99.999  9.999 17.959   0   0 9.999 1008   3 0.045
 56372  926.57 3292.01 99.999  9.999 17.027   0   0 9.999  913   0 0.614
 56373  934.20 3296.24 99.999  9.999 16.225   0   0 9.999  982   0 0.598
 56374  920.77 3296.08 99.999  9.999 17.091   0   0 9.999  976   0 0.622
 56375  835.12 3294.93 99.999  9.999 18.246   0   0 9.999 1000   8 0.119
