#  puvul.276  455185.54471   60.0
#     wave       flux
   3465.39282   1.13296E-13
   3466.86670   1.16844E-13
   3468.34058   1.99546E-14
   3469.81445   2.73532E-13
   3471.28833   2.64120E-13
   3472.76221   6.19253E-13
   3474.23608   3.05406E-13
   3475.70972   2.34977E-13
   3477.18359   1.66765E-13
   3478.65747   3.63327E-13
   3480.13135   5.99165E-13
   3481.60522   1.55608E-13
   3483.07910   4.58558E-13
   3484.55298   4.27275E-13
   3486.02686   1.60274E-13
   3487.50073   4.58748E-13
   3488.97461   7.90611E-13
   3490.44849   6.26379E-13
   3491.92236   6.13254E-13
   3493.39624   4.01359E-13
   3494.86987   1.41637E-13
   3496.34375   2.94470E-13
   3497.81763   3.76433E-13
   3499.29150   3.47111E-13
   3500.76538   5.60361E-13
   3502.23926   4.35746E-13
   3503.71313   2.96630E-13
   3505.18701   5.33106E-13
   3506.66089   3.22920E-13
   3508.13477   7.17686E-13
   3509.60864   4.97305E-13
   3511.08252   2.72815E-13
   3512.55640   3.89925E-13
   3514.03003   3.22049E-13
   3515.50391   1.47705E-13
   3516.97778   3.36089E-13
   3518.45166   4.42828E-13
   3519.92554   3.95940E-13
   3521.39941   3.25188E-13
   3522.87329   5.39578E-14
   3524.34717   2.38357E-13
   3525.82104   1.44094E-13
   3527.29492   1.78907E-13
   3528.76880   3.13288E-13
   3530.24268   1.67016E-13
   3531.71655   2.54515E-13
   3533.19019   5.27992E-13
   3534.66406   3.63854E-13
   3536.13794   3.21741E-13
   3537.61182   5.08053E-13
   3539.08569   4.30142E-13
   3540.55957   2.74360E-13
   3542.03345   3.97972E-13
   3543.50732   3.51007E-13
   3544.98120   1.83909E-13
   3546.45508   1.73204E-13
   3547.92896   5.36141E-13
   3549.40283   4.95452E-13
   3550.87671   4.04888E-13
   3552.35034   4.82270E-13
   3553.82422   3.07059E-13
   3555.29810   3.45578E-13
   3556.77197   4.09402E-13
   3558.24585   3.91906E-13
   3559.71973   2.33577E-13
   3561.19360   2.97300E-13
   3562.66748   3.26961E-13
   3564.14136   3.85343E-13
   3565.61523   3.03418E-13
   3567.08911   3.72490E-13
   3568.56299   2.24417E-13
   3570.03687   3.79083E-13
