#  puvul.277  455353.93990    1.0
#     wave       flux
   3473.38135   2.29892E-12
   3474.85254   1.66027E-12
   3476.32373   1.11884E-12
   3477.79517   8.68214E-13
   3479.26636   1.19067E-12
   3480.73755   2.19690E-12
   3482.20874   1.69366E-13
   3483.68018  -6.81549E-13
   3485.15137   1.31376E-12
   3486.62256   1.09114E-12
   3488.09375   8.13447E-13
   3489.56519  -2.72076E-13
   3491.03638   4.32901E-13
   3492.50757   1.39068E-12
   3493.97876   9.61715E-14
   3495.45020  -1.68457E-13
   3496.92139  -9.06111E-14
   3498.39258   4.72176E-14
   3499.86377  -4.52161E-13
   3501.33496   1.00055E-12
   3502.80640  -6.63872E-13
   3504.27759  -6.32762E-13
   3505.74878   1.12408E-12
   3507.21997  -9.87668E-14
   3508.69141   1.44860E-13
   3510.16260   7.38696E-13
   3511.63379   3.14452E-13
   3513.10498  -7.59332E-13
   3514.57642   6.78686E-13
   3516.04761   8.96323E-13
   3517.51880   5.86130E-13
   3518.98999   2.15313E-12
   3520.46143   6.02521E-13
   3521.93262  -2.59556E-13
   3523.40381  -4.74425E-13
   3524.87500   8.57114E-13
   3526.34644   1.41852E-12
   3527.81763   1.49941E-12
   3529.28882   3.42328E-13
   3530.76001  -1.17929E-13
   3532.23120  -3.67540E-13
   3533.70264   1.99114E-13
   3535.17383  -7.36821E-13
   3536.64502   2.36796E-13
   3538.11621   4.79192E-13
   3539.58765   5.01258E-13
   3541.05884   2.47741E-12
   3542.53003   1.27026E-12
   3544.00122  -2.22867E-13
   3545.47266  -2.37391E-13
   3546.94385   1.17151E-12
   3548.41504  -4.00806E-13
   3549.88623  -8.11434E-13
   3551.35767  -1.26290E-13
   3552.82886   5.16035E-14
   3554.30005   4.86672E-13
   3555.77124   2.25459E-13
   3557.24243   8.76638E-13
   3558.71387  -7.98957E-13
   3560.18506   5.90195E-13
   3561.65625   6.36558E-13
   3563.12744   7.13080E-13
   3564.59888   5.26228E-13
   3566.07007  -1.09511E-13
   3567.54126  -1.13687E-12
   3569.01245   2.27760E-13
   3570.48389   1.15499E-14
   3571.95508   8.50778E-13
   3573.42627  -1.21158E-12
   3574.89746   5.72921E-13
   3576.36890  -7.45926E-13
   3577.84009   9.96909E-13
   3579.31128  -1.09821E-12
   3580.78247   9.28595E-13
   3582.25366   9.17748E-13
   3583.72510  -2.17273E-13
   3585.19629   1.23622E-12
   3586.66748  -5.27030E-15
   3588.13867  -7.04316E-13
   3589.61011  -2.33693E-13
   3591.08130  -8.48639E-14
   3592.55249  -1.59477E-13
   3594.02368   9.84756E-14
   3595.49512   6.23977E-13
