#  puvul.275  455185.54417   10.0
#     wave       flux
   3465.39282  -2.02116E-13
   3466.86670   4.70480E-13
   3468.34058   8.29861E-13
   3469.81445   1.96860E-12
   3471.28833  -8.28510E-13
   3472.76221   4.27729E-12
   3474.23608   2.35668E-12
   3475.70972  -8.80397E-13
   3477.18359   1.43907E-12
   3478.65747  -9.82745E-13
   3480.13135   6.42337E-14
   3481.60522  -1.50584E-13
   3483.07910   2.95464E-13
   3484.55298   1.31712E-12
   3486.02686   6.61018E-13
   3487.50073   9.41577E-13
   3488.97461   1.99820E-13
   3490.44849   1.18011E-12
   3491.92236   2.67006E-13
   3493.39624   8.11494E-13
   3494.86987   5.45951E-13
   3496.34375   1.43176E-13
   3497.81763   5.36671E-13
   3499.29150  -3.74511E-13
   3500.76538   8.21070E-13
   3502.23926  -6.57688E-13
   3503.71313   8.73884E-13
   3505.18701   1.11785E-12
   3506.66089   1.93396E-13
   3508.13477  -1.86924E-13
   3509.60864  -1.11947E-13
   3511.08252   1.17882E-12
   3512.55640   9.92601E-13
   3514.03003   1.34412E-12
   3515.50391   2.03327E-13
   3516.97778   9.25379E-14
   3518.45166   1.08537E-12
   3519.92554   4.67694E-13
   3521.39941   3.96144E-13
   3522.87329   1.38711E-12
   3524.34717  -4.94400E-13
   3525.82104  -8.78806E-13
   3527.29492   2.86075E-13
   3528.76880  -2.42452E-13
   3530.24268  -7.25533E-13
   3531.71655   2.10458E-12
   3533.19019   1.01723E-12
   3534.66406   9.08388E-13
   3536.13794   4.09163E-14
   3537.61182  -4.03810E-13
   3539.08569   2.21677E-12
   3540.55957   8.81617E-13
   3542.03345   1.17654E-12
   3543.50732  -4.05517E-13
   3544.98120  -4.42999E-13
   3546.45508  -5.07841E-14
   3547.92896  -2.17826E-13
   3549.40283  -4.58068E-14
   3550.87671   1.86617E-12
   3552.35034  -1.01751E-13
   3553.82422  -4.46722E-13
   3555.29810   8.90295E-13
   3556.77197   1.06956E-12
   3558.24585   8.28841E-14
   3559.71973   5.59185E-13
   3561.19360   1.62558E-12
   3562.66748  -1.30751E-13
   3564.14136   3.95442E-13
   3565.61523  -2.56128E-13
   3567.08911   1.40002E-12
   3568.56299   9.62240E-13
   3570.03687   9.74289E-13
   3571.51050   8.00062E-13
   3572.98438  -2.86596E-13
   3574.45825   3.81945E-13
   3575.93213  -8.45986E-15
   3577.40601  -8.32723E-15
   3578.87988  -3.36557E-13
   3580.35376   7.52243E-13
   3581.82764   1.10034E-12
   3583.30151   2.06229E-12
   3584.77539   1.79793E-12
   3586.24927   1.47070E-12
   3587.72314   1.56288E-12
   3589.19702   2.03876E-12
   3590.67065   2.86803E-13
   3592.14453   1.53321E-12
   3593.61841   7.97949E-13
   3595.09229  -3.95533E-13
   3596.56616   4.31780E-13
   3598.04004  -3.40060E-14
   3599.51392  -3.46843E-14
   3600.98779  -6.77058E-14
   3602.46167   8.63234E-13
   3603.93555   3.59425E-13
   3605.40942   6.46446E-13
   3606.88330   3.36862E-13
   3608.35718   8.79937E-13
   3609.83081   4.53264E-13
   3611.30469   3.61152E-13
   3612.77856   7.28211E-13
   3614.25244   1.15280E-12
   3615.72632   8.93481E-13
   3617.20020  -4.20561E-13
   3618.67407   7.34879E-13
   3620.14795   6.43524E-13
   3621.62183   9.64273E-14
   3623.09570   1.58166E-12
   3624.56958   5.90268E-13
   3626.04346   1.15545E-13
   3627.51733   5.94105E-13
   3628.99097   7.67370E-13
   3630.46484   6.28318E-13
   3631.93872   1.06261E-12
   3633.41260   1.28542E-14
   3634.88647   2.36149E-13
   3636.36035  -1.64101E-13
   3637.83423   1.93154E-13
   3639.30811   3.20694E-13
   3640.78198  -1.50622E-13
   3642.25586  -4.56248E-14
   3643.72974   9.32603E-14
   3645.20361   2.27906E-13
