#  puvul.278  455353.94015   10.0
#     wave       flux
   3473.38135   1.23222E-13
   3474.85254  -7.70212E-14
   3476.32373  -9.25927E-14
   3477.79517   4.09753E-14
   3479.26636   1.50279E-13
   3480.73755  -1.37926E-14
   3482.20874  -2.76175E-14
   3483.68018   5.03982E-14
   3485.15137   1.01407E-13
   3486.62256   9.41422E-15
   3488.09375   1.52041E-13
   3489.56519   1.03587E-13
   3491.03638  -1.25503E-13
   3492.50757   1.15881E-13
   3493.97876   3.19412E-14
   3495.45020   2.01152E-15
   3496.92139   3.31885E-14
   3498.39258  -1.17312E-13
   3499.86377   6.88466E-14
   3501.33496   1.75874E-13
   3502.80640  -8.50313E-14
   3504.27759   1.60449E-13
   3505.74878  -2.60186E-14
   3507.21997   1.03807E-13
   3508.69141  -5.75342E-14
   3510.16260   6.63936E-14
   3511.63379  -8.65005E-15
   3513.10498   4.35597E-14
   3514.57642   1.35454E-14
   3516.04761   3.51229E-14
   3517.51880   1.30031E-13
   3518.98999   1.00368E-13
   3520.46143   4.71818E-14
   3521.93262  -1.39510E-13
   3523.40381  -3.05604E-14
   3524.87500   4.87661E-14
   3526.34644  -2.74321E-14
   3527.81763   1.35404E-13
   3529.28882  -2.90920E-14
   3530.76001   7.84541E-14
   3532.23120   3.59742E-14
   3533.70264   1.54272E-13
   3535.17383   1.68549E-13
   3536.64502   2.11139E-14
   3538.11621  -1.45741E-13
   3539.58765  -2.77721E-14
   3541.05884   1.81025E-13
   3542.53003   4.14712E-15
   3544.00122  -3.09404E-14
   3545.47266   3.28487E-14
   3546.94385   1.58529E-13
   3548.41504   1.70720E-13
   3549.88623   3.87477E-14
   3551.35767  -6.56348E-14
   3552.82886   6.01051E-14
   3554.30005   1.48125E-13
   3555.77124   7.03755E-14
   3557.24243   8.66813E-14
   3558.71387   9.21805E-14
   3560.18506   8.96382E-14
   3561.65625   8.17743E-14
   3563.12744  -2.12819E-15
   3564.59888   8.21662E-14
   3566.07007   1.18625E-13
   3567.54126   9.11000E-14
   3569.01245   7.24177E-14
   3570.48389   1.03029E-13
   3571.95508   7.87873E-14
   3573.42627  -3.37933E-14
   3574.89746   1.55397E-13
   3576.36890   9.12071E-14
   3577.84009   2.36709E-14
   3579.31128  -2.78962E-14
   3580.78247  -4.08422E-14
   3582.25366   9.69487E-14
   3583.72510   9.16199E-14
   3585.19629   2.44885E-13
   3586.66748   2.09101E-13
   3588.13867   1.29460E-13
   3589.61011   8.40798E-14
   3591.08130   3.88658E-15
   3592.55249   9.00453E-14
   3594.02368  -3.12015E-14
   3595.49512   5.97954E-14
   3596.96631  -6.95050E-15
   3598.43750  -3.76245E-14
   3599.90869   7.88208E-14
   3601.38013   4.58580E-14
   3602.85132   1.80507E-13
   3604.32251   7.43646E-14
   3605.79370   7.99663E-14
   3607.26514  -8.31090E-15
   3608.73633   3.90454E-14
   3610.20752   4.32518E-14
   3611.67871   1.17076E-13
   3613.14990  -1.79960E-15
   3614.62134  -3.47966E-14
   3616.09253   5.47293E-15
   3617.56372   5.63140E-14
   3619.03491  -2.28803E-14
   3620.50635   3.19367E-14
   3621.97754   7.35221E-14
   3623.44873   6.57206E-14
   3624.91992   8.03574E-14
   3626.39136   5.33348E-14
   3627.86255   1.31565E-14
   3629.33374   2.97584E-15
   3630.80493  -1.88565E-14
   3632.27637  -3.60315E-15
   3633.74756   3.41060E-14
   3635.21875   1.22577E-13
   3636.68994   7.82729E-14
   3638.16113   7.68840E-14
   3639.63257   1.45720E-13
   3641.10376   5.32344E-14
   3642.57495   1.06185E-13
   3644.04614  -2.10377E-14
   3645.51758   2.61560E-14
   3646.98877  -4.53413E-14
   3648.45996   1.04567E-13
   3649.93115   8.45088E-14
   3651.40259   1.39753E-13
   3652.87378   6.19870E-14
   3654.34497   1.13446E-13
   3655.81616  -1.28676E-14
   3657.28760   3.08373E-14
   3658.75879   1.10428E-14
   3660.22998   1.35358E-13
   3661.70117   4.48630E-14
   3663.17236   2.37595E-14
   3664.64380  -1.42124E-14
   3666.11499   9.89654E-14
   3667.58618   7.03456E-14
   3669.05737   5.17255E-14
   3670.52881   1.23726E-13
   3672.00000   3.77680E-15
   3673.47119   1.17988E-13
   3674.94238   5.91577E-14
   3676.41382   1.03735E-13
   3677.88501  -3.50783E-14
   3679.35620   9.00258E-14
   3680.82739   8.01931E-14
   3682.29883  -2.26960E-14
   3683.77002   1.90454E-14
   3685.24121   3.46465E-14
   3686.71240   1.43845E-14
   3688.18384   1.60892E-14
   3689.65503   6.15690E-14
   3691.12622  -1.25588E-14
   3692.59741   2.48215E-15
   3694.06860   3.66439E-14
   3695.54004   3.50692E-14
   3697.01123   5.39826E-14
   3698.48242   3.99368E-14
   3699.95361   4.42222E-14
   3701.42505   2.00161E-15
   3702.89624  -2.97621E-15
   3704.36743   2.22394E-14
   3705.83862  -1.76091E-14
   3707.31006  -1.83761E-14
   3708.78125   2.95979E-14
   3710.25244   6.09731E-14
   3711.72363   7.33586E-14
   3713.19507   3.35226E-14
   3714.66626  -1.35092E-14
   3716.13745   3.09024E-14
   3717.60864   6.72254E-14
   3719.07983   7.61046E-14
   3720.55127   8.14210E-14
   3722.02246   2.71416E-14
   3723.49365   7.87248E-14
   3724.96484  -4.18875E-14
   3726.43628   3.79505E-14
   3727.90747   8.41881E-14
   3729.37866   6.38470E-14
   3730.84985   6.52559E-14
   3732.32129  -7.25158E-15
   3733.79248   1.43062E-14
   3735.26367   3.34237E-14
   3736.73486   5.39082E-14
   3738.20630   4.05239E-14
   3739.67749   3.11647E-14
   3741.14868   2.63889E-14
   3742.61987   2.57684E-14
   3744.09106   1.39662E-14
   3745.56250   2.26622E-14
   3747.03369   4.98392E-14
   3748.50488   9.48402E-14
   3749.97607   6.04904E-14
   3751.44751   2.17708E-14
   3752.91870   5.89518E-14
   3754.38989   5.38273E-14
   3755.86108   1.31025E-13
   3757.33252   2.73430E-13
   3758.80371   2.49258E-13
   3760.27490   1.82694E-13
   3761.74609   1.11229E-13
   3763.21753   8.55377E-14
   3764.68872   9.34621E-14
   3766.15991  -1.37917E-14
   3767.63110   9.48914E-14
   3769.10254   2.97753E-14
   3770.57373  -2.02258E-14
   3772.04492  -2.47296E-14
   3773.51611   1.58334E-14
   3774.98730   2.84392E-14
   3776.45874   5.64438E-14
   3777.92993  -2.91461E-15
   3779.40112   2.58253E-14
   3780.87231   1.90244E-14
   3782.34375   4.89853E-14
   3783.81494  -2.96470E-14
   3785.28613  -1.35584E-14
   3786.75732   1.59486E-14
   3788.22876   4.68638E-14
   3789.69995   8.07542E-14
   3791.17114   7.46680E-14
   3792.64233   4.65921E-14
   3794.11377   1.36370E-14
   3795.58496   6.58978E-14
   3797.05615   2.52769E-14
   3798.52734   3.24527E-14
   3799.99854   6.05039E-14
   3801.46997   1.79859E-14
   3802.94116   2.06723E-14
   3804.41235   3.17931E-14
   3805.88354   1.50301E-14
   3807.35498   2.36162E-14
   3808.82617   3.55237E-14
   3810.29736   2.77683E-14
   3811.76855   6.82751E-14
   3813.23999   4.58416E-14
   3814.71118   5.08179E-14
   3816.18237   3.66871E-14
   3817.65356   1.97281E-14
   3819.12500   3.15764E-14
   3820.59619   2.90707E-14
   3822.06738   3.13996E-15
   3823.53857  -3.16163E-14
   3825.00977  -2.30268E-14
   3826.48120  -2.38516E-14
   3827.95239   1.31619E-14
   3829.42358   2.17219E-14
   3830.89478   5.12089E-14
   3832.36621   7.15823E-14
   3833.83740   1.07236E-13
   3835.30859   3.64976E-14
   3836.77979   8.39405E-16
   3838.25122   2.89800E-14
   3839.72241   4.07007E-14
   3841.19360   1.66399E-14
   3842.66479   5.41975E-14
   3844.13623   1.00589E-14
   3845.60742   5.21475E-15
   3847.07861   2.57704E-14
   3848.54980   2.23833E-14
   3850.02100   5.53100E-15
   3851.49243   1.43764E-14
   3852.96362   1.57741E-14
   3854.43481   4.45941E-14
   3855.90601   4.47574E-14
   3857.37744  -7.81228E-16
   3858.84863  -1.18653E-14
   3860.31982  -4.66760E-15
   3861.79102   5.53739E-14
   3863.26245   4.54853E-14
   3864.73364   1.76522E-13
   3866.20483   2.10217E-13
   3867.67603   2.97448E-13
   3869.14746   2.40273E-13
   3870.61865   1.12660E-13
   3872.08984   7.49990E-14
   3873.56104  -1.19590E-15
   3875.03247   2.29795E-14
   3876.50366  -1.70538E-14
   3877.97485   1.73775E-14
   3879.44604  -9.65329E-15
   3880.91724   1.93894E-14
   3882.38867   2.86712E-14
   3883.85986  -9.01486E-15
   3885.33105   1.46917E-14
   3886.80225   5.79486E-14
   3888.27368   1.11102E-13
   3889.74487   8.81073E-14
   3891.21606   6.66468E-14
   3892.68726   6.98050E-14
   3894.15869   8.80010E-14
   3895.62988   3.56886E-14
   3897.10107   4.59648E-14
   3898.57227   2.35573E-14
   3900.04370   4.51282E-14
   3901.51489   2.63751E-14
   3902.98608   1.44464E-14
   3904.45728   2.31680E-14
   3905.92847   1.22506E-14
   3907.39990   3.71760E-14
   3908.87109   3.76155E-14
   3910.34229   2.93504E-14
   3911.81348   3.18240E-14
   3913.28491  -6.20437E-15
   3914.75610   2.48750E-14
   3916.22729   3.48007E-14
   3917.69849   3.07120E-14
   3919.16992   3.89374E-14
   3920.64111   9.69418E-15
   3922.11230  -5.22490E-15
   3923.58350   6.29399E-15
   3925.05493  -2.37936E-14
   3926.52612   1.48892E-14
   3927.99731   2.36237E-14
   3929.46851   1.69844E-14
   3930.93970   2.83857E-14
   3932.41113   3.04516E-14
   3933.88232   1.42810E-14
   3935.35352   2.45917E-14
   3936.82471   1.02599E-14
   3938.29614   3.66248E-15
   3939.76733   1.86645E-14
   3941.23853  -4.13040E-15
   3942.70972   1.79683E-15
   3944.18115   2.63419E-14
   3945.65234   2.68078E-14
   3947.12354   5.81729E-15
   3948.59473  -5.39538E-15
   3950.06616   3.91920E-14
   3951.53735   2.06254E-14
   3953.00854   4.51135E-14
   3954.47974   1.37345E-14
   3955.95117   1.91294E-14
   3957.42236  -6.41327E-15
   3958.89355   9.52082E-15
   3960.36475  -2.65308E-15
   3961.83594   1.11165E-14
   3963.30737   6.63347E-14
   3964.77856   1.37216E-13
   3966.24976   1.44928E-13
   3967.72095   2.12422E-13
   3969.19238   1.35302E-13
   3970.66357   1.26423E-13
   3972.13477   1.96024E-14
   3973.60596   1.97222E-14
   3975.07739   4.03075E-14
   3976.54858  -9.36706E-15
   3978.01978   2.96066E-14
   3979.49097   5.37416E-15
   3980.96240   3.23329E-14
   3982.43359   4.29457E-14
   3983.90479  -2.35774E-15
   3985.37598   3.60904E-14
   3986.84717   1.79261E-14
   3988.31860  -1.43912E-14
   3989.78979   4.47230E-14
   3991.26099   1.82058E-14
   3992.73218   3.64214E-14
   3994.20361   3.32854E-14
   3995.67480   3.98802E-14
   3997.14600  -6.44996E-15
   3998.61719   7.12153E-15
   4000.08862   1.56957E-14
   4001.55981   1.09471E-15
   4003.03101   1.76515E-14
   4004.50220   1.09946E-14
   4005.97363   2.04089E-14
   4007.44482   2.03385E-14
   4008.91602   1.45813E-14
   4010.38721   9.42673E-15
   4011.85840   8.36465E-15
   4013.32983   3.20137E-14
   4014.80103   1.39826E-14
   4016.27222  -4.27317E-15
   4017.74341   2.01609E-14
   4019.21484   3.22271E-14
   4020.68604   8.32515E-15
   4022.15723   1.00123E-14
   4023.62842   2.76902E-14
   4025.09985   3.64658E-14
   4026.57104   1.86908E-14
   4028.04224   2.66912E-14
   4029.51343   4.20249E-14
   4030.98486   1.17915E-14
   4032.45605   3.37399E-14
   4033.92725   2.80430E-14
   4035.39844   2.71167E-14
   4036.86987   2.28147E-14
   4038.34106   1.21805E-15
   4039.81226   7.22382E-15
   4041.28345   6.91725E-15
   4042.75464  -7.77633E-15
   4044.22607  -3.35866E-15
   4045.69727   2.36536E-14
   4047.16846   9.92722E-15
   4048.63965   1.51982E-14
   4050.11108   1.17549E-14
   4051.58228   1.83306E-14
   4053.05347   2.23983E-14
   4054.52466   1.06987E-14
   4055.99609  -1.23030E-14
   4057.46729   6.62857E-15
   4058.93848   1.29212E-14
   4060.40967  -4.31366E-15
   4061.88110   2.25711E-14
   4063.35229   3.57873E-14
   4064.82349   2.08728E-14
   4066.29468   3.89431E-14
   4067.76587   3.08682E-14
   4069.23730   4.89944E-14
   4070.70850   3.72595E-14
   4072.17969   2.07993E-14
   4073.65088   2.06009E-14
   4075.12231   2.44214E-14
   4076.59351   2.64566E-14
   4078.06470   2.44076E-14
   4079.53589   1.84921E-14
   4081.00732  -4.79540E-15
   4082.47852   1.19992E-14
   4083.94971   1.00452E-14
   4085.42090   1.29503E-14
   4086.89233   3.03030E-14
   4088.36353   1.87207E-14
   4089.83472   2.72561E-14
   4091.30591   4.56115E-15
   4092.77710   1.65310E-14
   4094.24854   3.98003E-14
   4095.71973   3.94063E-14
   4097.19092   5.61855E-14
   4098.66211   1.20394E-13
   4100.13330   1.64806E-13
   4101.60449   1.09881E-13
   4103.07617   9.79201E-14
   4104.54736   6.15532E-14
   4106.01855   3.69273E-15
   4107.48975   1.58672E-14
   4108.96094   2.64230E-14
   4110.43213   1.67125E-14
   4111.90332   1.97161E-14
   4113.37451   4.40398E-15
   4114.84619   3.75007E-14
   4116.31738   2.22864E-14
   4117.78857   1.49727E-14
   4119.25977   3.02215E-14
   4120.73096   1.86093E-14
   4122.20215   2.30551E-14
   4123.67334   1.43182E-14
   4125.14453   2.35002E-14
   4126.61572   1.82504E-14
   4128.08740   1.72251E-14
   4129.55859   2.00817E-14
   4131.02979   1.35662E-14
   4132.50098   3.26104E-14
   4133.97217   3.00272E-14
   4135.44336   9.94151E-15
   4136.91455   1.96078E-14
   4138.38574   2.74226E-14
   4139.85742   2.55841E-15
   4141.32861   1.13729E-14
   4142.79980   1.95630E-14
   4144.27100   1.59760E-14
   4145.74219   6.49476E-15
   4147.21338   1.39411E-14
   4148.68457   2.09821E-14
   4150.15576   2.49182E-14
   4151.62695   1.28919E-14
   4153.09863   8.00023E-15
   4154.56982   1.44290E-14
   4156.04102   2.71811E-14
   4157.51221   2.30886E-14
   4158.98340   1.03568E-14
   4160.45459   8.74853E-15
   4161.92578   1.22277E-14
   4163.39697   2.36379E-14
   4164.86865   2.10070E-14
   4166.33984   1.31790E-14
   4167.81104   9.36447E-15
   4169.28223   7.02986E-15
   4170.75342   1.50916E-14
   4172.22461   1.78801E-14
   4173.69580   2.73721E-14
   4175.16699   1.83788E-14
   4176.63818   1.56101E-14
   4178.10986   1.31564E-14
   4179.58105   3.01570E-14
   4181.05225   1.94165E-14
   4182.52344   2.31580E-14
   4183.99463   2.37819E-14
   4185.46582   2.38589E-14
   4186.93701   2.14986E-14
   4188.40820   7.84677E-15
   4189.87988   7.81512E-15
   4191.35107   1.67271E-14
   4192.82227   2.03481E-14
   4194.29346   1.95931E-14
   4195.76465   1.35467E-14
   4197.23584   1.04909E-14
   4198.70703   3.32644E-14
   4200.17822   5.89284E-15
   4201.64941   2.58796E-15
   4203.12109   2.20036E-14
   4204.59229   1.51776E-14
   4206.06348   1.00807E-14
   4207.53467  -3.59146E-15
   4209.00586  -4.87361E-16
   4210.47705   2.51748E-14
   4211.94824   1.42619E-14
   4213.41943   2.57338E-14
   4214.89111  -1.35629E-17
   4216.36230   1.86997E-14
   4217.83350   2.02755E-15
   4219.30469   1.97708E-14
   4220.77588   1.64588E-14
   4222.24707   4.28873E-14
   4223.71826   1.48667E-14
   4225.18945   1.58275E-14
   4226.66064   1.54835E-14
   4228.13232   1.73116E-14
   4229.60352   1.25172E-14
   4231.07471   2.43750E-14
   4232.54590   1.28617E-14
   4234.01709   1.56776E-14
   4235.48828   1.35460E-14
   4236.95947   2.40805E-14
   4238.43066   4.42924E-15
   4239.90234   5.00274E-15
   4241.37354   3.60197E-14
   4242.84473   2.40995E-14
   4244.31592   2.51302E-14
   4245.78711   1.64932E-14
   4247.25830   9.42497E-16
   4248.72949   1.99125E-14
   4250.20068   3.55676E-15
   4251.67236   1.26868E-14
   4253.14355   1.31283E-14
   4254.61475   2.42482E-14
   4256.08594   2.58533E-14
   4257.55713   1.80524E-14
   4259.02832   7.94950E-15
   4260.49951   1.30223E-14
   4261.97070   1.38664E-14
   4263.44189   7.18491E-16
   4264.91357   2.48574E-14
   4266.38477   2.17008E-14
   4267.85596   2.16940E-14
   4269.32715   2.64768E-14
   4270.79834   1.99946E-14
   4272.26953   1.76325E-14
   4273.74072   3.91565E-15
   4275.21191   1.31851E-14
   4276.68359   1.43305E-14
   4278.15479   1.46891E-14
   4279.62598   2.55805E-14
   4281.09717   9.30605E-15
   4282.56836   1.65698E-14
   4284.03955   1.15088E-14
   4285.51074   9.88043E-15
   4286.98193   1.84945E-14
   4288.45312   2.31134E-14
   4289.92480   9.50794E-15
   4291.39600   1.23340E-14
   4292.86719   6.08012E-15
   4294.33838   1.74461E-14
   4295.80957   1.77474E-14
   4297.28076   1.99374E-14
   4298.75195   1.51989E-14
   4300.22314   9.36034E-15
   4301.69482   5.93308E-15
   4303.16602   2.78472E-14
   4304.63721   2.44267E-14
   4306.10840   4.28614E-15
   4307.57959   4.43207E-15
   4309.05078   1.26778E-14
   4310.52197   1.37370E-14
   4311.99316   1.84907E-14
   4313.46436   2.03517E-14
   4314.93604   2.71973E-14
   4316.40723   1.99008E-14
   4317.87842   2.07066E-14
   4319.34961   1.52114E-14
   4320.82080   8.67942E-15
   4322.29199   1.30292E-14
   4323.76318   1.17116E-14
   4325.23438   5.74641E-15
   4326.70605   1.58330E-15
   4328.17725   2.61567E-14
   4329.64844   2.69260E-14
   4331.11963   2.79857E-14
   4332.59082   3.62706E-14
   4334.06201   3.48528E-14
   4335.53320   8.66402E-14
   4337.00439   1.39107E-13
   4338.47559   2.36108E-13
   4339.94727   2.49130E-13
   4341.41846   2.04041E-13
   4342.88965   1.21601E-13
   4344.36084   6.16659E-14
   4345.83203   2.76410E-14
   4347.30322   1.52795E-14
   4348.77441   2.39276E-14
   4350.24561   2.39637E-14
   4351.71729   7.73717E-15
   4353.18848   1.44500E-14
   4354.65967   2.01193E-14
   4356.13086   1.80064E-14
   4357.60205   3.02742E-14
   4359.07324   8.28969E-14
   4360.54443   1.16220E-13
   4362.01562   1.45093E-13
   4363.48682   1.25190E-13
   4364.95850   8.03867E-14
   4366.42969   4.08409E-14
   4367.90088   2.28642E-14
   4369.37207   1.67023E-14
   4370.84326   1.06874E-14
   4372.31445   6.25833E-15
   4373.78564   1.96791E-14
   4375.25684   1.13570E-14
   4376.72852   1.98616E-14
   4378.19971   2.09762E-14
   4379.67090   1.85337E-14
   4381.14209   2.89279E-14
   4382.61328   1.32850E-14
   4384.08447   1.90274E-14
   4385.55566   7.79655E-15
   4387.02686   2.39711E-14
   4388.49805   2.08090E-14
   4389.96973   1.68023E-14
   4391.44092   1.79743E-14
   4392.91211   1.60718E-14
   4394.38330   1.82050E-14
   4395.85449   1.12869E-14
   4397.32568   1.83450E-14
   4398.79688   2.96927E-14
   4400.26807   1.73451E-14
   4401.73975   1.38894E-14
   4403.21094   1.94892E-14
   4404.68213   2.23171E-14
   4406.15332   1.80551E-14
   4407.62451   9.94517E-15
   4409.09570   5.37576E-15
   4410.56689   7.87497E-15
   4412.03809   1.77568E-14
   4413.50977   8.23046E-15
   4414.98096   3.32665E-14
   4416.45215   1.34917E-14
   4417.92334   2.59595E-14
   4419.39453   1.70296E-14
   4420.86572   1.62214E-14
   4422.33691   1.79695E-14
   4423.80811   2.43588E-14
   4425.27930   1.23772E-14
   4426.75098   1.01395E-15
   4428.22217   8.02901E-15
   4429.69336   1.87499E-14
   4431.16455   1.09738E-14
   4432.63574   1.54219E-14
   4434.10693   8.29987E-15
   4435.57812   1.00258E-14
   4437.04932   1.14278E-14
   4438.52100   2.87661E-14
   4439.99219   2.08914E-14
   4441.46338   1.74677E-14
   4442.93457   1.41084E-14
   4444.40576   2.52898E-14
   4445.87695   9.04080E-15
   4447.34814   2.18716E-14
   4448.81934   2.22528E-14
   4450.29053   2.75747E-15
   4451.76221   2.14549E-14
   4453.23340   3.73866E-14
   4454.70459   8.03531E-15
   4456.17578   2.73278E-14
   4457.64697   2.58143E-14
   4459.11816   8.37553E-15
   4460.58936   7.27715E-15
   4462.06055   1.87346E-14
   4463.53223   1.60049E-14
   4465.00342   1.96227E-14
   4466.47461   2.40420E-14
   4467.94580   3.06321E-14
   4469.41699   2.69605E-14
   4470.88818   4.06804E-14
   4472.35938   3.83584E-14
   4473.83057   2.08983E-14
   4475.30176   1.78498E-14
   4476.77344   3.65065E-15
   4478.24463   7.03884E-15
   4479.71582   1.57187E-14
   4481.18701   1.80804E-14
   4482.65820   1.13942E-14
   4484.12939   1.21445E-14
   4485.60059   1.59745E-14
   4487.07178   1.88517E-14
   4488.54346   1.69479E-14
   4490.01465   2.52023E-14
   4491.48584   2.76883E-14
   4492.95703   3.35280E-14
   4494.42822   3.83328E-14
   4495.89941   9.72843E-15
   4497.37061  -4.59763E-15
   4498.84180   1.26152E-14
   4500.31299   2.30011E-14
   4501.78467   2.39876E-14
   4503.25586   1.22180E-14
   4504.72705   1.01806E-14
   4506.19824   1.65394E-14
   4507.66943   5.22572E-15
   4509.14062   2.53708E-14
   4510.61182   2.92809E-14
