#  puvul.270  455147.56447    5.0
#     wave       flux
   3467.74365   2.81397E-13
   3469.21777   1.17358E-13
   3470.69214   1.19469E-13
   3472.16626  -9.48305E-14
   3473.64038   1.89193E-13
   3475.11475  -4.62854E-14
   3476.58887   1.90404E-13
   3478.06299   1.18279E-13
   3479.53711  -2.21485E-13
   3481.01147  -7.97158E-14
   3482.48560  -2.87821E-13
   3483.95972   8.42416E-14
   3485.43408   3.07116E-14
   3486.90820  -1.48189E-13
   3488.38232   2.89459E-13
   3489.85669   1.09985E-13
   3491.33081   2.61908E-14
   3492.80493  -5.96360E-14
   3494.27905   3.44734E-13
   3495.75342   2.23158E-13
   3497.22754  -1.38108E-13
   3498.70166   1.32592E-14
   3500.17603   1.63383E-13
   3501.65015   2.74488E-14
   3503.12427  -1.91605E-13
   3504.59863   1.32802E-15
   3506.07275   2.12824E-13
   3507.54688   1.25589E-13
   3509.02124  -3.99123E-14
   3510.49536  -4.48254E-14
   3511.96948   1.79266E-13
   3513.44360   1.41435E-13
   3514.91797   8.44383E-15
   3516.39209  -2.09154E-13
   3517.86621  -1.92198E-13
   3519.34058   1.13814E-13
   3520.81470   5.71537E-14
   3522.28882  -1.24897E-13
   3523.76318  -2.71860E-14
   3525.23730  -2.29510E-14
   3526.71143   7.71204E-14
   3528.18579   9.82337E-14
   3529.65991   1.87404E-13
   3531.13403   6.33290E-14
   3532.60815  -1.44818E-13
   3534.08252   9.37465E-14
   3535.55664  -8.24429E-14
   3537.03076   1.09750E-13
   3538.50513   4.48546E-14
   3539.97925   5.11096E-14
   3541.45337  -1.14904E-13
   3542.92773  -1.50504E-13
   3544.40186  -5.83812E-14
   3545.87598  -3.83410E-14
   3547.35010  -3.89936E-15
   3548.82446   4.91990E-14
   3550.29858   1.48755E-13
   3551.77271  -4.37520E-14
   3553.24707  -2.21362E-13
   3554.72119  -7.08440E-15
   3556.19531  -4.65370E-14
   3557.66968   7.07888E-14
   3559.14380   3.24470E-14
   3560.61792   9.33246E-14
   3562.09229   1.29077E-13
   3563.56641  -1.16575E-13
   3565.04053   9.61087E-14
   3566.51465   2.04073E-14
   3567.98901  -8.28002E-14
   3569.46313   6.32162E-14
   3570.93726  -1.77683E-14
   3572.41162  -2.85641E-14
   3573.88574  -1.97842E-13
   3575.35986   1.23675E-13
   3576.83423   7.69985E-14
   3578.30835  -3.60722E-14
   3579.78247   5.65403E-14
   3581.25659   1.93844E-13
   3582.73096   8.44915E-14
   3584.20508   1.61383E-14
   3585.67920   2.88541E-13
   3587.15356   3.05468E-14
   3588.62769   8.99193E-14
   3590.10181   3.45910E-14
   3591.57617   1.33371E-13
   3593.05029  -1.27690E-14
   3594.52441   1.25656E-14
   3595.99878   8.63912E-14
   3597.47290   1.40448E-13
   3598.94702  -1.26423E-14
   3600.42114   1.15482E-13
   3601.89551   9.89966E-14
   3603.36963  -2.90611E-14
   3604.84375  -1.96436E-15
   3606.31812   4.29953E-14
   3607.79224  -4.83452E-14
   3609.26636  -5.34634E-14
   3610.74072  -6.10141E-14
   3612.21484   4.76326E-14
   3613.68896   9.56582E-14
   3615.16333   7.69037E-14
   3616.63745  -3.80944E-14
   3618.11157  -3.78572E-15
   3619.58569   1.14214E-13
   3621.06006   6.66892E-14
   3622.53418   8.20540E-14
   3624.00830   1.18777E-13
   3625.48267  -5.29619E-14
   3626.95679  -4.64773E-15
   3628.43091   1.30902E-13
   3629.90527   2.00335E-14
   3631.37939   3.14963E-14
   3632.85352  -9.90840E-14
   3634.32764   3.33333E-14
   3635.80200   9.95532E-14
   3637.27612   9.47600E-14
   3638.75024  -5.61474E-14
   3640.22461  -3.46576E-14
   3641.69873  -4.28010E-14
   3643.17285   6.78504E-14
   3644.64722  -4.74500E-15
   3646.12134   1.33355E-13
   3647.59546  -1.32265E-13
   3649.06982   4.23749E-14
   3650.54395   6.12758E-14
   3652.01807   1.15313E-13
   3653.49219   9.65511E-14
   3654.96655   3.63007E-14
   3656.44067   6.88967E-14
   3657.91479   1.37631E-13
   3659.38916   1.34421E-13
   3660.86328   1.15040E-13
   3662.33740   2.73369E-14
   3663.81177  -1.74193E-14
   3665.28589  -3.91132E-14
   3666.76001   5.96592E-14
   3668.23438   5.86682E-14
   3669.70850   7.56050E-14
   3671.18262   9.15875E-14
   3672.65674   7.93074E-15
   3674.13110  -1.75966E-14
   3675.60522   9.75231E-14
   3677.07935  -2.81530E-14
   3678.55371   2.30014E-14
   3680.02783   1.29887E-14
   3681.50195  -3.92683E-14
   3682.97632   3.92581E-14
   3684.45044   5.75858E-14
   3685.92456   7.12523E-14
   3687.39868  -3.30103E-15
   3688.87305   5.97529E-14
   3690.34717  -2.31980E-15
   3691.82129   2.91018E-14
   3693.29565   7.15532E-14
   3694.76978   3.61797E-14
   3696.24390   1.42347E-14
   3697.71826   1.04558E-14
   3699.19238  -3.83839E-14
   3700.66650   2.93470E-14
   3702.14087   5.80152E-14
   3703.61499   3.69036E-14
   3705.08911   7.96515E-14
   3706.56323   7.11818E-15
   3708.03760   9.99148E-14
   3709.51172   7.57306E-14
   3710.98584   1.83560E-14
   3712.46021  -1.53511E-14
   3713.93433   9.07368E-15
   3715.40845   1.48847E-14
   3716.88281   8.05282E-14
   3718.35693   2.66406E-14
   3719.83105   2.56869E-14
   3721.30518   3.47127E-14
   3722.77954   2.20136E-14
   3724.25366   1.39308E-13
   3725.72778   8.91950E-14
   3727.20215   3.23911E-15
   3728.67627   1.16491E-13
   3730.15039  -2.28920E-14
   3731.62476   1.13801E-14
   3733.09888  -1.45622E-14
   3734.57300   2.26262E-14
   3736.04736   6.70624E-14
   3737.52148   1.81019E-14
   3738.99561   1.09764E-13
   3740.46973  -5.67499E-14
   3741.94409   1.28667E-14
   3743.41821   9.31212E-14
   3744.89233   2.23784E-14
   3746.36670   1.27886E-14
   3747.84082   1.28332E-13
   3749.31494   5.94264E-14
   3750.78931   4.07477E-14
   3752.26343   2.27208E-14
   3753.73755   3.89094E-16
   3755.21191   6.09803E-14
   3756.68604   1.73807E-13
   3758.16016   2.95141E-13
   3759.63428   2.97500E-13
   3761.10864   1.77308E-13
   3762.58276   4.20056E-14
   3764.05688   1.63459E-14
   3765.53125   5.61145E-14
   3767.00537   3.48810E-14
   3768.47949   4.62137E-14
   3769.95386   2.50029E-14
   3771.42798   6.89271E-14
   3772.90210   6.79396E-14
   3774.37622   1.22616E-14
   3775.85059   6.48574E-14
   3777.32471   4.63858E-14
   3778.79883   2.86760E-14
   3780.27319  -7.80218E-14
   3781.74731   7.88852E-15
   3783.22144   3.20854E-14
   3784.69580   2.56671E-14
   3786.16992   2.42616E-14
   3787.64404   7.49976E-14
   3789.11841  -2.27163E-14
   3790.59253   3.23963E-14
   3792.06665   9.53914E-15
   3793.54077   1.04992E-14
   3795.01514   9.84773E-14
   3796.48926   3.00119E-14
   3797.96338   2.41463E-14
   3799.43774  -3.54864E-14
   3800.91187   2.19015E-14
   3802.38599   5.13653E-14
   3803.86035   6.51628E-15
   3805.33447   6.78977E-14
   3806.80859  -1.41135E-14
   3808.28271   2.52852E-14
   3809.75708   7.98279E-14
   3811.23120   2.23330E-14
   3812.70532   7.64974E-14
   3814.17969  -5.52912E-14
   3815.65381   6.71200E-14
   3817.12793   5.64544E-14
   3818.60229   5.70027E-14
   3820.07642   8.77025E-14
   3821.55054   2.07937E-15
   3823.02490   3.73922E-14
   3824.49902  -2.24463E-14
   3825.97314   6.08772E-15
   3827.44727   3.38234E-16
   3828.92163   2.09831E-14
   3830.39575   1.94920E-15
   3831.86987   5.15139E-14
   3833.34424   1.13928E-13
   3834.81836   5.48818E-14
   3836.29248   5.90552E-14
   3837.76685   1.74491E-14
   3839.24097   8.20988E-16
   3840.71509   6.12636E-14
   3842.18945   4.86448E-14
   3843.66357  -5.90574E-15
   3845.13770  -1.15905E-14
   3846.61182   5.27128E-14
   3848.08618   3.86454E-14
   3849.56030   5.41664E-14
   3851.03442  -1.18651E-14
   3852.50879  -1.43001E-14
   3853.98291   2.98918E-14
   3855.45703   4.61855E-14
   3856.93140   1.51685E-14
   3858.40552   1.68713E-14
   3859.87964   1.16124E-14
   3861.35376   6.81557E-15
   3862.82812   6.24194E-14
   3864.30225   7.59665E-14
   3865.77637   2.02706E-13
   3867.25073   3.08266E-13
   3868.72485   3.58373E-13
   3870.19897   2.17282E-13
   3871.67334   8.62223E-14
   3873.14746   7.13856E-14
   3874.62158   6.19111E-14
   3876.09595   5.65532E-15
   3877.57007  -6.51071E-15
   3879.04419   1.88808E-14
   3880.51831   1.44737E-15
   3881.99268   4.77300E-14
   3883.46680   7.87066E-15
   3884.94092   6.73151E-15
   3886.41528   5.90766E-14
   3887.88940   7.31611E-14
   3889.36353   1.54115E-13
   3890.83789   8.85338E-14
   3892.31201   7.26591E-14
   3893.78613   1.29654E-14
   3895.26050  -4.34891E-15
   3896.73462   4.33950E-14
   3898.20874  -2.03373E-14
   3899.68286   3.87109E-14
   3901.15723   6.81500E-15
   3902.63135   2.37034E-14
   3904.10547   2.14923E-14
   3905.57983   4.51186E-14
   3907.05396   4.95543E-14
   3908.52808   2.58135E-14
   3910.00244   1.60756E-14
   3911.47656   1.35671E-14
   3912.95068   1.82674E-14
   3914.42480  -8.04852E-15
   3915.89917   6.03395E-15
   3917.37329  -7.66769E-15
   3918.84741  -1.02625E-14
   3920.32178   1.89947E-14
   3921.79590   5.08974E-14
   3923.27002  -2.65670E-15
   3924.74438   3.02740E-14
   3926.21851  -1.39304E-14
   3927.69263   7.78871E-14
   3929.16699   2.03240E-14
   3930.64111  -1.19026E-14
   3932.11523   2.99690E-14
   3933.58936   2.11804E-14
   3935.06372   2.19041E-14
   3936.53784   7.99156E-15
   3938.01196   6.04029E-15
   3939.48633  -9.89816E-15
   3940.96045  -3.12192E-15
   3942.43457  -3.54891E-14
   3943.90894  -2.61250E-14
   3945.38306   1.38184E-14
   3946.85718   2.56764E-14
   3948.33130  -1.78597E-14
   3949.80566  -1.52897E-14
   3951.27979   5.24390E-14
   3952.75391  -4.09685E-15
   3954.22827   3.13694E-14
   3955.70239   1.85697E-14
   3957.17651  -2.60624E-14
   3958.65088   1.84432E-14
   3960.12500   4.87559E-16
   3961.59912   2.10675E-14
   3963.07349   4.78592E-14
   3964.54761   6.58956E-14
   3966.02173   1.32668E-13
   3967.49585   1.67833E-13
   3968.97021   1.16979E-13
   3970.44434   9.33310E-14
   3971.91846   9.40790E-14
   3973.39282   4.37535E-14
   3974.86694   4.68918E-14
   3976.34106   6.32574E-15
   3977.81543  -2.70754E-14
   3979.28955  -9.01859E-15
   3980.76367   2.21091E-15
   3982.23804   1.67603E-14
   3983.71216   3.94053E-14
   3985.18628   5.17553E-14
   3986.66040   6.82814E-15
   3988.13477   2.09230E-14
   3989.60889   2.75471E-14
   3991.08301   1.80646E-14
   3992.55737   1.28250E-14
   3994.03149   2.87926E-14
   3995.50562   1.35695E-14
   3996.97998   2.21195E-14
   3998.45410   3.84885E-14
   3999.92822   2.24811E-16
   4001.40234  -2.59249E-14
   4002.87671   2.54517E-14
   4004.35083   2.13204E-14
   4005.82495   2.30229E-14
   4007.29932   3.45390E-14
   4008.77344   7.18589E-15
   4010.24756   3.22852E-14
   4011.72192   1.93064E-14
   4013.19604  -2.98138E-15
   4014.67017  -2.53984E-14
   4016.14453   1.55911E-14
   4017.61865   1.79089E-14
   4019.09277   9.74490E-15
   4020.56689   3.49181E-14
   4022.04126   1.99680E-15
   4023.51538   1.84647E-14
   4024.98950   1.38949E-14
   4026.46387   5.29193E-14
   4027.93799   2.90722E-14
   4029.41211   7.02562E-15
   4030.88647   1.31484E-14
   4032.36060   2.69491E-15
   4033.83472  -1.33784E-14
   4035.30884  -9.58330E-15
   4036.78320   2.17974E-14
   4038.25732   6.01521E-15
   4039.73145   1.93263E-14
   4041.20581   2.46817E-14
   4042.67993  -6.40867E-15
   4044.15405   2.04155E-14
   4045.62842   5.41393E-15
   4047.10254  -5.25764E-15
   4048.57666   7.58220E-15
   4050.05103  -3.13746E-14
   4051.52515  -1.60126E-14
   4052.99927  -7.34232E-15
   4054.47339   4.09175E-15
   4055.94775  -1.57395E-16
   4057.42188  -7.51766E-15
   4058.89600   1.50793E-15
   4060.37036   2.58319E-14
   4061.84448   1.49209E-14
   4063.31860   1.43387E-14
   4064.79297   2.45506E-14
   4066.26709   1.56841E-14
   4067.74121   2.94961E-14
   4069.21558   1.69374E-14
   4070.68970   2.13570E-15
   4072.16382  -1.59792E-14
   4073.63794   1.94283E-14
   4075.11230   2.37934E-14
   4076.58643   1.64303E-14
   4078.06055  -3.76853E-15
   4079.53491   1.72514E-14
   4081.00903  -1.72223E-15
   4082.48315   2.64142E-14
   4083.95752  -1.77881E-15
   4085.43164  -8.62212E-15
   4086.90576   3.45198E-14
   4088.37988   2.42826E-14
   4089.85425  -1.17223E-14
   4091.32837   9.12339E-15
   4092.80249   1.84240E-14
   4094.27686   6.63087E-15
   4095.75098   3.35022E-14
   4097.22510   5.65891E-14
   4098.69922   7.91448E-14
   4100.17334   1.05754E-13
   4101.64795   1.34977E-13
   4103.12207   1.04743E-13
   4104.59619   5.80275E-14
   4106.07031   5.35722E-14
   4107.54443   2.89355E-14
   4109.01855   1.04132E-14
   4110.49316   1.33033E-14
   4111.96729   1.66447E-14
   4113.44141  -1.74967E-15
   4114.91553   1.42866E-14
   4116.38965   9.96306E-15
   4117.86377   9.55118E-16
   4119.33789   2.07251E-14
   4120.81250   1.13834E-14
   4122.28662  -4.50856E-15
   4123.76074   1.72485E-14
   4125.23486   3.51572E-14
   4126.70898   1.61560E-14
   4128.18311   1.79775E-14
   4129.65771   2.08156E-14
   4131.13184   4.71909E-16
   4132.60596   1.80971E-14
   4134.08008   3.39678E-14
   4135.55420   1.42637E-14
   4137.02832   2.30829E-14
   4138.50244  -1.71170E-15
   4139.97705   1.05432E-14
   4141.45117   1.57311E-14
   4142.92529   3.12621E-17
   4144.39941   3.91675E-15
   4145.87354   3.46140E-14
   4147.34766   1.55644E-14
   4148.82178   1.79765E-14
   4150.29639   3.96598E-14
   4151.77051   2.88723E-14
